Contrail_Age_hours,SW_Radiative_Forcing_W_m2
0.0,408.0699999999997
0.142930066,38.529999999998836
0.34204362,20.159999999999854
0.487104941,17.63000000000102
0.678917815,16.43999999999869
0.860119765,16.709999999999127
1.025904131,16.360000000000582
1.286370597,16.13000000000102
1.543980276,15.829999999998108
1.792656825,15.119999999998981
2.053767202,14.2599999999984
2.290009924,14.18999999999869
2.497240382,13.649999999997817
2.858601327,12.450000000000728
3.118931756,11.43999999999869
3.367608305,10.459999999999127
3.533392672,9.93999999999869
3.805513017,9.119999999998981
4.155084045,7.829999999998108
4.320868412,7.259999999998399
4.555895865,6.790000000000873
4.788157223,6.279999999998836
5.252679939,5.569999999999709
5.66360388,5.229999999999563
6.128126595,4.709999999999127
6.558957357,4.119999999998981
6.842776927,3.7599999999983993
7.18064873,3.430000000000291
7.42932528,3.220000000001164
7.595109646,3.0099999999983993
7.843287392,2.8400000000001455
8.21680102,2.720000000001164
8.465477569,2.639999999999418
8.631261936,2.5900000000001455
8.861664114,2.5
9.252953309,2.389999999999418
9.501629859,2.2999999999992724
9.646691179,2.2399999999979627
9.880040837,2.1199999999989814
10.13016845,2.0
10.49633606,1.8299999999981083
10.64139738,1.860000000000582
10.84481879,1.7700000000004366
11.15947352,1.7000000000007276
11.40815007,1.7299999999995634
11.55321139,1.7999999999992724
11.7381317,1.889999999999418
12.02984145,2.5200000000004366
