Contrail_Age_hours,SW_Radiative_Forcing_W_m2
0.0,497.5600000000013
0.142930066,44.81999999999971
0.34204362,23.75
0.487104941,20.470000000001164
0.678917815,19.100000000002183
0.860119765,19.700000000000728
1.025904131,19.290000000000873
1.286370597,19.040000000000873
1.543980276,18.68000000000029
1.792656825,17.850000000002183
2.053767202,16.840000000000146
2.290009924,16.510000000002037
2.497240382,15.880000000001019
2.858601327,14.4900000000016
3.118931756,13.31000000000131
3.367608305,12.159999999999854
3.533392672,11.56000000000131
3.805513017,10.600000000002183
4.155084045,9.090000000000146
4.320868412,8.430000000000291
4.555895865,7.880000000001019
4.788157223,7.290000000000873
5.252679939,6.459999999999127
5.66360388,6.069999999999709
6.128126595,5.459999999999127
6.558957357,4.780000000002474
6.842776927,4.350000000002183
7.18064873,3.970000000001164
7.42932528,3.7299999999995634
7.595109646,3.540000000000873
7.843287392,3.3300000000017462
8.21680102,3.1900000000023283
8.465477569,3.110000000000582
8.631261936,3.040000000000873
8.861664114,2.930000000000291
9.252953309,2.8100000000013097
9.501629859,2.709999999999127
9.646691179,2.639999999999418
9.880040837,2.4900000000016007
10.13016845,2.350000000002183
10.49633606,2.150000000001455
10.64139738,2.150000000001455
10.84481879,2.0499999999992724
11.15947352,1.9700000000011642
11.40815007,2.0
11.55321139,2.0800000000017462
11.7381317,2.1900000000023283
12.02984145,2.9200000000018917
