Contrail_Age_hours,SW_Radiative_Forcing_W_m2
0.0,403.6700000000019
0.142930066,38.18000000000029
0.34204362,19.979999999999563
0.487104941,17.470000000001164
0.678917815,16.299999999999272
0.860119765,16.56000000000131
1.025904131,16.209999999999127
1.286370597,15.979999999999563
1.543980276,15.680000000000291
1.792656825,14.979999999999563
2.053767202,14.130000000001019
2.290009924,14.06000000000131
2.497240382,13.529999999998836
2.858601327,12.340000000000146
3.118931756,11.340000000000146
3.367608305,10.360000000000582
3.533392672,9.850000000002183
3.805513017,9.040000000000873
4.155084045,7.760000000002037
4.320868412,7.18999999999869
4.555895865,6.729999999999563
4.788157223,6.220000000001164
5.252679939,5.520000000000437
5.66360388,5.18999999999869
6.128126595,4.670000000001892
6.558957357,4.0900000000001455
6.842776927,3.720000000001164
7.18064873,3.400000000001455
7.42932528,3.1899999999986903
7.595109646,2.9900000000016007
7.843287392,2.8100000000013097
8.21680102,2.6899999999986903
8.465477569,2.6199999999989814
8.631261936,2.569999999999709
8.861664114,2.470000000001164
9.252953309,2.3699999999989814
9.501629859,2.279999999998836
9.646691179,2.220000000001164
9.880040837,2.100000000002183
10.13016845,1.9799999999995634
10.49633606,1.819999999999709
10.64139738,1.8400000000001455
10.84481879,1.75
11.15947352,1.6899999999986903
11.40815007,1.7200000000011642
11.55321139,1.7799999999988358
11.7381317,1.8800000000010186
12.02984145,2.5
