Contrail_Age_hours,EF_J_m
0.0,8571459.758329416
0.1666666666666666,20921572.508155167
0.3333333333333333,35750621.45242022
0.5,55472085.617588624
0.6666666666666666,80374423.14341024
0.8333333333333333,110069917.47695369
1.0,143268354.50877318
1.1666666666666663,178963280.018692
1.3333333333333333,217209929.1140094
1.5,257887520.03205228
1.6666666666666663,300086158.8548511
1.8333333333333333,342830145.03762513
2.0,385943661.50561386
2.1666666666666665,429422623.2403255
2.333333333333333,473482995.8275055
2.5,517837469.6959022
2.6666666666666665,562059497.6653435
2.833333333333333,606203395.0629148
3.0,650389973.9541162
3.1666666666666665,694453112.6212517
3.333333333333333,738001979.3175291
3.5,780713416.1908668
3.6666666666666665,822411245.0474265
3.833333333333333,862927988.7712445
4.0,902143030.7964139
4.166666666666666,940090537.6056403
4.333333333333333,976756351.3498073
4.5,1012171397.8752499
4.666666666666666,1046575130.0948806
4.833333333333333,1079959819.7386348
5.0,1112209796.511015
5.166666666666666,1143505217.4416711
5.333333333333333,1174164044.4869492
5.5,1204173342.8229706
5.666666666666666,1233279086.4919412
5.833333333333333,1261476860.6035976
6.0,1288866576.7801802
6.166666666666666,1315258059.710636
6.333333333333333,1340380326.2272809
6.5,1364096622.3749413
6.666666666666666,1386369738.5784516
6.833333333333333,1407190906.0178177
7.0,1426526242.7773407
7.166666666666666,1444445706.832717
7.333333333333333,1461003443.9602158
7.5,1476294880.3019407
7.666666666666666,1490487326.7264318
7.833333333333333,1503542513.9512053
8.0,1515393479.4135332
8.166666666666666,1526099620.7970712
8.333333333333332,1535795055.0619748
8.5,1544515923.5192585
8.666666666666666,1552250891.87676
8.833333333333332,1559173705.4185183
9.0,1565292566.456063
9.166666666666666,1570415758.0022733
9.333333333333332,1574577136.4052248
9.5,1578012481.7277925
9.666666666666666,1580866852.3703554
9.833333333333332,1583097742.839374
10.0,1584759329.2925076
10.166666666666666,1585996125.9841511
10.333333333333332,1585996125.9841511
