Time_hours,IWC_g_per_m3,Depth_m,Width_m,Effective_radius_um,Ice_mass,Ice_number,Ice_surface_area,Mean_altitude_m,Area_m2
0.0,0.33880904285402685,100.0,10.0,4.226054956410589,0.2661,2428450000000.0,545.0,10660.0,785.3981633974482
0.16666666666666666,0.022964340083385746,136.42857142857144,370.61498278992224,4.312089711094918,0.9119523676749854,2416282413045.097,564.5732843074907,10656.0,39711.673157756675
0.3333333333333333,0.01569212748147185,172.85714285714286,731.2299655798445,4.63502249954538,1.5578047353499709,2404114826090.1943,649.0168248676617,10652.0,99273.01044356899
0.5,0.013807634279909397,209.2857142857143,1091.8449483697668,5.266703221269799,2.4780479779987887,2369693853336.6846,825.9751672052482,10648.0,179469.41002083445
0.6666666666666666,0.013565681615730149,245.71428571428572,1452.459931159689,6.012624188897073,3.80247238466524,2265616213595.2373,1029.2278249653057,10644.0,280300.8718895529
0.8333333333333333,0.013335307625614771,282.14285714285717,1813.0749139496113,6.681404377601262,5.357691820265283,2161538573853.7903,1212.5385644763167,10640.0,401767.39604972466
1.0,0.012220345782394306,318.5714285714286,2173.6898967395337,7.210699159550936,6.646267026485449,2074265588405.2935,1355.2398741372015,10636.0,543868.9825013495
1.1666666666666665,0.010828695894668195,355.0,2534.304879529456,7.62199700917174,7.651617498205956,2013196732651.1895,1469.6733541967906,10632.0,706605.6312444272
1.3333333333333333,0.009445156980354556,391.42857142857144,2894.919862319378,7.988887207974459,8.405975706783497,1952127876897.0854,1565.589492382451,10628.0,889977.3422789582
1.5,0.008353353704957597,427.8571428571429,3255.5348451093005,8.306136139293052,9.138436265253306,1897580844606.016,1645.1118590565757,10624.0,1093984.1156049424
1.6666666666666665,0.007244370456381193,464.28571428571433,3616.1498278992226,8.592844004118863,9.552614884052954,1848557673571.3066,1715.1571391985153,10620.0,1318625.9512223795
1.8333333333333333,0.006373025989682824,500.7142857142858,3976.7648106891447,8.857830190502028,9.9667935028526,1799534502536.5974,1774.2382342692586,10616.0,1563902.84913127
2.0,0.005666656333623091,537.1428571428572,4337.379793479067,9.101484106032835,10.368931678656317,1753081385440.5178,1824.8348391415961,10612.0,1829814.8093316136
2.1666666666666665,0.0050685480847629605,573.5714285714287,4697.994776268989,9.35649900319305,10.726881709353977,1707510572205.663,1878.396230464297,10608.0,2116361.83182341
2.333333333333333,0.004898463210623585,569.5714285714287,5058.609759058912,9.660651295076983,11.084831740051639,1661939758970.808,1949.0597177827844,10604.0,2262920.279979099
2.5,0.00470763831015546,565.5714285714287,5419.224741848834,9.842723935945319,11.332287750527982,1631997373235.718,1986.76783154494,10600.0,2407212.9173733736
2.6666666666666665,0.004466970307016578,561.5714285714287,5779.839724638756,9.96891490030138,11.387378241942384,1604947070684.582,2004.2576371529256,10596.0,2549239.744006233
2.833333333333333,0.004255286537694136,557.5714285714287,6140.454707428678,10.030490371647659,11.442468733356787,1577896768133.4463,1994.8946828412722,10592.0,2689000.7598776785
3.0,0.004019765649547394,553.5714285714287,6501.069690218601,10.068487586293577,11.361851388641908,1553125194118.2979,1978.4815194414496,10588.0,2826495.9649877097
3.1666666666666665,0.0037664243437210646,549.5714285714287,6861.684673008523,10.100354023509356,11.155114492820356,1528362028260.7507,1959.2799186613095,10584.0,2961725.359336326
3.333333333333333,0.003537795816937892,545.5714285714287,7222.299655798445,10.129728356404426,10.948377596998805,1503107924399.439,1938.1296177805725,10580.0,3094688.942923528
3.5,0.003314006439815759,541.5714285714287,7582.914638588368,10.121281399811508,10.688952346889433,1475047487145.5645,1898.7774120262584,10576.0,3225386.715749316
3.6666666666666665,0.003102150531572192,537.5714285714287,7943.529621378289,10.105498893042437,10.404050394176481,1446987049891.6897,1856.8516904985947,10572.0,3353818.6778136888
3.833333333333333,0.002907813952749948,533.5714285714287,8304.144604168212,10.100689005583462,10.119148441463532,1419513437475.0212,1819.8624440109147,10568.0,3479984.8291166476
4.0,0.0027415967203334407,529.5714285714287,8664.759586958135,10.130750623563754,9.880399761593225,1393402196753.5059,1797.0360778677077,10564.0,3603885.169658192
4.166666666666666,0.0025905269850208393,525.5714285714287,9025.374569748055,10.169185975359586,9.6510593146217,1367290956031.9905,1776.7665777197064,10560.0,3725519.6994383214
4.333333333333333,0.002450453132117454,521.5714285714287,9385.989552537978,10.199618712310178,9.421718867650172,1342392376280.967,1754.8678052437115,10556.0,3844888.4184570373
4.5,0.0023473056026735257,517.5714285714287,9746.6045353279,10.226409037687066,9.300004438940482,1318956484629.0244,1733.300419986104,10552.0,3961991.3267143383
