Time_hours,IWC_g_per_m3,Depth_m,Width_m,Effective_radius_um,Ice_mass,Ice_number,Ice_surface_area,Mean_altitude_m,Area_m2
0.0,0.04710986315520102,100.0,10.0,1.792200824986836,0.037,4905630000000.0,198.0,10600.0,785.3981633974482
0.16666666666666666,0.003390107135519903,131.875,425.2630036397348,1.8576514466049854,0.1493218560356608,4771984860759.841,206.93053127907552,10598.0,44046.353128825525
0.3333333333333333,0.00242040452535495,163.75,840.5260072794696,1.992314261799964,0.26164371207132164,4638339721519.681,231.3530861207778,10596.0,108099.16661883278
0.5,0.002056339958356365,195.625,1255.7890109192044,2.366469373472969,0.3967581251005624,4489042543064.833,315.9021292598529,10594.0,192943.8386334192
0.6666666666666666,0.0022503157449470478,227.5,1671.0520145589392,2.6469829690344446,0.6719001058811697,4245098491375.3125,373.7550938096832,10592.0,298580.3691725848
0.8333333333333333,0.0017658987023400088,259.375,2086.315018198674,2.91985573134368,0.7505224146526728,4001154439685.792,428.6522993827455,10590.0,425008.7582363295
1.0,0.0017959151883948652,291.25,2501.578021838409,3.212224398670054,1.0276747628005891,3792446193896.5146,491.73173371345456,10588.0,572229.0058246535
1.1666666666666665,0.0016892186807848342,323.125,2916.8410254781434,3.466182042341141,1.250429114569858,3654584290282.089,551.744197146081,10586.0,740241.1119375565
1.3333333333333333,0.0015736971560923593,355.0,3332.1040291178783,3.7097525248486156,1.4620355948877468,3516722386667.663,608.170036804029,10584.0,929045.0765750388
1.5,0.0015524233830568096,386.875,3747.3670327576133,3.962562918557065,1.767652757656719,3389803533126.007,668.8425987321697,10582.0,1138640.8997371003
1.6666666666666665,0.0015094570735834935,418.75,4162.630036397348,4.176341589709544,2.0664898761680415,3284605032956.964,719.9001027938588,10580.0,1369028.5814237408
1.8333333333333333,0.0014209358596112935,450.625,4577.893040037083,4.363655595623727,2.302211820064572,3179406532787.9214,760.7536596196499,10578.0,1620208.1216349606
2.0,0.0013412753581984716,482.5,4993.156043676818,4.593023292231799,2.5379337639611026,3087334340364.34,818.4233558884085,10576.0,1892179.5203707595
2.1666666666666665,0.0012614338414724518,514.375,5408.419047316552,4.801201662140614,2.7561607613847343,3021906188271.2905,875.3423265106155,10574.0,2184942.777631137
2.333333333333333,0.0011860717289374693,546.25,5823.682050956287,5.0068200259239815,2.963397716190652,2956478036178.2407,931.3130179213181,10572.0,2498497.8934160946
2.5,0.0011192404875817064,578.125,6238.945054596023,5.173853269249237,3.1706346709965705,2901006467724.4067,975.8295568866926,10570.0,2832844.8677256317
2.6666666666666665,0.0010987289738739734,576.125,6654.208058235757,5.2984733817578125,3.308213698102053,2858928721542.8223,1008.5603647048271,10568.0,3010946.081122925
2.833333333333333,0.001073081479505345,574.125,7069.471061875491,5.3957272409289985,3.4207076606518987,2816850975361.2383,1030.5306234330344,10566.0,3187742.707318676
3.0,0.001050536727201452,572.125,7484.734065515227,5.505637852863291,3.5332016232017445,2777610784203.512,1057.9952732393713,10564.0,3363234.7463128855
3.1666666666666665,0.001030078889488607,570.125,7899.997069154961,5.588958634097181,3.6438239294769144,2741453229360.529,1076.0679264146484,10562.0,3537422.1981055522
3.333333333333333,0.0010110718053051673,568.125,8315.260072794696,5.651674178085731,3.7513848379736308,2705295674517.546,1085.8404765962334,10560.0,3710305.0626966767
3.5,0.0009940911172216212,566.125,8730.52307643443,5.709558313842129,3.858945746470348,2666987232633.9805,1092.5039550786105,10558.0,3881883.34008626
3.6666666666666665,0.0009671786525639487,564.125,9145.786080074166,5.772165046680157,3.9191597765182293,2625443045736.1694,1099.2010589480076,10556.0,4052157.0302743
3.833333333333333,0.000937313384155165,562.125,9561.0490837139,5.835097919017243,3.956518020912484,2583898858838.3584,1105.5257489002533,10554.0,4221126.133260798
4.0,0.0009100174933555148,560.125,9976.312087353635,5.88221776553137,3.993876265306739,2542523648496.3647,1105.4631072878349,10552.0,4388790.649045753
4.166666666666666,0.0008849838092068392,558.125,10391.575090993369,5.924850585874599,4.031234509700994,2505923352709.466,1105.4004679550217,10550.0,4555150.577629167
4.333333333333333,0.0008598436568727465,556.125,10806.838094633104,5.9684290240060625,4.058639118594834,2469323056922.5664,1105.3378308152496,10548.0,4720205.919011038
4.5,0.000825889173061653,554.125,11222.10109827284,6.012397610297104,4.03360693809096,2433200980508.46,1105.275199256051,10546.0,4883956.673191368
4.666666666666666,0.0007943429972887234,552.125,11637.364101912573,6.053022534310147,4.008574757587087,2400513646385.2563,1105.212570821434,10544.0,5046402.840170154
4.833333333333333,0.0007523855227122985,550.125,12052.627105552308,6.094486991305639,3.918081030449637,2367826312262.0522,1105.1499451103334,10542.0,5207544.419947399
5.0,0.0007016474469898759,548.125,12467.890109192045,6.135341969584849,3.7660094651177483,2336264411921.607,1105.0873242745693,10540.0,5367381.412523102
5.166666666666666,0.0006539982379169726,546.125,12883.153112831778,6.1725986042017915,3.61393789978586,2308016238988.718,1105.024706247193,10538.0,5525913.817897262
5.333333333333333,0.0006490652209235549,544.125,13298.416116471513,6.21054665339853,3.6887295815555503,2279768066055.8286,1104.9620907456747,10536.0,5683141.63606988
5.5,0.0006516468198898567,542.125,13713.679120111248,6.243624282044903,3.8050080517378286,2255548615133.7666,1104.8994806335968,10534.0,5839064.867040956
5.666666666666666,0.0006542364999499038,540.125,14128.942123750981,6.292910963828765,3.921286521920106,2232937386191.6567,1111.1604495223048,10532.0,5993683.51081049
5.833333333333333,0.0006484383684871396,538.125,14544.205127390718,6.3504897536661975,3.985949073685318,2210326157249.5464,1120.1285271300699,10530.0,6146997.567378482
6.0,0.0006341187839569044,536.125,14959.468131030453,6.383433501952468,3.9943186822766794,2187446883775.836,1120.0650571325973,10528.0,6299007.036744931
6.166666666666666,0.0006197970797713558,534.125,15374.731134670186,6.427001724386163,3.9975126127068243,2164080789062.5334,1123.2782713352171,10526.0,6449711.918909837
6.333333333333333,0.0006055748832031427,532.125,15789.994138309921,6.480944931069953,3.9962566081606967,2140714694349.2307,1129.8804859189133,10524.0,6599112.213873202
6.5,0.0005920968569539023,530.125,16205.257141949658,6.556805148580236,3.9950006036145695,2120612545317.7341,1145.6261999129886,10522.0,6747207.921635025
6.666666666666666,0.0005793073910547986,528.125,16620.52014558939,6.618133917265185,3.993744599068442,2102015038091.936,1156.9217230400832,10520.0,6893999.042195304
6.833333333333333,0.0005672872414608216,526.125,17035.783149229126,6.669864702693821,3.9934103534592964,2083417530866.1377,1164.6821470184836,10518.0,7039485.575554042
7.0,0.0005686399954023102,524.125,17451.04615286886,6.704248547436161,4.084920666517603,2065167144155.858,1166.4133335738707,10516.0,7183667.521711239
7.166666666666666,0.0005700410012633067,522.125,17866.309156508596,6.75075011046447,4.176430979575909,2047049768862.5173,1172.2750487199153,10514.0,7326544.880666892
7.333333333333333,0.0005699979305647109,520.125,18281.57216014833,6.796455410536194,4.256811607093758,2028932393569.1765,1177.6861710437227,10512.0,7468117.652421003
7.5,0.0005624711623001396,518.125,18696.835163788066,6.820363281861859,4.279497624950445,2008773129056.0305,1174.2023926126592,10510.0,7608385.836973572
7.666666666666666,0.0005553103908991539,516.125,19112.0981674278,6.840254745141682,4.302183642807133,1987974244103.279,1168.8327207541538,10508.0,7747349.4343246
7.833333333333333,0.0005483464616825357,514.125,19527.361171067536,6.868920779623897,4.323716480864279,1967175359150.5276,1166.3184516522554,10506.0,7885008.444474084
8.0,0.0005413971819915875,512.125,19942.62417470727,6.927158138578916,4.342743252154245,1947602523708.4634,1174.3771386654319,10504.0,8021362.867422027
8.166666666666666,0.0005347657336845944,510.125,20357.887178347006,6.956249744374152,4.36177002344421,1929549666780.3127,1173.284541352466,10502.0,8156412.703168427
8.333333333333332,0.0005267465580614238,508.125,20773.150181986737,6.963120048902295,4.366812166850516,1911496809852.1619,1164.6043246086813,10500.0,8290157.951713284
8.5,0.0005171799782752863,506.125,21188.413185626476,6.972030705902632,4.3559993677220685,1892403243654.2097,1155.9241078648963,10498.0,8422598.6130566
