Time_hours,IWC_g_per_m3,Depth_m,Width_m,Effective_radius_um,Ice_mass,Ice_number,Ice_surface_area,Mean_altitude_m,Area_m2
0.0,0.5744856825845054,100.0,10.0,5.8,0.4512,1788210000000.0,856.0,10690.0,785.3981633974482
0.16666666666666666,0.054521079181682114,142.5,390.90985141763974,6.439542734952625,2.3853153592732026,1775390285798.368,925.126143414185,10685.416666666666,43750.33280842717
0.3333333333333333,0.03851669741699172,185.0,771.8197028352795,7.178280416190987,4.319430718546405,1762570571596.7358,1141.2595108116022,10680.833333333334,112144.36875994668
0.5,0.03429061165559673,227.5,1152.7295542529193,8.364223781256207,7.06275176253351,1737061433532.2869,1527.0860885809966,10676.25,205967.50601795595
0.6666666666666666,0.03272216859149817,270.0,1533.639405670559,9.390743374464428,10.641895311511066,1698162989987.6003,1881.8125995872836,10671.666666666666,325219.74458245496
0.8333333333333333,0.03091811409026268,312.5,1914.5492570881988,10.187190955666448,14.528455340269737,1659264546442.9138,2163.8222538120267,10667.083333333334,469901.0844534439
1.0,0.025673067105147326,355.0,2295.4591085058387,10.845266947101488,16.431058845590393,1623277786547.2788,2399.221770754883,10662.5,640011.5256309225
1.1666666666666665,0.02175964738104721,397.49999999999994,2676.368959923478,11.28974854233761,18.181296611037382,1588941257624.273,2544.915900215806,10657.916666666666,835551.0681148907
1.3333333333333333,0.018311903389918335,440.0,3057.278811341118,11.735912382273582,19.3468868939551,1554604728701.267,2690.610029676729,10653.333333333334,1056519.711905349
1.5,0.015433873346722918,482.5,3438.1886627587583,12.071083303948878,20.10906301260776,1522273427308.5144,2787.2903801897114,10648.75,1302917.4570022973
1.6666666666666665,0.01325373210502919,525.0,3819.0985141763977,12.340329243456361,20.871239131260413,1490474791541.5461,2852.16853512257,10644.166666666666,1574744.3034057347
1.8333333333333333,0.011314321394228529,567.5,4200.008365594037,12.615187813532083,21.180412491199117,1458676155774.5776,2917.0466900554284,10639.583333333334,1872000.2511156623
2.0,0.010532833459194629,562.9166666666666,4580.918217011677,12.892436741519349,21.332008321698925,1424680990284.3582,2975.6695658639787,10635.0,2025286.7762830872
2.1666666666666665,0.009873746936998253,558.3333333333333,4961.828068429317,13.175603111633016,21.483604152198733,1390550620282.016,3033.3663642522224,10630.416666666666,2175830.947388047
2.333333333333333,0.009378546979301312,553.7499999999999,5342.737919846956,13.451650704825724,21.79229904385562,1356836130042.6658,3085.1452674549078,10625.833333333334,2323632.7644305425
2.5,0.008959962877855528,549.1666666666665,5723.6477712645965,13.632195885514125,22.119390714449214,1327152954542.9724,3099.200472577035,10621.25,2468692.2274105735
2.6666666666666665,0.008587478100916172,544.5833333333331,6104.557622682236,13.818478947789716,22.421985497005565,1297469779043.279,3113.2556776991614,10616.666666666666,2611009.3363281395
2.833333333333333,0.00808378109286768,539.9999999999998,6485.467474099875,13.971126446947547,22.235119670649716,1267839892813.6594,3109.7416815426627,10612.083333333334,2750584.091183241
3.0,0.007635979743679477,535.4166666666664,6866.3773255175165,14.06835319584831,22.048253844293864,1238374014003.0588,3079.8914607859474,10607.5,2887416.491975879
3.1666666666666665,0.007230339046551524,530.833333333333,7247.287176935156,14.169602854649252,21.846516706217106,1208908135192.4583,3050.041240029233,10602.916666666666,3021506.538706051
3.333333333333333,0.006846554568069333,526.2499999999997,7628.197028352795,14.272262341575727,21.586188540268733,1178713356766.9802,3017.1083039070495,10598.333333333334,3152854.2313737585
3.5,0.006498894750806522,521.6666666666663,8009.106879770436,14.382721406634055,21.325860374320364,1147410447833.579,2982.6204549409554,10593.75,3281459.5699790022
3.6666666666666665,0.006145981475110611,517.0833333333329,8390.016731188074,14.49846279728375,20.941341299817427,1116107538900.178,2948.1326059748617,10589.166666666666,3407322.5545217805
3.833333333333333,0.005759528357884562,512.4999999999995,8770.926582605714,14.522431042272514,20.33368763991986,1083628741873.858,2871.8133955451976,10584.583333333334,3530443.1850020946
4.0,0.005403176843479516,507.9166666666662,9151.836434023355,14.5462666780029,19.72603398002229,1050179582984.7263,2792.310546403859,10580.0,3650821.461419944
4.166666666666666,0.005099595215982172,500.4166666666662,9532.746285440993,14.574682982088964,19.106246939044674,1016730424095.5948,2713.945417112455,10572.5,3746620.2962865643
4.333333333333333,0.004813792746696263,492.9166666666662,9913.656136858634,14.616022690505199,18.475007503884363,983557598049.5366,2640.31212550342,10565.0,3837931.642687334
4.5,0.004546466159712369,485.4166666666662,10294.565988276274,14.659198936229624,17.84376806872405,950504104673.3225,2566.6788338943843,10557.5,3924755.5006222525
4.666666666666666,0.004337814024292224,477.9166666666662,10675.475839693912,14.730220789588072,17.38201931070948,917450611297.1085,2501.4870718946563,10550.0,4007091.8700913195
4.833333333333333,0.004162387513336291,470.4166666666662,11056.385691111553,14.838361280252935,17.003106375074466,884169091953.372,2446.269307569602,10542.5,4084940.751094536
5.0,0.003997832015381096,462.9166666666662,11437.295542529193,14.954442816700041,16.624193439439452,850846878642.2533,2391.051543244548,10535.0,4158302.1436319007
5.166666666666666,0.003864458669554532,455.4166666666662,11818.205393946831,15.079524357213414,16.335747125280726,817524665331.135,2336.0019776413596,10527.5,4227176.047703415
5.333333333333333,0.0037436520369892694,447.9166666666662,12199.115245364472,15.219043330411075,16.066116557633716,783712429644.7242,2281.0168694355502,10520.0,4291562.463309078
