Contrail_Age_hours,EF_J_m
0.0,-256787.75326921136
0.1666666666666666,-470379.21005226136
0.3333333333333333,-720560.8517811005
0.5,-1093036.7120712758
0.6666666666666666,-1609227.3725891565
0.8333333333333333,-2296002.508283021
1.0,-3164378.142898348
1.1666666666666663,-4245567.058062794
1.3333333333333333,-5571194.644543513
1.5,-7145650.475406684
1.6666666666666663,-8986335.904076288
1.8333333333333333,-11137688.79238756
2.0,-13633243.981163366
2.1666666666666665,-16486442.833729602
2.333333333333333,-19711378.146112915
2.5,-23312015.87494823
2.6666666666666665,-27292316.709621187
2.833333333333333,-31637429.62516202
3.0,-36308960.82453616
3.1666666666666665,-41252741.29527895
3.333333333333333,-46426274.76842514
3.5,-51821014.52245058
3.6666666666666665,-57437331.50802324
3.833333333333333,-63149342.08703267
4.0,-68774066.12367593
4.166666666666666,-74272956.21854717
4.333333333333333,-79667436.86197898
4.5,-84964147.35639271
4.666666666666666,-90158196.76907627
4.833333333333333,-95240012.53907506
5.0,-100187759.33811289
5.166666666666666,-105010748.37621444
5.333333333333333,-109745503.66786931
5.5,-114405425.09097545
5.666666666666666,-118942728.70298943
5.833333333333333,-123292777.93957025
6.0,-127451437.35363437
6.166666666666666,-131524253.56103268
6.333333333333333,-135616191.257801
6.5,-139801146.35834724
6.666666666666666,-144133684.2964484
6.833333333333333,-148520844.4494467
7.0,-152865826.15905038
7.166666666666666,-157079102.00240144
7.333333333333333,-160972914.35286394
7.5,-164468450.213574
7.666666666666666,-167625289.20830688
7.833333333333333,-170521196.41338736
8.0,-173188664.56239653
8.166666666666666,-175631817.5490788
8.333333333333332,-177853473.78478348
8.5,-179854980.44363973
8.666666666666666,-181665965.2151789
8.833333333333332,-183333766.85718933
9.0,-184883767.4995955
9.166666666666666,-186304608.28888512
9.333333333333332,-187599263.2230097
9.5,-188777873.5247293
9.666666666666666,-189827897.97564194
9.833333333333332,-190721739.48934975
10.0,-191445601.8466275
10.166666666666666,-191999301.4599484
10.333333333333332,-192399449.83683813
10.5,-192671494.6979818
10.666666666666666,-192828401.01799315
10.833333333333332,-192920895.03408334
11.0,-192989450.40957367
11.166666666666666,-192984068.57173014
11.333333333333332,-192853477.38847297
11.5,-192603091.0202334
11.666666666666666,-192243014.04552156
11.833333333333332,-191807535.59217468
12.0,-191344874.76577786
12.166666666666666,-190836483.00736302
12.333333333333332,-190277675.01959044
12.5,-189711142.07251117
12.666666666666666,-189091547.537753
12.833333333333332,-188362368.40714797
13.0,-187531120.3755252
13.166666666666666,-186606177.1113812
13.333333333333332,-185589429.75927836
13.5,-184521667.0046136
13.666666666666666,-183450735.47740602
13.833333333333332,-182362107.69810992
14.0,-181210378.32454428
14.166666666666666,-179989181.63092658
14.333333333333332,-178744094.23454162
14.5,-177483409.32370132
14.666666666666666,-176187174.14461967
14.833333333333332,-174862534.24053383
15.0,-173535588.6583109
15.166666666666666,-172208266.05909503
15.333333333333332,-170861193.03191513
15.5,-169515831.4838958
15.666666666666666,-168201777.87407714
15.833333333333332,-166906633.4591605
16.0,-165604706.46091402
16.166666666666664,-164288436.54949751
16.333333333333332,-162978712.6085757
16.5,-161659632.96239892
16.666666666666664,-160359298.35445032
16.833333333333332,-159144772.65980807
17.0,-157988133.5285222
17.166666666666664,-156857470.65288174
17.333333333333332,-155756014.6538369
17.5,-154669176.85600048
17.666666666666664,-153588942.7445061
17.833333333333332,-152525890.82954562
18.0,-151489113.64201197
18.166666666666664,-150472063.78181934
18.33333333333333,-149457246.77456295
18.5,-148431338.11434874
18.666666666666664,-147380191.6080388
18.83333333333333,-146296090.06627724
19.0,-145174536.72141284
19.166666666666664,-144019432.77390033
19.33333333333333,-142838668.25480697
19.5,-141623775.32531437
19.666666666666664,-140363716.9045714
