Effective Radius [µm], Depth [m], IWC [g/m³], SW RF [W/m²]
1.299170e+01,2.649518e+02,1.834109e-03,-5.561000e+00
1.299170e+01,2.457262e+02,1.977610e-03,-5.582300e+00
1.299170e+01,2.219328e+02,2.189629e-03,-5.601800e+00
1.299170e+01,1.918799e+02,2.532577e-03,-5.642100e+00
1.299170e+01,1.518965e+02,3.199221e-03,-5.717000e+00
1.299170e+01,8.954396e+01,5.426950e-03,-5.988500e+00
1.406422e+01,1.011975e+02,5.370275e-03,-6.041200e+00
1.406422e+01,1.716649e+02,3.165811e-03,-5.837200e+00
1.406422e+01,2.168519e+02,2.506128e-03,-5.762200e+00
1.406422e+01,2.508160e+02,2.166763e-03,-5.727300e+00
1.406422e+01,2.777059e+02,1.956957e-03,-5.707300e+00
1.406422e+01,2.994336e+02,1.814955e-03,-5.678600e+00
1.406422e+01,3.170622e+02,1.714044e-03,-5.674900e+00
1.406422e+01,3.312467e+02,1.640646e-03,-5.664200e+00
1.406422e+01,3.424155e+02,1.587132e-03,-5.655900e+00
1.406422e+01,3.508566e+02,1.548948e-03,-5.660900e+00
1.406422e+01,3.567637e+02,1.523302e-03,-5.659500e+00
1.406422e+01,3.602614e+02,1.508512e-03,-5.650300e+00
1.406422e+01,3.614198e+02,1.503677e-03,-5.647400e+00
1.406422e+01,3.602614e+02,1.508512e-03,-5.650300e+00
1.406422e+01,3.567637e+02,1.523302e-03,-5.659500e+00
1.406422e+01,3.508566e+02,1.548948e-03,-5.660900e+00
1.406422e+01,3.424155e+02,1.587132e-03,-5.655900e+00
1.406422e+01,3.312467e+02,1.640646e-03,-5.664200e+00
1.406422e+01,3.170622e+02,1.714044e-03,-5.674900e+00
1.406422e+01,2.994336e+02,1.814955e-03,-5.678600e+00
1.406422e+01,2.777059e+02,1.956957e-03,-5.707300e+00
1.406422e+01,2.508160e+02,2.166763e-03,-5.727300e+00
1.406422e+01,2.168519e+02,2.506128e-03,-5.762200e+00
1.406422e+01,1.716649e+02,3.165811e-03,-5.837200e+00
1.406422e+01,1.011975e+02,5.370275e-03,-6.041200e+00
1.520377e+01,1.144756e+02,5.305558e-03,-6.084300e+00
1.520377e+01,1.941890e+02,3.127660e-03,-5.898600e+00
1.520377e+01,2.453049e+02,2.475927e-03,-5.835500e+00
1.520377e+01,2.837254e+02,2.140651e-03,-5.816100e+00
1.520377e+01,3.141436e+02,1.933374e-03,-5.788300e+00
1.520377e+01,3.387222e+02,1.793083e-03,-5.782000e+00
1.520377e+01,3.586638e+02,1.693388e-03,-5.773000e+00
1.520377e+01,3.747095e+02,1.620875e-03,-5.765100e+00
1.520377e+01,3.873437e+02,1.568006e-03,-5.750600e+00
1.520377e+01,3.968923e+02,1.530282e-03,-5.753400e+00
1.520377e+01,4.035744e+02,1.504944e-03,-5.755300e+00
1.520377e+01,4.075312e+02,1.490333e-03,-5.754400e+00
1.520377e+01,4.088415e+02,1.485556e-03,-5.749700e+00
1.520377e+01,4.075312e+02,1.490333e-03,-5.754400e+00
1.520377e+01,4.035744e+02,1.504944e-03,-5.755300e+00
1.520377e+01,3.968923e+02,1.530282e-03,-5.753400e+00
1.520377e+01,3.873437e+02,1.568006e-03,-5.750600e+00
1.520377e+01,3.747095e+02,1.620875e-03,-5.765100e+00
1.520377e+01,3.586638e+02,1.693388e-03,-5.773000e+00
1.520377e+01,3.387222e+02,1.793083e-03,-5.782000e+00
1.520377e+01,3.141436e+02,1.933374e-03,-5.788300e+00
1.520377e+01,2.837254e+02,2.140651e-03,-5.816100e+00
1.520377e+01,2.453049e+02,2.475927e-03,-5.835500e+00
1.520377e+01,1.941890e+02,3.127660e-03,-5.898600e+00
1.520377e+01,1.144756e+02,5.305558e-03,-6.084300e+00
1.641370e+01,1.295896e+02,5.231195e-03,-6.338100e+00
1.641370e+01,2.198274e+02,3.083822e-03,-6.135800e+00
1.641370e+01,2.776921e+02,2.441224e-03,-6.080700e+00
1.641370e+01,3.211852e+02,2.110647e-03,-6.041200e+00
1.641370e+01,3.556194e+02,1.906276e-03,-6.032400e+00
1.641370e+01,3.834431e+02,1.767951e-03,-6.006900e+00
1.641370e+01,4.060175e+02,1.669654e-03,-6.004400e+00
1.641370e+01,4.241817e+02,1.598156e-03,-5.995600e+00
1.641370e+01,4.384839e+02,1.546028e-03,-5.986900e+00
1.641370e+01,4.492933e+02,1.508833e-03,-5.986000e+00
1.641370e+01,4.568577e+02,1.483851e-03,-5.989400e+00
1.641370e+01,4.613368e+02,1.469444e-03,-5.981900e+00
1.641370e+01,4.628202e+02,1.464734e-03,-5.988100e+00
1.641370e+01,4.613368e+02,1.469444e-03,-5.981900e+00
1.641370e+01,4.568577e+02,1.483851e-03,-5.989400e+00
1.641370e+01,4.492933e+02,1.508833e-03,-5.986000e+00
1.641370e+01,4.384839e+02,1.546028e-03,-5.986900e+00
1.641370e+01,4.241817e+02,1.598156e-03,-5.995600e+00
1.641370e+01,4.060175e+02,1.669654e-03,-6.004400e+00
1.641370e+01,3.834431e+02,1.767951e-03,-6.006900e+00
1.641370e+01,3.556194e+02,1.906276e-03,-6.032400e+00
1.641370e+01,3.211852e+02,2.110647e-03,-6.041200e+00
1.641370e+01,2.776921e+02,2.441224e-03,-6.080700e+00
1.641370e+01,2.198274e+02,3.083822e-03,-6.135800e+00
1.641370e+01,1.295896e+02,5.231195e-03,-6.338100e+00
1.770001e+01,1.467628e+02,5.148877e-03,-6.477700e+00
1.770001e+01,2.489588e+02,3.035296e-03,-6.296900e+00
1.770001e+01,3.144917e+02,2.402809e-03,-6.234200e+00
1.770001e+01,3.637485e+02,2.077434e-03,-6.220700e+00
1.770001e+01,4.027459e+02,1.876279e-03,-6.203300e+00
1.770001e+01,4.342567e+02,1.740131e-03,-6.184400e+00
1.770001e+01,4.598227e+02,1.643380e-03,-6.182000e+00
1.770001e+01,4.803940e+02,1.573008e-03,-6.168700e+00
1.770001e+01,4.965916e+02,1.521700e-03,-6.174200e+00
1.770001e+01,5.088333e+02,1.485090e-03,-6.168000e+00
1.770001e+01,5.174002e+02,1.460501e-03,-6.159200e+00
1.770001e+01,5.224728e+02,1.446321e-03,-6.157100e+00
1.770001e+01,5.241528e+02,1.441686e-03,-6.160400e+00
1.770001e+01,5.224728e+02,1.446321e-03,-6.157100e+00
1.770001e+01,5.174002e+02,1.460501e-03,-6.159200e+00
1.770001e+01,5.088333e+02,1.485090e-03,-6.168000e+00
1.770001e+01,4.965916e+02,1.521700e-03,-6.174200e+00
1.770001e+01,4.803940e+02,1.573008e-03,-6.168700e+00
1.770001e+01,4.598227e+02,1.643380e-03,-6.182000e+00
1.770001e+01,4.342567e+02,1.740131e-03,-6.184400e+00
1.770001e+01,4.027459e+02,1.876279e-03,-6.203300e+00
1.770001e+01,3.637485e+02,2.077434e-03,-6.220700e+00
1.770001e+01,3.144917e+02,2.402809e-03,-6.234200e+00
1.770001e+01,2.489588e+02,3.035296e-03,-6.296900e+00
1.770001e+01,1.467628e+02,5.148877e-03,-6.477700e+00
1.906611e+01,1.662436e+02,5.057543e-03,-6.478900e+00
1.906611e+01,2.820048e+02,2.981454e-03,-6.333700e+00
1.906611e+01,3.562363e+02,2.360187e-03,-6.282800e+00
1.906611e+01,4.120313e+02,2.040584e-03,-6.261900e+00
1.906611e+01,4.562051e+02,1.842996e-03,-6.244400e+00
1.906611e+01,4.918986e+02,1.709263e-03,-6.237900e+00
1.906611e+01,5.208582e+02,1.614229e-03,-6.230800e+00
1.906611e+01,5.441600e+02,1.545105e-03,-6.221800e+00
1.906611e+01,5.625076e+02,1.494707e-03,-6.225000e+00
1.906611e+01,5.763743e+02,1.458747e-03,-6.212700e+00
1.906611e+01,5.860783e+02,1.434594e-03,-6.214000e+00
1.906611e+01,5.918243e+02,1.420666e-03,-6.215500e+00
1.906611e+01,5.937272e+02,1.416112e-03,-6.216100e+00
1.906611e+01,5.918243e+02,1.420666e-03,-6.215500e+00
1.906611e+01,5.860783e+02,1.434594e-03,-6.214000e+00
1.906611e+01,5.763743e+02,1.458747e-03,-6.212700e+00
1.906611e+01,5.625076e+02,1.494707e-03,-6.225000e+00
1.906611e+01,5.441600e+02,1.545105e-03,-6.221800e+00
1.906611e+01,5.208582e+02,1.614229e-03,-6.230800e+00
1.906611e+01,4.918986e+02,1.709263e-03,-6.237900e+00
1.906611e+01,4.562051e+02,1.842996e-03,-6.244400e+00
1.906611e+01,4.120313e+02,2.040584e-03,-6.261900e+00
1.906611e+01,3.562363e+02,2.360187e-03,-6.282800e+00
1.906611e+01,2.820048e+02,2.981454e-03,-6.333700e+00
1.906611e+01,1.662436e+02,5.057543e-03,-6.478900e+00
2.050528e+01,1.882731e+02,4.950315e-03,-6.467100e+00
2.050528e+01,3.193741e+02,2.918242e-03,-6.331600e+00
2.050528e+01,4.034423e+02,2.310147e-03,-6.290100e+00
2.050528e+01,4.666308e+02,1.997320e-03,-6.279700e+00
2.050528e+01,5.166582e+02,1.803922e-03,-6.265100e+00
2.050528e+01,5.570816e+02,1.673024e-03,-6.250700e+00
2.050528e+01,5.898787e+02,1.580004e-03,-6.246100e+00
2.050528e+01,6.162683e+02,1.512346e-03,-6.237200e+00
2.050528e+01,6.370472e+02,1.463017e-03,-6.235800e+00
2.050528e+01,6.527514e+02,1.427819e-03,-6.235900e+00
2.050528e+01,6.637412e+02,1.404178e-03,-6.234200e+00
2.050528e+01,6.702487e+02,1.390545e-03,-6.228500e+00
2.050528e+01,6.724038e+02,1.386088e-03,-6.226800e+00
2.050528e+01,6.702487e+02,1.390545e-03,-6.228500e+00
2.050528e+01,6.637412e+02,1.404178e-03,-6.234200e+00
2.050528e+01,6.527514e+02,1.427819e-03,-6.235900e+00
2.050528e+01,6.370472e+02,1.463017e-03,-6.235800e+00
2.050528e+01,6.162683e+02,1.512346e-03,-6.237200e+00
2.050528e+01,5.898787e+02,1.580004e-03,-6.246100e+00
2.050528e+01,5.570816e+02,1.673024e-03,-6.250700e+00
2.050528e+01,5.166582e+02,1.803922e-03,-6.265100e+00
2.050528e+01,4.666308e+02,1.997320e-03,-6.279700e+00
2.050528e+01,4.034423e+02,2.310147e-03,-6.290100e+00
2.050528e+01,3.193741e+02,2.918242e-03,-6.331600e+00
2.050528e+01,1.882731e+02,4.950315e-03,-6.467100e+00
2.202497e+01,2.130889e+02,4.832863e-03,-6.532700e+00
2.202497e+01,3.614700e+02,2.849003e-03,-6.403500e+00
2.202497e+01,4.566190e+02,2.255336e-03,-6.378700e+00
2.202497e+01,5.281362e+02,1.949931e-03,-6.352000e+00
2.202497e+01,5.847576e+02,1.761121e-03,-6.343500e+00
2.202497e+01,6.305091e+02,1.633330e-03,-6.337200e+00
2.202497e+01,6.676291e+02,1.542517e-03,-6.329600e+00
2.202497e+01,6.974970e+02,1.476464e-03,-6.317100e+00
2.202497e+01,7.210147e+02,1.428305e-03,-6.318000e+00
2.202497e+01,7.387889e+02,1.393942e-03,-6.317500e+00
2.202497e+01,7.512273e+02,1.370862e-03,-6.312200e+00
2.202497e+01,7.585924e+02,1.357553e-03,-6.316400e+00
2.202497e+01,7.610316e+02,1.353202e-03,-6.312500e+00
2.202497e+01,7.585924e+02,1.357553e-03,-6.316400e+00
2.202497e+01,7.512273e+02,1.370862e-03,-6.312200e+00
2.202497e+01,7.387889e+02,1.393942e-03,-6.317500e+00
2.202497e+01,7.210147e+02,1.428305e-03,-6.318000e+00
2.202497e+01,6.974970e+02,1.476464e-03,-6.317100e+00
2.202497e+01,6.676291e+02,1.542517e-03,-6.329600e+00
2.202497e+01,6.305091e+02,1.633330e-03,-6.337200e+00
2.202497e+01,5.847576e+02,1.761121e-03,-6.343500e+00
2.202497e+01,5.281362e+02,1.949931e-03,-6.352000e+00
2.202497e+01,4.566190e+02,2.255336e-03,-6.378700e+00
2.202497e+01,3.614700e+02,2.849003e-03,-6.403500e+00
2.202497e+01,2.130889e+02,4.832863e-03,-6.532700e+00
2.360887e+01,2.409358e+02,4.695423e-03,-6.576800e+00
2.360887e+01,4.087076e+02,2.767982e-03,-6.468200e+00
2.360887e+01,5.162909e+02,2.191197e-03,-6.425700e+00
2.360887e+01,5.971542e+02,1.894478e-03,-6.409400e+00
2.360887e+01,6.611750e+02,1.711038e-03,-6.397900e+00
2.360887e+01,7.129053e+02,1.586880e-03,-6.392500e+00
2.360887e+01,7.548762e+02,1.498650e-03,-6.386900e+00
2.360887e+01,7.886474e+02,1.434475e-03,-6.384300e+00
2.360887e+01,8.152384e+02,1.387686e-03,-6.376400e+00
2.360887e+01,8.353353e+02,1.354301e-03,-6.373300e+00
2.360887e+01,8.493992e+02,1.331877e-03,-6.371300e+00
2.360887e+01,8.577269e+02,1.318946e-03,-6.375300e+00
2.360887e+01,8.604848e+02,1.314718e-03,-6.369400e+00
2.360887e+01,8.577269e+02,1.318946e-03,-6.375300e+00
2.360887e+01,8.493992e+02,1.331877e-03,-6.371300e+00
2.360887e+01,8.353353e+02,1.354301e-03,-6.373300e+00
2.360887e+01,8.152384e+02,1.387686e-03,-6.376400e+00
2.360887e+01,7.886474e+02,1.434475e-03,-6.384300e+00
2.360887e+01,7.548762e+02,1.498650e-03,-6.386900e+00
2.360887e+01,7.129053e+02,1.586880e-03,-6.392500e+00
2.360887e+01,6.611750e+02,1.711038e-03,-6.397900e+00
2.360887e+01,5.971542e+02,1.894478e-03,-6.409400e+00
2.360887e+01,5.162909e+02,2.191197e-03,-6.425700e+00
2.360887e+01,4.087076e+02,2.767982e-03,-6.468200e+00
2.360887e+01,2.409358e+02,4.695423e-03,-6.576800e+00
2.525719e+01,2.720047e+02,4.542737e-03,-6.570000e+00
2.525719e+01,4.614110e+02,2.677972e-03,-6.464600e+00
2.525719e+01,5.828673e+02,2.119944e-03,-6.440600e+00
2.525719e+01,6.741580e+02,1.832873e-03,-6.421200e+00
2.525719e+01,7.464343e+02,1.655398e-03,-6.408500e+00
2.525719e+01,8.048354e+02,1.535278e-03,-6.405900e+00
2.525719e+01,8.522185e+02,1.449917e-03,-6.397400e+00
2.525719e+01,8.903445e+02,1.387829e-03,-6.392400e+00
2.525719e+01,9.203645e+02,1.342562e-03,-6.389200e+00
2.525719e+01,9.430529e+02,1.310262e-03,-6.389100e+00
2.525719e+01,9.589304e+02,1.288567e-03,-6.388300e+00
2.525719e+01,9.683319e+02,1.276056e-03,-6.384800e+00
2.525719e+01,9.714455e+02,1.271966e-03,-6.383800e+00
2.525719e+01,9.683319e+02,1.276056e-03,-6.384800e+00
2.525719e+01,9.589304e+02,1.288567e-03,-6.388300e+00
2.525719e+01,9.430529e+02,1.310262e-03,-6.389100e+00
2.525719e+01,9.203645e+02,1.342562e-03,-6.389200e+00
2.525719e+01,8.903445e+02,1.387829e-03,-6.392400e+00
2.525719e+01,8.522185e+02,1.449917e-03,-6.397400e+00
2.525719e+01,8.048354e+02,1.535278e-03,-6.405900e+00
2.525719e+01,7.464343e+02,1.655398e-03,-6.408500e+00
2.525719e+01,6.741580e+02,1.832873e-03,-6.421200e+00
2.525719e+01,5.828673e+02,2.119944e-03,-6.440600e+00
2.525719e+01,4.614110e+02,2.677972e-03,-6.464600e+00
2.525719e+01,2.720047e+02,4.542737e-03,-6.570000e+00
2.671291e+01,3.064448e+02,4.255550e-03,-6.450700e+00
2.671291e+01,5.198329e+02,2.508674e-03,-6.373500e+00
2.671291e+01,6.566674e+02,1.985923e-03,-6.346800e+00
2.671291e+01,7.595169e+02,1.717001e-03,-6.332700e+00
2.671291e+01,8.409446e+02,1.550746e-03,-6.319300e+00
2.671291e+01,9.067401e+02,1.438219e-03,-6.313500e+00
2.671291e+01,9.601227e+02,1.358255e-03,-6.305700e+00
2.671291e+01,1.003076e+03,1.300092e-03,-6.302000e+00
2.671291e+01,1.036897e+03,1.257686e-03,-6.300100e+00
2.671291e+01,1.062458e+03,1.227428e-03,-6.294700e+00
2.671291e+01,1.080346e+03,1.207105e-03,-6.293900e+00
2.671291e+01,1.090938e+03,1.195385e-03,-6.295400e+00
2.671291e+01,1.094446e+03,1.191554e-03,-6.292200e+00
2.671291e+01,1.090938e+03,1.195385e-03,-6.295400e+00
2.671291e+01,1.080346e+03,1.207105e-03,-6.293900e+00
2.671291e+01,1.062458e+03,1.227428e-03,-6.294700e+00
2.671291e+01,1.036897e+03,1.257686e-03,-6.300100e+00
2.671291e+01,1.003076e+03,1.300092e-03,-6.302000e+00
2.671291e+01,9.601227e+02,1.358255e-03,-6.305700e+00
2.671291e+01,9.067401e+02,1.438219e-03,-6.313500e+00
2.671291e+01,8.409446e+02,1.550746e-03,-6.319300e+00
2.671291e+01,7.595169e+02,1.717001e-03,-6.332700e+00
2.671291e+01,6.566674e+02,1.985923e-03,-6.346800e+00
2.671291e+01,5.198329e+02,2.508674e-03,-6.373500e+00
2.671291e+01,3.064448e+02,4.255550e-03,-6.450700e+00
2.226585e+01,3.101956e+02,2.191180e-03,-4.186600e+00
2.226585e+01,5.261955e+02,1.291715e-03,-4.131000e+00
2.226585e+01,6.647049e+02,1.022551e-03,-4.116400e+00
2.226585e+01,7.688132e+02,8.840826e-04,-4.106000e+00
2.226585e+01,8.512376e+02,7.984779e-04,-4.097500e+00
2.226585e+01,9.178384e+02,7.405382e-04,-4.094800e+00
2.226585e+01,9.718744e+02,6.993645e-04,-4.091200e+00
2.226585e+01,1.015353e+03,6.694166e-04,-4.086600e+00
2.226585e+01,1.049588e+03,6.475819e-04,-4.087700e+00
2.226585e+01,1.075462e+03,6.320020e-04,-4.083000e+00
2.226585e+01,1.093569e+03,6.215377e-04,-4.085400e+00
2.226585e+01,1.104291e+03,6.155032e-04,-4.082200e+00
2.226585e+01,1.107841e+03,6.135304e-04,-4.083700e+00
2.226585e+01,1.104291e+03,6.155032e-04,-4.082200e+00
2.226585e+01,1.093569e+03,6.215377e-04,-4.085400e+00
2.226585e+01,1.075462e+03,6.320020e-04,-4.083000e+00
2.226585e+01,1.049588e+03,6.475819e-04,-4.087700e+00
2.226585e+01,1.015353e+03,6.694166e-04,-4.086600e+00
2.226585e+01,9.718744e+02,6.993645e-04,-4.091200e+00
2.226585e+01,9.178384e+02,7.405382e-04,-4.094800e+00
2.226585e+01,8.512376e+02,7.984779e-04,-4.097500e+00
2.226585e+01,7.688132e+02,8.840826e-04,-4.106000e+00
2.226585e+01,6.647049e+02,1.022551e-03,-4.116400e+00
2.226585e+01,5.261955e+02,1.291715e-03,-4.131000e+00
2.226585e+01,3.101956e+02,2.191180e-03,-4.186600e+00
1.780594e+01,2.873405e+02,1.099598e-03,-2.593200e+00
1.780594e+01,4.874256e+02,6.482201e-04,-2.556400e+00
1.780594e+01,6.157296e+02,5.131458e-04,-2.548000e+00
1.780594e+01,7.121672e+02,4.436585e-04,-2.540100e+00
1.780594e+01,7.885186e+02,4.006996e-04,-2.538100e+00
1.780594e+01,8.502123e+02,3.716237e-04,-2.533100e+00
1.780594e+01,9.002669e+02,3.509615e-04,-2.530700e+00
1.780594e+01,9.405424e+02,3.359328e-04,-2.531100e+00
1.780594e+01,9.722550e+02,3.249755e-04,-2.528000e+00
1.780594e+01,9.962226e+02,3.171571e-04,-2.527200e+00
1.780594e+01,1.012995e+03,3.119058e-04,-2.527200e+00
1.780594e+01,1.022927e+03,3.088775e-04,-2.527000e+00
1.780594e+01,1.026216e+03,3.078875e-04,-2.526200e+00
1.780594e+01,1.022927e+03,3.088775e-04,-2.527000e+00
1.780594e+01,1.012995e+03,3.119058e-04,-2.527200e+00
1.780594e+01,9.962226e+02,3.171571e-04,-2.527200e+00
1.780594e+01,9.722550e+02,3.249755e-04,-2.528000e+00
1.780594e+01,9.405424e+02,3.359328e-04,-2.531100e+00
1.780594e+01,9.002669e+02,3.509615e-04,-2.530700e+00
1.780594e+01,8.502123e+02,3.716237e-04,-2.533100e+00
1.780594e+01,7.885186e+02,4.006996e-04,-2.538100e+00
1.780594e+01,7.121672e+02,4.436585e-04,-2.540100e+00
1.780594e+01,6.157296e+02,5.131458e-04,-2.548000e+00
1.780594e+01,4.874256e+02,6.482201e-04,-2.556400e+00
1.780594e+01,2.873405e+02,1.099598e-03,-2.593200e+00
1.113934e+01,2.665997e+02,2.658845e-04,-9.730000e-01
1.113934e+01,4.522423e+02,1.567406e-04,-9.560000e-01
1.113934e+01,5.712851e+02,1.240794e-04,-9.514000e-01
1.113934e+01,6.607618e+02,1.072773e-04,-9.497000e-01
1.113934e+01,7.316019e+02,9.688975e-05,-9.483000e-01
1.113934e+01,7.888425e+02,8.985917e-05,-9.469000e-01
1.113934e+01,8.352841e+02,8.486302e-05,-9.456000e-01
1.113934e+01,8.726524e+02,8.122905e-05,-9.457000e-01
1.113934e+01,9.020759e+02,7.857956e-05,-9.447000e-01
1.113934e+01,9.243135e+02,7.668906e-05,-9.441000e-01
1.113934e+01,9.398755e+02,7.541928e-05,-9.444000e-01
1.113934e+01,9.490901e+02,7.468704e-05,-9.440000e-01
1.113934e+01,9.521419e+02,7.444766e-05,-9.439000e-01
1.113934e+01,9.490901e+02,7.468704e-05,-9.440000e-01
1.113934e+01,9.398755e+02,7.541928e-05,-9.444000e-01
1.113934e+01,9.243135e+02,7.668906e-05,-9.441000e-01
1.113934e+01,9.020759e+02,7.857956e-05,-9.447000e-01
1.113934e+01,8.726524e+02,8.122905e-05,-9.457000e-01
1.113934e+01,8.352841e+02,8.486302e-05,-9.456000e-01
1.113934e+01,7.888425e+02,8.985917e-05,-9.469000e-01
1.113934e+01,7.316019e+02,9.688975e-05,-9.483000e-01
1.113934e+01,6.607618e+02,1.072773e-04,-9.497000e-01
1.113934e+01,5.712851e+02,1.240794e-04,-9.514000e-01
1.113934e+01,4.522423e+02,1.567406e-04,-9.560000e-01
1.113934e+01,2.665997e+02,2.658845e-04,-9.730000e-01
9.486440e-01,2.570460e+02,1.634684e-07,-1.300000e-03
9.486440e-01,4.360360e+02,9.636566e-08,-1.300000e-03
9.486440e-01,5.508128e+02,7.628526e-08,-1.300000e-03
9.486440e-01,6.370830e+02,6.595514e-08,-1.300000e-03
9.486440e-01,7.053845e+02,5.956878e-08,-1.300000e-03
9.486440e-01,7.605739e+02,5.524630e-08,-1.300000e-03
9.486440e-01,8.053512e+02,5.217463e-08,-1.300000e-03
9.486440e-01,8.413804e+02,4.994042e-08,-1.300000e-03
9.486440e-01,8.697495e+02,4.831149e-08,-1.300000e-03
9.486440e-01,8.911902e+02,4.714919e-08,-1.300000e-03
9.486440e-01,9.061945e+02,4.636852e-08,-1.300000e-03
9.486440e-01,9.150789e+02,4.591833e-08,-1.300000e-03
9.486440e-01,9.180213e+02,4.577115e-08,-1.300000e-03
9.486440e-01,9.150789e+02,4.591833e-08,-1.300000e-03
9.486440e-01,9.061945e+02,4.636852e-08,-1.300000e-03
9.486440e-01,8.911902e+02,4.714919e-08,-1.300000e-03
9.486440e-01,8.697495e+02,4.831149e-08,-1.300000e-03
9.486440e-01,8.413804e+02,4.994042e-08,-1.300000e-03
9.486440e-01,8.053512e+02,5.217463e-08,-1.300000e-03
9.486440e-01,7.605739e+02,5.524630e-08,-1.300000e-03
9.486440e-01,7.053845e+02,5.956878e-08,-1.300000e-03
9.486440e-01,6.370830e+02,6.595514e-08,-1.300000e-03
9.486440e-01,5.508128e+02,7.628526e-08,-1.300000e-03
9.486440e-01,4.360360e+02,9.636566e-08,-1.300000e-03
9.486440e-01,2.570460e+02,1.634684e-07,-1.300000e-03
9.159725e-01,2.879040e+01,9.379031e-04,-1.100300e+00
1.185055e+00,4.883815e+01,1.197332e-03,-2.127700e+00
1.366122e+00,6.169372e+01,1.452066e-03,-3.152400e+00
1.521836e+00,7.135640e+01,1.735517e-03,-4.243100e+00
1.662292e+00,7.900651e+01,2.042761e-03,-5.493100e+00
1.789822e+00,8.518798e+01,2.364881e-03,-6.794200e+00
1.904291e+00,9.020326e+01,2.689898e-03,-8.141300e+00
2.004611e+00,9.423871e+01,3.003441e-03,-9.460300e+00
2.089352e+00,9.741618e+01,3.289743e-03,-1.066680e+01
2.157058e+00,9.981764e+01,3.532943e-03,-1.178170e+01
2.206438e+00,1.014982e+02,3.718564e-03,-1.251680e+01
2.236489e+00,1.024933e+02,3.834980e-03,-1.302710e+01
2.246578e+00,1.028229e+02,3.874655e-03,-1.328040e+01
2.236489e+00,1.024933e+02,3.834980e-03,-1.302710e+01
2.206438e+00,1.014982e+02,3.718564e-03,-1.251680e+01
2.157058e+00,9.981764e+01,3.532943e-03,-1.178170e+01
2.089352e+00,9.741618e+01,3.289743e-03,-1.066680e+01
2.004611e+00,9.423871e+01,3.003441e-03,-9.460300e+00
1.904291e+00,9.020326e+01,2.689898e-03,-8.141300e+00
1.789822e+00,8.518798e+01,2.364881e-03,-6.794200e+00
1.662292e+00,7.900651e+01,2.042761e-03,-5.493100e+00
1.521836e+00,7.135640e+01,1.735517e-03,-4.243100e+00
1.366122e+00,6.169372e+01,1.452066e-03,-3.152400e+00
1.185055e+00,4.883815e+01,1.197332e-03,-2.127700e+00
9.159725e-01,2.879040e+01,9.379031e-04,-1.100300e+00
1.439327e+00,2.047528e+01,7.368098e-04,-6.645000e-01
1.861801e+00,3.473293e+01,9.400814e-04,-1.272700e+00
2.146242e+00,4.387561e+01,1.140040e-03,-1.853600e+00
2.390848e+00,5.074756e+01,1.362535e-03,-2.504400e+00
2.611480e+00,5.618819e+01,1.603697e-03,-3.191700e+00
2.811802e+00,6.058436e+01,1.856526e-03,-3.977800e+00
2.991606e+00,6.415115e+01,2.111620e-03,-4.718600e+00
3.149182e+00,6.702110e+01,2.357702e-03,-5.485400e+00
3.282287e+00,6.928087e+01,2.582399e-03,-6.167400e+00
3.388633e+00,7.098875e+01,2.773264e-03,-6.793700e+00
3.466194e+00,7.218393e+01,2.918940e-03,-7.240900e+00
3.513394e+00,7.289163e+01,3.010301e-03,-7.560100e+00
3.529240e+00,7.312601e+01,3.041438e-03,-7.638600e+00
3.513394e+00,7.289163e+01,3.010301e-03,-7.560100e+00
3.466194e+00,7.218393e+01,2.918940e-03,-7.240900e+00
3.388633e+00,7.098875e+01,2.773264e-03,-6.793700e+00
3.282287e+00,6.928087e+01,2.582399e-03,-6.167400e+00
3.149182e+00,6.702110e+01,2.357702e-03,-5.485400e+00
2.991606e+00,6.415115e+01,2.111620e-03,-4.718600e+00
2.811802e+00,6.058436e+01,1.856526e-03,-3.977800e+00
2.611480e+00,5.618819e+01,1.603697e-03,-3.191700e+00
2.390848e+00,5.074756e+01,1.362535e-03,-2.504400e+00
2.146242e+00,4.387561e+01,1.140040e-03,-1.853600e+00
1.861801e+00,3.473293e+01,9.400814e-04,-1.272700e+00
1.439327e+00,2.047528e+01,7.368098e-04,-6.645000e-01
1.871590e+00,2.253884e+01,7.071704e-04,-7.016000e-01
2.421350e+00,3.823341e+01,9.027203e-04,-1.303700e+00
2.791310e+00,4.829751e+01,1.094770e-03,-1.911900e+00
3.109466e+00,5.586203e+01,1.308471e-03,-2.602400e+00
3.396447e+00,6.185099e+01,1.540108e-03,-3.344200e+00
3.657015e+00,6.669022e+01,1.782960e-03,-4.143500e+00
3.890898e+00,7.061647e+01,2.027995e-03,-4.961300e+00
4.095871e+00,7.377567e+01,2.264379e-03,-5.748100e+00
4.269013e+00,7.626318e+01,2.480225e-03,-6.449300e+00
4.407350e+00,7.814319e+01,2.663575e-03,-7.090100e+00
4.508243e+00,7.945882e+01,2.803516e-03,-7.549500e+00
4.569642e+00,8.023785e+01,2.891283e-03,-7.874800e+00
4.590255e+00,8.049585e+01,2.921194e-03,-7.956700e+00
4.569642e+00,8.023785e+01,2.891283e-03,-7.874800e+00
4.508243e+00,7.945882e+01,2.803516e-03,-7.549500e+00
4.407350e+00,7.814319e+01,2.663575e-03,-7.090100e+00
4.269013e+00,7.626318e+01,2.480225e-03,-6.449300e+00
