Effective Radius [µm], Depth [m], IWC [g/m³], SW RF [W/m²]
6.900059e+00,1.265016e+02,2.181241e-03,-6.695200e+00
6.900059e+00,1.307669e+02,2.389166e-03,-7.550600e+00
6.900059e+00,1.339905e+02,2.565789e-03,-8.283900e+00
6.900059e+00,1.362464e+02,2.700596e-03,-8.842100e+00
6.900059e+00,1.375821e+02,2.785142e-03,-9.245200e+00
6.900059e+00,1.380245e+02,2.813956e-03,-9.341200e+00
6.900059e+00,1.375821e+02,2.785142e-03,-9.245200e+00
6.900059e+00,1.362464e+02,2.700596e-03,-8.842100e+00
6.900059e+00,1.339905e+02,2.565789e-03,-8.283900e+00
6.900059e+00,1.307669e+02,2.389166e-03,-7.550600e+00
6.900059e+00,1.265016e+02,2.181241e-03,-6.695200e+00
6.900059e+00,1.210846e+02,1.953531e-03,-5.730700e+00
6.900059e+00,1.143523e+02,1.717489e-03,-4.766200e+00
6.900059e+00,1.060546e+02,1.483550e-03,-3.849000e+00
6.900059e+00,9.578544e+01,1.260415e-03,-2.986200e+00
6.900059e+00,8.281471e+01,1.054560e-03,-2.190500e+00
6.900059e+00,6.555802e+01,8.695601e-04,-1.475000e+00
6.900059e+00,3.864687e+01,6.811527e-04,-7.444000e-01
7.668102e+00,4.364916e+01,6.773105e-04,-7.130000e-01
7.668102e+00,7.404358e+01,8.646560e-04,-1.416800e+00
7.668102e+00,9.353391e+01,1.048612e-03,-2.128600e+00
7.668102e+00,1.081835e+02,1.253307e-03,-2.888400e+00
7.668102e+00,1.197818e+02,1.475184e-03,-3.747700e+00
7.668102e+00,1.291536e+02,1.707803e-03,-4.641500e+00
7.668102e+00,1.367573e+02,1.942514e-03,-5.586100e+00
7.668102e+00,1.428754e+02,2.168940e-03,-6.494500e+00
7.668102e+00,1.476928e+02,2.375693e-03,-7.348700e+00
7.668102e+00,1.513336e+02,2.551320e-03,-8.043800e+00
7.668102e+00,1.538815e+02,2.685366e-03,-8.625800e+00
7.668102e+00,1.553902e+02,2.769436e-03,-8.951000e+00
7.668102e+00,1.558898e+02,2.798087e-03,-9.098800e+00
7.668102e+00,1.553902e+02,2.769436e-03,-8.951000e+00
7.668102e+00,1.538815e+02,2.685366e-03,-8.625800e+00
7.668102e+00,1.513336e+02,2.551320e-03,-8.043800e+00
7.668102e+00,1.476928e+02,2.375693e-03,-7.348700e+00
7.668102e+00,1.428754e+02,2.168940e-03,-6.494500e+00
7.668102e+00,1.367573e+02,1.942514e-03,-5.586100e+00
7.668102e+00,1.291536e+02,1.707803e-03,-4.641500e+00
7.668102e+00,1.197818e+02,1.475184e-03,-3.747700e+00
7.668102e+00,1.081835e+02,1.253307e-03,-2.888400e+00
7.668102e+00,9.353391e+01,1.048612e-03,-2.128600e+00
7.668102e+00,7.404358e+01,8.646560e-04,-1.416800e+00
7.668102e+00,4.364916e+01,6.773105e-04,-7.130000e-01
8.457334e+00,4.919994e+01,6.733123e-04,-7.104000e-01
8.457334e+00,8.345956e+01,8.595524e-04,-1.430300e+00
8.457334e+00,1.054284e+02,1.042423e-03,-2.146200e+00
8.457334e+00,1.219410e+02,1.245909e-03,-2.946100e+00
8.457334e+00,1.350143e+02,1.466477e-03,-3.811300e+00
8.457334e+00,1.455778e+02,1.697723e-03,-4.749500e+00
8.457334e+00,1.541484e+02,1.931049e-03,-5.681900e+00
8.457334e+00,1.610446e+02,2.156138e-03,-6.617600e+00
8.457334e+00,1.664746e+02,2.361671e-03,-7.462700e+00
8.457334e+00,1.705785e+02,2.536261e-03,-8.244200e+00
8.457334e+00,1.734503e+02,2.669516e-03,-8.774600e+00
8.457334e+00,1.751509e+02,2.753090e-03,-9.149100e+00
8.457334e+00,1.757141e+02,2.781572e-03,-9.294000e+00
8.457334e+00,1.751509e+02,2.753090e-03,-9.149100e+00
8.457334e+00,1.734503e+02,2.669516e-03,-8.774600e+00
8.457334e+00,1.705785e+02,2.536261e-03,-8.244200e+00
8.457334e+00,1.664746e+02,2.361671e-03,-7.462700e+00
8.457334e+00,1.610446e+02,2.156138e-03,-6.617600e+00
8.457334e+00,1.541484e+02,1.931049e-03,-5.681900e+00
8.457334e+00,1.455778e+02,1.697723e-03,-4.749500e+00
8.457334e+00,1.350143e+02,1.466477e-03,-3.811300e+00
8.457334e+00,1.219410e+02,1.245909e-03,-2.946100e+00
8.457334e+00,1.054284e+02,1.042423e-03,-2.146200e+00
8.457334e+00,8.345956e+01,8.595524e-04,-1.430300e+00
8.457334e+00,4.919994e+01,6.733123e-04,-7.104000e-01
9.276325e+00,5.541140e+01,6.690456e-04,-7.048000e-01
9.276325e+00,9.399627e+01,8.541058e-04,-1.440500e+00
9.276325e+00,1.187387e+02,1.035817e-03,-2.168100e+00
9.276325e+00,1.373360e+02,1.238015e-03,-2.954400e+00
9.276325e+00,1.520597e+02,1.457184e-03,-3.834400e+00
9.276325e+00,1.639569e+02,1.686965e-03,-4.770100e+00
9.276325e+00,1.736095e+02,1.918813e-03,-5.740000e+00
9.276325e+00,1.813764e+02,2.142476e-03,-6.655300e+00
9.276325e+00,1.874919e+02,2.346706e-03,-7.521000e+00
9.276325e+00,1.921139e+02,2.520190e-03,-8.283700e+00
9.276325e+00,1.953483e+02,2.652601e-03,-8.849800e+00
9.276325e+00,1.972636e+02,2.735645e-03,-9.216700e+00
9.276325e+00,1.978978e+02,2.763947e-03,-9.357300e+00
9.276325e+00,1.972636e+02,2.735645e-03,-9.216700e+00
9.276325e+00,1.953483e+02,2.652601e-03,-8.849800e+00
9.276325e+00,1.921139e+02,2.520190e-03,-8.283700e+00
9.276325e+00,1.874919e+02,2.346706e-03,-7.521000e+00
9.276325e+00,1.813764e+02,2.142476e-03,-6.655300e+00
9.276325e+00,1.736095e+02,1.918813e-03,-5.740000e+00
9.276325e+00,1.639569e+02,1.686965e-03,-4.770100e+00
9.276325e+00,1.520597e+02,1.457184e-03,-3.834400e+00
9.276325e+00,1.373360e+02,1.238015e-03,-2.954400e+00
9.276325e+00,1.187387e+02,1.035817e-03,-2.168100e+00
9.276325e+00,9.399627e+01,8.541058e-04,-1.440500e+00
9.276325e+00,5.541140e+01,6.690456e-04,-7.048000e-01
1.013246e+01,6.240759e+01,6.643673e-04,-6.961000e-01
1.013246e+01,1.058642e+02,8.481336e-04,-1.432500e+00
1.013246e+01,1.337305e+02,1.028575e-03,-2.157600e+00
1.013246e+01,1.546759e+02,1.229358e-03,-2.956300e+00
1.013246e+01,1.712587e+02,1.446995e-03,-3.818900e+00
1.013246e+01,1.846579e+02,1.675170e-03,-4.765200e+00
1.013246e+01,1.955293e+02,1.905396e-03,-5.728200e+00
1.013246e+01,2.042768e+02,2.127495e-03,-6.646400e+00
1.013246e+01,2.111644e+02,2.330297e-03,-7.520000e+00
1.013246e+01,2.163700e+02,2.502569e-03,-8.260200e+00
1.013246e+01,2.200128e+02,2.634054e-03,-8.849300e+00
1.013246e+01,2.221699e+02,2.716517e-03,-9.206300e+00
1.013246e+01,2.228842e+02,2.744621e-03,-9.341900e+00
1.013246e+01,2.221699e+02,2.716517e-03,-9.206300e+00
1.013246e+01,2.200128e+02,2.634054e-03,-8.849300e+00
1.013246e+01,2.163700e+02,2.502569e-03,-8.260200e+00
1.013246e+01,2.111644e+02,2.330297e-03,-7.520000e+00
1.013246e+01,2.042768e+02,2.127495e-03,-6.646400e+00
1.013246e+01,1.955293e+02,1.905396e-03,-5.728200e+00
1.013246e+01,1.846579e+02,1.675170e-03,-4.765200e+00
1.013246e+01,1.712587e+02,1.446995e-03,-3.818900e+00
1.013246e+01,1.546759e+02,1.229358e-03,-2.956300e+00
1.013246e+01,1.337305e+02,1.028575e-03,-2.157600e+00
1.013246e+01,1.058642e+02,8.481336e-04,-1.432500e+00
1.013246e+01,6.240759e+01,6.643673e-04,-6.961000e-01
1.103262e+01,7.032539e+01,6.591858e-04,-7.044000e-01
1.103262e+01,1.192954e+02,8.415190e-04,-1.450800e+00
1.103262e+01,1.506973e+02,1.020553e-03,-2.196900e+00
1.103262e+01,1.743000e+02,1.219770e-03,-3.002300e+00
1.103262e+01,1.929867e+02,1.435710e-03,-3.900500e+00
1.103262e+01,2.080860e+02,1.662105e-03,-4.851200e+00
1.103262e+01,2.203366e+02,1.890536e-03,-5.823900e+00
1.103262e+01,2.301939e+02,2.110903e-03,-6.787500e+00
1.103262e+01,2.379554e+02,2.312124e-03,-7.684200e+00
1.103262e+01,2.438214e+02,2.483051e-03,-8.453400e+00
1.103262e+01,2.479264e+02,2.613511e-03,-9.038800e+00
1.103262e+01,2.503571e+02,2.695331e-03,-9.394600e+00
1.103262e+01,2.511621e+02,2.723215e-03,-9.528500e+00
1.103262e+01,2.503571e+02,2.695331e-03,-9.394600e+00
1.103262e+01,2.479264e+02,2.613511e-03,-9.038800e+00
1.103262e+01,2.438214e+02,2.483051e-03,-8.453400e+00
1.103262e+01,2.379554e+02,2.312124e-03,-7.684200e+00
1.103262e+01,2.301939e+02,2.110903e-03,-6.787500e+00
1.103262e+01,2.203366e+02,1.890536e-03,-5.823900e+00
1.103262e+01,2.080860e+02,1.662105e-03,-4.851200e+00
1.103262e+01,1.929867e+02,1.435710e-03,-3.900500e+00
1.103262e+01,1.743000e+02,1.219770e-03,-3.002300e+00
1.103262e+01,1.506973e+02,1.020553e-03,-2.196900e+00
1.103262e+01,1.192954e+02,8.415190e-04,-1.450800e+00
1.103262e+01,7.032539e+01,6.591858e-04,-7.044000e-01
1.198306e+01,7.931558e+01,6.533985e-04,-7.035000e-01
1.198306e+01,1.345458e+02,8.341310e-04,-1.463900e+00
1.198306e+01,1.699620e+02,1.011593e-03,-2.204800e+00
1.198306e+01,1.965820e+02,1.209062e-03,-3.031800e+00
1.198306e+01,2.176575e+02,1.423105e-03,-3.932300e+00
1.198306e+01,2.346870e+02,1.647513e-03,-4.893700e+00
1.198306e+01,2.485038e+02,1.873938e-03,-5.886400e+00
1.198306e+01,2.596212e+02,2.092370e-03,-6.853700e+00
1.198306e+01,2.683749e+02,2.291825e-03,-7.731100e+00
1.198306e+01,2.749908e+02,2.461251e-03,-8.513000e+00
1.198306e+01,2.796206e+02,2.590566e-03,-9.118400e+00
1.198306e+01,2.823620e+02,2.671667e-03,-9.469300e+00
1.198306e+01,2.832699e+02,2.699307e-03,-9.600200e+00
1.198306e+01,2.823620e+02,2.671667e-03,-9.469300e+00
1.198306e+01,2.796206e+02,2.590566e-03,-9.118400e+00
1.198306e+01,2.749908e+02,2.461251e-03,-8.513000e+00
1.198306e+01,2.683749e+02,2.291825e-03,-7.731100e+00
1.198306e+01,2.596212e+02,2.092370e-03,-6.853700e+00
1.198306e+01,2.485038e+02,1.873938e-03,-5.886400e+00
1.198306e+01,2.346870e+02,1.647513e-03,-4.893700e+00
1.198306e+01,2.176575e+02,1.423105e-03,-3.932300e+00
1.198306e+01,1.965820e+02,1.209062e-03,-3.031800e+00
1.198306e+01,1.699620e+02,1.011593e-03,-2.204800e+00
1.198306e+01,1.345458e+02,8.341310e-04,-1.463900e+00
1.198306e+01,7.931558e+01,6.533985e-04,-7.035000e-01
1.299170e+01,8.954396e+01,6.472147e-04,-7.120000e-01
1.299170e+01,1.518965e+02,8.262368e-04,-1.473100e+00
1.299170e+01,1.918799e+02,1.002019e-03,-2.228500e+00
1.299170e+01,2.219328e+02,1.197619e-03,-3.060300e+00
1.299170e+01,2.457262e+02,1.409637e-03,-3.976400e+00
1.299170e+01,2.649518e+02,1.631921e-03,-4.946800e+00
1.299170e+01,2.805503e+02,1.856203e-03,-5.956000e+00
1.299170e+01,2.931014e+02,2.072568e-03,-6.926200e+00
1.299170e+01,3.029840e+02,2.270135e-03,-7.838400e+00
1.299170e+01,3.104530e+02,2.437958e-03,-8.607200e+00
1.299170e+01,3.156799e+02,2.566049e-03,-9.230100e+00
1.299170e+01,3.187749e+02,2.646383e-03,-9.607200e+00
1.299170e+01,3.197999e+02,2.673761e-03,-9.736200e+00
1.299170e+01,3.187749e+02,2.646383e-03,-9.607200e+00
1.299170e+01,3.156799e+02,2.566049e-03,-9.230100e+00
1.299170e+01,3.104530e+02,2.437958e-03,-8.607200e+00
1.299170e+01,3.029840e+02,2.270135e-03,-7.838400e+00
1.299170e+01,2.931014e+02,2.072568e-03,-6.926200e+00
1.299170e+01,2.805503e+02,1.856203e-03,-5.956000e+00
1.299170e+01,2.649518e+02,1.631921e-03,-4.946800e+00
1.299170e+01,2.457262e+02,1.409637e-03,-3.976400e+00
1.299170e+01,2.219328e+02,1.197619e-03,-3.060300e+00
1.299170e+01,1.918799e+02,1.002019e-03,-2.228500e+00
1.299170e+01,1.518965e+02,8.262368e-04,-1.473100e+00
1.299170e+01,8.954396e+01,6.472147e-04,-7.120000e-01
1.406422e+01,1.011975e+02,6.404558e-04,-7.183000e-01
1.406422e+01,1.716649e+02,8.176082e-04,-1.504200e+00
1.406422e+01,2.168519e+02,9.915549e-04,-2.276100e+00
1.406422e+01,2.508160e+02,1.185112e-03,-3.129100e+00
1.406422e+01,2.777059e+02,1.394916e-03,-4.065500e+00
1.406422e+01,2.994336e+02,1.614878e-03,-5.051500e+00
1.406422e+01,3.170622e+02,1.836818e-03,-6.082200e+00
1.406422e+01,3.312467e+02,2.050924e-03,-7.083500e+00
1.406422e+01,3.424155e+02,2.246427e-03,-8.010500e+00
1.406422e+01,3.508566e+02,2.412498e-03,-8.823600e+00
1.406422e+01,3.567637e+02,2.539251e-03,-9.442200e+00
1.406422e+01,3.602614e+02,2.618746e-03,-9.817800e+00
1.406422e+01,3.614198e+02,2.645838e-03,-9.946300e+00
1.406422e+01,3.602614e+02,2.618746e-03,-9.817800e+00
1.406422e+01,3.567637e+02,2.539251e-03,-9.442200e+00
1.406422e+01,3.508566e+02,2.412498e-03,-8.823600e+00
1.406422e+01,3.424155e+02,2.246427e-03,-8.010500e+00
1.406422e+01,3.312467e+02,2.050924e-03,-7.083500e+00
1.406422e+01,3.170622e+02,1.836818e-03,-6.082200e+00
1.406422e+01,2.994336e+02,1.614878e-03,-5.051500e+00
1.406422e+01,2.777059e+02,1.394916e-03,-4.065500e+00
1.406422e+01,2.508160e+02,1.185112e-03,-3.129100e+00
1.406422e+01,2.168519e+02,9.915549e-04,-2.276100e+00
1.406422e+01,1.716649e+02,8.176082e-04,-1.504200e+00
1.406422e+01,1.011975e+02,6.404558e-04,-7.183000e-01
1.520377e+01,1.144756e+02,6.327377e-04,-7.235000e-01
1.520377e+01,1.941890e+02,8.077552e-04,-1.520100e+00
1.520377e+01,2.453049e+02,9.796057e-04,-2.305200e+00
1.520377e+01,2.837254e+02,1.170830e-03,-3.177800e+00
1.520377e+01,3.141436e+02,1.378106e-03,-4.123400e+00
1.520377e+01,3.387222e+02,1.595417e-03,-5.143500e+00
1.520377e+01,3.586638e+02,1.814683e-03,-6.187300e+00
1.520377e+01,3.747095e+02,2.026208e-03,-7.209500e+00
1.520377e+01,3.873437e+02,2.219356e-03,-8.144000e+00
1.520377e+01,3.968923e+02,2.383425e-03,-8.967200e+00
1.520377e+01,4.035744e+02,2.508650e-03,-9.601200e+00
1.520377e+01,4.075312e+02,2.587188e-03,-9.997700e+00
1.520377e+01,4.088415e+02,2.613953e-03,-1.012540e+01
1.520377e+01,4.075312e+02,2.587188e-03,-9.997700e+00
1.520377e+01,4.035744e+02,2.508650e-03,-9.601200e+00
1.520377e+01,3.968923e+02,2.383425e-03,-8.967200e+00
1.520377e+01,3.873437e+02,2.219356e-03,-8.144000e+00
1.520377e+01,3.747095e+02,2.026208e-03,-7.209500e+00
1.520377e+01,3.586638e+02,1.814683e-03,-6.187300e+00
1.520377e+01,3.387222e+02,1.595417e-03,-5.143500e+00
1.520377e+01,3.141436e+02,1.378106e-03,-4.123400e+00
1.520377e+01,2.837254e+02,1.170830e-03,-3.177800e+00
1.520377e+01,2.453049e+02,9.796057e-04,-2.305200e+00
1.520377e+01,1.941890e+02,8.077552e-04,-1.520100e+00
1.520377e+01,1.144756e+02,6.327377e-04,-7.235000e-01
1.641370e+01,1.295896e+02,6.238692e-04,-7.538000e-01
1.641370e+01,2.198274e+02,7.964337e-04,-1.581300e+00
1.641370e+01,2.776921e+02,9.658755e-04,-2.402100e+00
1.641370e+01,3.211852e+02,1.154420e-03,-3.300900e+00
1.641370e+01,3.556194e+02,1.358790e-03,-4.297400e+00
1.641370e+01,3.834431e+02,1.573056e-03,-5.343600e+00
1.641370e+01,4.060175e+02,1.789248e-03,-6.435200e+00
1.641370e+01,4.241817e+02,1.997808e-03,-7.497500e+00
1.641370e+01,4.384839e+02,2.188249e-03,-8.478200e+00
1.641370e+01,4.492933e+02,2.350019e-03,-9.329100e+00
1.641370e+01,4.568577e+02,2.473489e-03,-9.990800e+00
1.641370e+01,4.613368e+02,2.550925e-03,-1.039200e+01
1.641370e+01,4.628202e+02,2.577316e-03,-1.054420e+01
1.641370e+01,4.613368e+02,2.550925e-03,-1.039200e+01
1.641370e+01,4.568577e+02,2.473489e-03,-9.990800e+00
1.641370e+01,4.492933e+02,2.350019e-03,-9.329100e+00
1.641370e+01,4.384839e+02,2.188249e-03,-8.478200e+00
1.641370e+01,4.241817e+02,1.997808e-03,-7.497500e+00
1.641370e+01,4.060175e+02,1.789248e-03,-6.435200e+00
1.641370e+01,3.834431e+02,1.573056e-03,-5.343600e+00
1.641370e+01,3.556194e+02,1.358790e-03,-4.297400e+00
1.641370e+01,3.211852e+02,1.154420e-03,-3.300900e+00
1.641370e+01,2.776921e+02,9.658755e-04,-2.402100e+00
1.641370e+01,2.198274e+02,7.964337e-04,-1.581300e+00
1.641370e+01,1.295896e+02,6.238692e-04,-7.538000e-01
1.770001e+01,1.467628e+02,6.140522e-04,-7.704000e-01
1.770001e+01,2.489588e+02,7.839011e-04,-1.623000e+00
1.770001e+01,3.144917e+02,9.506766e-04,-2.462900e+00
1.770001e+01,3.637485e+02,1.136254e-03,-3.399100e+00
1.770001e+01,4.027459e+02,1.337408e-03,-4.419300e+00
1.770001e+01,4.342567e+02,1.548302e-03,-5.501600e+00
1.770001e+01,4.598227e+02,1.761093e-03,-6.625500e+00
1.770001e+01,4.803940e+02,1.966371e-03,-7.713700e+00
1.770001e+01,4.965916e+02,2.153815e-03,-8.743000e+00
1.770001e+01,5.088333e+02,2.313039e-03,-9.612000e+00
1.770001e+01,5.174002e+02,2.434566e-03,-1.027320e+01
1.770001e+01,5.224728e+02,2.510784e-03,-1.069540e+01
1.770001e+01,5.241528e+02,2.536759e-03,-1.084670e+01
1.770001e+01,5.224728e+02,2.510784e-03,-1.069540e+01
1.770001e+01,5.174002e+02,2.434566e-03,-1.027320e+01
1.770001e+01,5.088333e+02,2.313039e-03,-9.612000e+00
1.770001e+01,4.965916e+02,2.153815e-03,-8.743000e+00
1.770001e+01,4.803940e+02,1.966371e-03,-7.713700e+00
1.770001e+01,4.598227e+02,1.761093e-03,-6.625500e+00
1.770001e+01,4.342567e+02,1.548302e-03,-5.501600e+00
1.770001e+01,4.027459e+02,1.337408e-03,-4.419300e+00
1.770001e+01,3.637485e+02,1.136254e-03,-3.399100e+00
1.770001e+01,3.144917e+02,9.506766e-04,-2.462900e+00
1.770001e+01,2.489588e+02,7.839011e-04,-1.623000e+00
1.770001e+01,1.467628e+02,6.140522e-04,-7.704000e-01
1.906611e+01,1.662436e+02,6.031599e-04,-7.707000e-01
1.906611e+01,2.820048e+02,7.699958e-04,-1.632600e+00
1.906611e+01,3.562363e+02,9.338129e-04,-2.482300e+00
1.906611e+01,4.120313e+02,1.116098e-03,-3.421800e+00
1.906611e+01,4.562051e+02,1.313685e-03,-4.448600e+00
1.906611e+01,4.918986e+02,1.520838e-03,-5.549300e+00
1.906611e+01,5.208582e+02,1.729853e-03,-6.677800e+00
1.906611e+01,5.441600e+02,1.931490e-03,-7.780000e+00
1.906611e+01,5.625076e+02,2.115609e-03,-8.814500e+00
1.906611e+01,5.763743e+02,2.272009e-03,-9.681200e+00
1.906611e+01,5.860783e+02,2.391380e-03,-1.036380e+01
1.906611e+01,5.918243e+02,2.466246e-03,-1.079580e+01
1.906611e+01,5.937272e+02,2.491761e-03,-1.094360e+01
1.906611e+01,5.918243e+02,2.466246e-03,-1.079580e+01
1.906611e+01,5.860783e+02,2.391380e-03,-1.036380e+01
1.906611e+01,5.763743e+02,2.272009e-03,-9.681200e+00
1.906611e+01,5.625076e+02,2.115609e-03,-8.814500e+00
1.906611e+01,5.441600e+02,1.931490e-03,-7.780000e+00
1.906611e+01,5.208582e+02,1.729853e-03,-6.677800e+00
1.906611e+01,4.918986e+02,1.520838e-03,-5.549300e+00
1.906611e+01,4.562051e+02,1.313685e-03,-4.448600e+00
1.906611e+01,4.120313e+02,1.116098e-03,-3.421800e+00
1.906611e+01,3.562363e+02,9.338129e-04,-2.482300e+00
1.906611e+01,2.820048e+02,7.699958e-04,-1.632600e+00
1.906611e+01,1.662436e+02,6.031599e-04,-7.707000e-01
2.050528e+01,1.882731e+02,5.903720e-04,-7.693000e-01
2.050528e+01,3.193741e+02,7.536706e-04,-1.632200e+00
2.050528e+01,4.034423e+02,9.140146e-04,-2.485400e+00
2.050528e+01,4.666308e+02,1.092435e-03,-3.431700e+00
2.050528e+01,5.166582e+02,1.285832e-03,-4.463600e+00
2.050528e+01,5.570816e+02,1.488593e-03,-5.560800e+00
2.050528e+01,5.898787e+02,1.693178e-03,-6.694100e+00
2.050528e+01,6.162683e+02,1.890540e-03,-7.799000e+00
2.050528e+01,6.370472e+02,2.070755e-03,-8.829400e+00
2.050528e+01,6.527514e+02,2.223838e-03,-9.716700e+00
2.050528e+01,6.637412e+02,2.340679e-03,-1.039680e+01
2.050528e+01,6.702487e+02,2.413958e-03,-1.081760e+01
2.050528e+01,6.724038e+02,2.438931e-03,-1.096160e+01
2.050528e+01,6.702487e+02,2.413958e-03,-1.081760e+01
2.050528e+01,6.637412e+02,2.340679e-03,-1.039680e+01
2.050528e+01,6.527514e+02,2.223838e-03,-9.716700e+00
2.050528e+01,6.370472e+02,2.070755e-03,-8.829400e+00
2.050528e+01,6.162683e+02,1.890540e-03,-7.799000e+00
2.050528e+01,5.898787e+02,1.693178e-03,-6.694100e+00
2.050528e+01,5.570816e+02,1.488593e-03,-5.560800e+00
2.050528e+01,5.166582e+02,1.285832e-03,-4.463600e+00
2.050528e+01,4.666308e+02,1.092435e-03,-3.431700e+00
2.050528e+01,4.034423e+02,9.140146e-04,-2.485400e+00
2.050528e+01,3.193741e+02,7.536706e-04,-1.632200e+00
2.050528e+01,1.882731e+02,5.903720e-04,-7.693000e-01
2.202497e+01,2.130889e+02,5.763650e-04,-7.772000e-01
2.202497e+01,3.614700e+02,7.357890e-04,-1.650800e+00
2.202497e+01,4.566190e+02,8.923285e-04,-2.520500e+00
2.202497e+01,5.281362e+02,1.066516e-03,-3.471300e+00
2.202497e+01,5.847576e+02,1.255325e-03,-4.519600e+00
2.202497e+01,6.305091e+02,1.453275e-03,-5.637700e+00
2.202497e+01,6.676291e+02,1.653005e-03,-6.783500e+00
2.202497e+01,6.974970e+02,1.845684e-03,-7.898800e+00
2.202497e+01,7.210147e+02,2.021623e-03,-8.945600e+00
2.202497e+01,7.387889e+02,2.171075e-03,-9.843300e+00
2.202497e+01,7.512273e+02,2.285143e-03,-1.052620e+01
2.202497e+01,7.585924e+02,2.356683e-03,-1.096950e+01
2.202497e+01,7.610316e+02,2.381065e-03,-1.111170e+01
2.202497e+01,7.585924e+02,2.356683e-03,-1.096950e+01
2.202497e+01,7.512273e+02,2.285143e-03,-1.052620e+01
2.202497e+01,7.387889e+02,2.171075e-03,-9.843300e+00
2.202497e+01,7.210147e+02,2.021623e-03,-8.945600e+00
2.202497e+01,6.974970e+02,1.845684e-03,-7.898800e+00
2.202497e+01,6.676291e+02,1.653005e-03,-6.783500e+00
2.202497e+01,6.305091e+02,1.453275e-03,-5.637700e+00
2.202497e+01,5.847576e+02,1.255325e-03,-4.519600e+00
2.202497e+01,5.281362e+02,1.066516e-03,-3.471300e+00
2.202497e+01,4.566190e+02,8.923285e-04,-2.520500e+00
2.202497e+01,3.614700e+02,7.357890e-04,-1.650800e+00
2.202497e+01,2.130889e+02,5.763650e-04,-7.772000e-01
2.360887e+01,2.409358e+02,5.599741e-04,-7.824000e-01
2.360887e+01,4.087076e+02,7.148642e-04,-1.667600e+00
2.360887e+01,5.162909e+02,8.669520e-04,-2.539200e+00
2.360887e+01,5.971542e+02,1.036186e-03,-3.502800e+00
2.360887e+01,6.611750e+02,1.219625e-03,-4.558400e+00
2.360887e+01,7.129053e+02,1.411945e-03,-5.686900e+00
2.360887e+01,7.548762e+02,1.605996e-03,-6.844900e+00
2.360887e+01,7.886474e+02,1.793195e-03,-7.982600e+00
2.360887e+01,8.152384e+02,1.964131e-03,-9.027900e+00
2.360887e+01,8.353353e+02,2.109333e-03,-9.929900e+00
2.360887e+01,8.493992e+02,2.220157e-03,-1.062420e+01
2.360887e+01,8.577269e+02,2.289662e-03,-1.107110e+01
2.360887e+01,8.604848e+02,2.313350e-03,-1.121130e+01
2.360887e+01,8.577269e+02,2.289662e-03,-1.107110e+01
2.360887e+01,8.493992e+02,2.220157e-03,-1.062420e+01
2.360887e+01,8.353353e+02,2.109333e-03,-9.929900e+00
2.360887e+01,8.152384e+02,1.964131e-03,-9.027900e+00
2.360887e+01,7.886474e+02,1.793195e-03,-7.982600e+00
2.360887e+01,7.548762e+02,1.605996e-03,-6.844900e+00
2.360887e+01,7.129053e+02,1.411945e-03,-5.686900e+00
2.360887e+01,6.611750e+02,1.219625e-03,-4.558400e+00
2.360887e+01,5.971542e+02,1.036186e-03,-3.502800e+00
2.360887e+01,5.162909e+02,8.669520e-04,-2.539200e+00
2.360887e+01,4.087076e+02,7.148642e-04,-1.667600e+00
2.360887e+01,2.409358e+02,5.599741e-04,-7.824000e-01
2.525719e+01,2.720047e+02,5.417652e-04,-7.817000e-01
2.525719e+01,4.614110e+02,6.916183e-04,-1.666700e+00
2.525719e+01,5.828673e+02,8.387605e-04,-2.545100e+00
2.525719e+01,6.741580e+02,1.002491e-03,-3.509300e+00
2.525719e+01,7.464343e+02,1.179965e-03,-4.566000e+00
2.525719e+01,8.048354e+02,1.366032e-03,-5.699000e+00
2.525719e+01,8.522185e+02,1.553772e-03,-6.856200e+00
2.525719e+01,8.903445e+02,1.734884e-03,-7.992700e+00
2.525719e+01,9.203645e+02,1.900261e-03,-9.045900e+00
2.525719e+01,9.430529e+02,2.040741e-03,-9.954200e+00
2.525719e+01,9.589304e+02,2.147962e-03,-1.065240e+01
2.525719e+01,9.683319e+02,2.215207e-03,-1.108730e+01
2.525719e+01,9.714455e+02,2.238125e-03,-1.123620e+01
2.525719e+01,9.683319e+02,2.215207e-03,-1.108730e+01
2.525719e+01,9.589304e+02,2.147962e-03,-1.065240e+01
2.525719e+01,9.430529e+02,2.040741e-03,-9.954200e+00
2.525719e+01,9.203645e+02,1.900261e-03,-9.045900e+00
2.525719e+01,8.903445e+02,1.734884e-03,-7.992700e+00
2.525719e+01,8.522185e+02,1.553772e-03,-6.856200e+00
2.525719e+01,8.048354e+02,1.366032e-03,-5.699000e+00
2.525719e+01,7.464343e+02,1.179965e-03,-4.566000e+00
2.525719e+01,6.741580e+02,1.002491e-03,-3.509300e+00
2.525719e+01,5.828673e+02,8.387605e-04,-2.545100e+00
2.525719e+01,4.614110e+02,6.916183e-04,-1.666700e+00
2.525719e+01,2.720047e+02,5.417652e-04,-7.817000e-01
2.671291e+01,3.064448e+02,5.075156e-04,-7.675000e-01
2.671291e+01,5.198329e+02,6.478950e-04,-1.643200e+00
2.671291e+01,6.566674e+02,7.857350e-04,-2.508100e+00
2.671291e+01,7.595169e+02,9.391147e-04,-3.461000e+00
2.671291e+01,8.409446e+02,1.105369e-03,-4.502400e+00
