Effective Radius [µm], Depth [m], IWC [g/m³], LW RF [W/m²]
2.035265e+01,4.342567e+02,1.548302e-03,5.344000e+00
1.911369e+01,4.598227e+02,1.761093e-03,6.844500e+00
1.810422e+01,4.803940e+02,1.966371e-03,8.373100e+00
1.730766e+01,4.965916e+02,2.153815e-03,9.812100e+00
1.670721e+01,5.088333e+02,2.313039e-03,1.101210e+01
1.628875e+01,5.174002e+02,2.434566e-03,1.192590e+01
1.604187e+01,5.224728e+02,2.510784e-03,1.250650e+01
1.596028e+01,5.241528e+02,2.536759e-03,1.271200e+01
1.604187e+01,5.224728e+02,2.510784e-03,1.250650e+01
1.628875e+01,5.174002e+02,2.434566e-03,1.192590e+01
1.670721e+01,5.088333e+02,2.313039e-03,1.101210e+01
1.730766e+01,4.965916e+02,2.153815e-03,9.812100e+00
1.810422e+01,4.803940e+02,1.966371e-03,8.373100e+00
1.911369e+01,4.598227e+02,1.761093e-03,6.844500e+00
2.035265e+01,4.342567e+02,1.548302e-03,5.344000e+00
2.183017e+01,4.027459e+02,1.337408e-03,4.044800e+00
2.352851e+01,3.637485e+02,1.136254e-03,2.907400e+00
2.534729e+01,3.144917e+02,9.506766e-04,1.962800e+00
2.689888e+01,2.489588e+02,7.839011e-04,1.227100e+00
2.592809e+01,1.467628e+02,6.140522e-04,6.175000e-01
2.792923e+01,1.662436e+02,6.031599e-04,6.238000e-01
2.897494e+01,2.820048e+02,7.699958e-04,1.247100e+00
2.730360e+01,3.562363e+02,9.338129e-04,1.996700e+00
2.534444e+01,4.120313e+02,1.116098e-03,2.951600e+00
2.351503e+01,4.562051e+02,1.313685e-03,4.116500e+00
2.192348e+01,4.918986e+02,1.520838e-03,5.458700e+00
2.058889e+01,5.208582e+02,1.729853e-03,6.920800e+00
1.950151e+01,5.441600e+02,1.931490e-03,8.456400e+00
1.864347e+01,5.625076e+02,2.115609e-03,9.992200e+00
1.799668e+01,5.763743e+02,2.272009e-03,1.129320e+01
1.754592e+01,5.860783e+02,2.391380e-03,1.231090e+01
1.727999e+01,5.918243e+02,2.466246e-03,1.293950e+01
1.719210e+01,5.937272e+02,2.491761e-03,1.315340e+01
1.727999e+01,5.918243e+02,2.466246e-03,1.293950e+01
1.754592e+01,5.860783e+02,2.391380e-03,1.231090e+01
1.799668e+01,5.763743e+02,2.272009e-03,1.129320e+01
1.864347e+01,5.625076e+02,2.115609e-03,9.992200e+00
1.950151e+01,5.441600e+02,1.931490e-03,8.456400e+00
2.058889e+01,5.208582e+02,1.729853e-03,6.920800e+00
2.192348e+01,4.918986e+02,1.520838e-03,5.458700e+00
2.351503e+01,4.562051e+02,1.313685e-03,4.116500e+00
2.534444e+01,4.120313e+02,1.116098e-03,2.951600e+00
2.730360e+01,3.562363e+02,9.338129e-04,1.996700e+00
2.897494e+01,2.820048e+02,7.699958e-04,1.247100e+00
2.792923e+01,1.662436e+02,6.031599e-04,6.238000e-01
3.003743e+01,1.882731e+02,5.903720e-04,6.310000e-01
3.116207e+01,3.193741e+02,7.536706e-04,1.266900e+00
2.936457e+01,4.034423e+02,9.140146e-04,2.027000e+00
2.725753e+01,4.666308e+02,1.092435e-03,2.997500e+00
2.529002e+01,5.166582e+02,1.285832e-03,4.177200e+00
2.357833e+01,5.570816e+02,1.488593e-03,5.548500e+00
2.214301e+01,5.898787e+02,1.693178e-03,7.035800e+00
2.097355e+01,6.162683e+02,1.890540e-03,8.573400e+00
2.005074e+01,6.370472e+02,2.070755e-03,1.001450e+01
1.935513e+01,6.527514e+02,2.223838e-03,1.140140e+01
1.887034e+01,6.637412e+02,2.340679e-03,1.247510e+01
1.858434e+01,6.702487e+02,2.413958e-03,1.314310e+01
1.848982e+01,6.724038e+02,2.438931e-03,1.337090e+01
1.858434e+01,6.702487e+02,2.413958e-03,1.314310e+01
1.887034e+01,6.637412e+02,2.340679e-03,1.247510e+01
1.935513e+01,6.527514e+02,2.223838e-03,1.140140e+01
2.005074e+01,6.370472e+02,2.070755e-03,1.001450e+01
2.097355e+01,6.162683e+02,1.890540e-03,8.573400e+00
2.214301e+01,5.898787e+02,1.693178e-03,7.035800e+00
2.357833e+01,5.570816e+02,1.488593e-03,5.548500e+00
2.529002e+01,5.166582e+02,1.285832e-03,4.177200e+00
2.725753e+01,4.666308e+02,1.092435e-03,2.997500e+00
2.936457e+01,4.034423e+02,9.140146e-04,2.027000e+00
3.116207e+01,3.193741e+02,7.536706e-04,1.266900e+00
3.003743e+01,1.882731e+02,5.903720e-04,6.310000e-01
3.226357e+01,2.130889e+02,5.763650e-04,6.429000e-01
3.347156e+01,3.614700e+02,7.357890e-04,1.289400e+00
3.154084e+01,4.566190e+02,8.923285e-04,2.064800e+00
2.927764e+01,5.281362e+02,1.066516e-03,3.035600e+00
2.716432e+01,5.847576e+02,1.255325e-03,4.231400e+00
2.532578e+01,6.305091e+02,1.453275e-03,5.617600e+00
2.378407e+01,6.676291e+02,1.653005e-03,7.144800e+00
2.252794e+01,6.974970e+02,1.845684e-03,8.673400e+00
2.153674e+01,7.210147e+02,2.021623e-03,1.019820e+01
2.078958e+01,7.387889e+02,2.171075e-03,1.151170e+01
2.026887e+01,7.512273e+02,2.285143e-03,1.251370e+01
1.996166e+01,7.585924e+02,2.356683e-03,1.316750e+01
1.986014e+01,7.610316e+02,2.381065e-03,1.340550e+01
1.996166e+01,7.585924e+02,2.356683e-03,1.316750e+01
2.026887e+01,7.512273e+02,2.285143e-03,1.251370e+01
2.078958e+01,7.387889e+02,2.171075e-03,1.151170e+01
2.153674e+01,7.210147e+02,2.021623e-03,1.019820e+01
2.252794e+01,6.974970e+02,1.845684e-03,8.673400e+00
2.378407e+01,6.676291e+02,1.653005e-03,7.144800e+00
2.532578e+01,6.305091e+02,1.453275e-03,5.617600e+00
2.716432e+01,5.847576e+02,1.255325e-03,4.231400e+00
2.927764e+01,5.281362e+02,1.066516e-03,3.035600e+00
3.154084e+01,4.566190e+02,8.923285e-04,2.064800e+00
3.347156e+01,3.614700e+02,7.357890e-04,1.289400e+00
3.226357e+01,2.130889e+02,5.763650e-04,6.429000e-01
3.458377e+01,2.409358e+02,5.599741e-04,6.519000e-01
3.587862e+01,4.087076e+02,7.148642e-04,1.310500e+00
3.380906e+01,5.162909e+02,8.669520e-04,2.091300e+00
3.138311e+01,5.971542e+02,1.036186e-03,3.073600e+00
2.911781e+01,6.611750e+02,1.219625e-03,4.269900e+00
2.714705e+01,7.129053e+02,1.411945e-03,5.666600e+00
2.549448e+01,7.548762e+02,1.605996e-03,7.201600e+00
2.414801e+01,7.886474e+02,1.793195e-03,8.790200e+00
2.308553e+01,8.152384e+02,1.964131e-03,1.029300e+01
2.228464e+01,8.353353e+02,2.109333e-03,1.161270e+01
2.172648e+01,8.493992e+02,2.220157e-03,1.267300e+01
2.139718e+01,8.577269e+02,2.289662e-03,1.334960e+01
2.128835e+01,8.604848e+02,2.313350e-03,1.356770e+01
2.139718e+01,8.577269e+02,2.289662e-03,1.334960e+01
2.172648e+01,8.493992e+02,2.220157e-03,1.267300e+01
2.228464e+01,8.353353e+02,2.109333e-03,1.161270e+01
2.308553e+01,8.152384e+02,1.964131e-03,1.029300e+01
2.414801e+01,7.886474e+02,1.793195e-03,8.790200e+00
2.549448e+01,7.548762e+02,1.605996e-03,7.201600e+00
2.714705e+01,7.129053e+02,1.411945e-03,5.666600e+00
2.911781e+01,6.611750e+02,1.219625e-03,4.269900e+00
3.138311e+01,5.971542e+02,1.036186e-03,3.073600e+00
3.380906e+01,5.162909e+02,8.669520e-04,2.091300e+00
3.587862e+01,4.087076e+02,7.148642e-04,1.310500e+00
3.458377e+01,2.409358e+02,5.599741e-04,6.519000e-01
3.699834e+01,2.720047e+02,5.417652e-04,6.594000e-01
3.838359e+01,4.614110e+02,6.916183e-04,1.324700e+00
3.616954e+01,5.828673e+02,8.387605e-04,2.115400e+00
3.357421e+01,6.741580e+02,1.002491e-03,3.104200e+00
3.115075e+01,7.464343e+02,1.179965e-03,4.302800e+00
2.904240e+01,8.048354e+02,1.366032e-03,5.702200e+00
2.727445e+01,8.522185e+02,1.553772e-03,7.232600e+00
2.583397e+01,8.903445e+02,1.734884e-03,8.828400e+00
2.469731e+01,9.203645e+02,1.900261e-03,1.034240e+01
2.384050e+01,9.430529e+02,2.040741e-03,1.170470e+01
2.324337e+01,9.589304e+02,2.147962e-03,1.275230e+01
2.289109e+01,9.683319e+02,2.215207e-03,1.340590e+01
2.277466e+01,9.714455e+02,2.238125e-03,1.362910e+01
2.289109e+01,9.683319e+02,2.215207e-03,1.340590e+01
2.324337e+01,9.589304e+02,2.147962e-03,1.275230e+01
2.384050e+01,9.430529e+02,2.040741e-03,1.170470e+01
2.469731e+01,9.203645e+02,1.900261e-03,1.034240e+01
2.583397e+01,8.903445e+02,1.734884e-03,8.828400e+00
2.727445e+01,8.522185e+02,1.553772e-03,7.232600e+00
2.904240e+01,8.048354e+02,1.366032e-03,5.702200e+00
3.115075e+01,7.464343e+02,1.179965e-03,4.302800e+00
3.357421e+01,6.741580e+02,1.002491e-03,3.104200e+00
3.616954e+01,5.828673e+02,8.387605e-04,2.115400e+00
3.838359e+01,4.614110e+02,6.916183e-04,1.324700e+00
3.699834e+01,2.720047e+02,5.417652e-04,6.594000e-01
3.913078e+01,3.064448e+02,5.075156e-04,6.522000e-01
4.059587e+01,5.198329e+02,6.478950e-04,1.310800e+00
3.825421e+01,6.566674e+02,7.857350e-04,2.093700e+00
3.550930e+01,7.595169e+02,9.391147e-04,3.069800e+00
3.294615e+01,8.409446e+02,1.105369e-03,4.253600e+00
3.071628e+01,9.067401e+02,1.279673e-03,5.620000e+00
2.884644e+01,9.601227e+02,1.455544e-03,7.129400e+00
2.732294e+01,1.003076e+03,1.625207e-03,8.681100e+00
2.612077e+01,1.036897e+03,1.780129e-03,1.020010e+01
2.521457e+01,1.062458e+03,1.911728e-03,1.150140e+01
2.458303e+01,1.080346e+03,2.012170e-03,1.254860e+01
2.421044e+01,1.090938e+03,2.075164e-03,1.322470e+01
2.408730e+01,1.094446e+03,2.096633e-03,1.344890e+01
2.421044e+01,1.090938e+03,2.075164e-03,1.322470e+01
2.458303e+01,1.080346e+03,2.012170e-03,1.254860e+01
2.521457e+01,1.062458e+03,1.911728e-03,1.150140e+01
2.612077e+01,1.036897e+03,1.780129e-03,1.020010e+01
2.732294e+01,1.003076e+03,1.625207e-03,8.681100e+00
2.884644e+01,9.601227e+02,1.455544e-03,7.129400e+00
3.071628e+01,9.067401e+02,1.279673e-03,5.620000e+00
3.294615e+01,8.409446e+02,1.105369e-03,4.253600e+00
3.550930e+01,7.595169e+02,9.391147e-04,3.069800e+00
3.825421e+01,6.566674e+02,7.857350e-04,2.093700e+00
4.059587e+01,5.198329e+02,6.478950e-04,1.310800e+00
3.913078e+01,3.064448e+02,5.075156e-04,6.522000e-01
3.261644e+01,3.101956e+02,2.613194e-04,4.137000e-01
3.383763e+01,5.261955e+02,3.336007e-04,8.317000e-01
3.188579e+01,6.647049e+02,4.045744e-04,1.330800e+00
2.959785e+01,7.688132e+02,4.835496e-04,1.960800e+00
2.746141e+01,8.512376e+02,5.691538e-04,2.737000e+00
2.560276e+01,9.178384e+02,6.589027e-04,3.651300e+00
2.404419e+01,9.718744e+02,7.494587e-04,4.655900e+00
2.277433e+01,1.015353e+03,8.368180e-04,5.680600e+00
2.177229e+01,1.049588e+03,9.165873e-04,6.691900e+00
2.101695e+01,1.075462e+03,9.843474e-04,7.572400e+00
2.049054e+01,1.093569e+03,1.036065e-03,8.262300e+00
2.017998e+01,1.104291e+03,1.068501e-03,8.690100e+00
2.007734e+01,1.107841e+03,1.079555e-03,8.841100e+00
2.017998e+01,1.104291e+03,1.068501e-03,8.690100e+00
2.049054e+01,1.093569e+03,1.036065e-03,8.262300e+00
2.101695e+01,1.075462e+03,9.843474e-04,7.572400e+00
2.177229e+01,1.049588e+03,9.165873e-04,6.691900e+00
2.277433e+01,1.015353e+03,8.368180e-04,5.680600e+00
2.404419e+01,9.718744e+02,7.494587e-04,4.655900e+00
2.560276e+01,9.178384e+02,6.589027e-04,3.651300e+00
2.746141e+01,8.512376e+02,5.691538e-04,2.737000e+00
2.959785e+01,7.688132e+02,4.835496e-04,1.960800e+00
3.188579e+01,6.647049e+02,4.045744e-04,1.330800e+00
3.383763e+01,5.261955e+02,3.336007e-04,8.317000e-01
3.261644e+01,3.101956e+02,2.613194e-04,4.137000e-01
2.608326e+01,2.873405e+02,1.311375e-04,2.497000e-01
2.705985e+01,4.874256e+02,1.674105e-04,4.987000e-01
2.549898e+01,6.157296e+02,2.030272e-04,8.023000e-01
2.366931e+01,7.121672e+02,2.426593e-04,1.189400e+00
2.196081e+01,7.885186e+02,2.856180e-04,1.665100e+00
2.047445e+01,8.502123e+02,3.306566e-04,2.215500e+00
1.922807e+01,9.002669e+02,3.761003e-04,2.847800e+00
1.821256e+01,9.405424e+02,4.199397e-04,3.514100e+00
1.741123e+01,9.722550e+02,4.599703e-04,4.136700e+00
1.680720e+01,9.962226e+02,4.939743e-04,4.667200e+00
1.638623e+01,1.012995e+03,5.199278e-04,5.079000e+00
1.613787e+01,1.022927e+03,5.362049e-04,5.339200e+00
1.605579e+01,1.026216e+03,5.417522e-04,5.426800e+00
1.613787e+01,1.022927e+03,5.362049e-04,5.339200e+00
1.638623e+01,1.012995e+03,5.199278e-04,5.079000e+00
1.680720e+01,9.962226e+02,4.939743e-04,4.667200e+00
1.741123e+01,9.722550e+02,4.599703e-04,4.136700e+00
1.821256e+01,9.405424e+02,4.199397e-04,3.514100e+00
1.922807e+01,9.002669e+02,3.761003e-04,2.847800e+00
2.047445e+01,8.502123e+02,3.306566e-04,2.215500e+00
2.196081e+01,7.885186e+02,2.856180e-04,1.665100e+00
2.366931e+01,7.121672e+02,2.426593e-04,1.189400e+00
2.549898e+01,6.157296e+02,2.030272e-04,8.023000e-01
2.705985e+01,4.874256e+02,1.674105e-04,4.987000e-01
2.608326e+01,2.873405e+02,1.311375e-04,2.497000e-01
1.631760e+01,2.665997e+02,3.170923e-05,9.760000e-02
1.692856e+01,4.522423e+02,4.048011e-05,1.940000e-01
1.595208e+01,5.712851e+02,4.909229e-05,3.055000e-01
1.480745e+01,6.607618e+02,5.867538e-05,4.431000e-01
1.373861e+01,7.316019e+02,6.906286e-05,6.193000e-01
1.280875e+01,7.888425e+02,7.995327e-05,8.181000e-01
1.202902e+01,8.352841e+02,9.094162e-05,1.045900e+00
1.139372e+01,8.726524e+02,1.015421e-04,1.287600e+00
1.089242e+01,9.020759e+02,1.112215e-04,1.515600e+00
1.051453e+01,9.243135e+02,1.194438e-04,1.714600e+00
1.025117e+01,9.398755e+02,1.257193e-04,1.870600e+00
1.009580e+01,9.490901e+02,1.296552e-04,1.968600e+00
1.004446e+01,9.521419e+02,1.309965e-04,2.002400e+00
1.009580e+01,9.490901e+02,1.296552e-04,1.968600e+00
1.025117e+01,9.398755e+02,1.257193e-04,1.870600e+00
1.051453e+01,9.243135e+02,1.194438e-04,1.714600e+00
1.089242e+01,9.020759e+02,1.112215e-04,1.515600e+00
1.139372e+01,8.726524e+02,1.015421e-04,1.287600e+00
1.202902e+01,8.352841e+02,9.094162e-05,1.045900e+00
1.280875e+01,7.888425e+02,7.995327e-05,8.181000e-01
1.373861e+01,7.316019e+02,6.906286e-05,6.193000e-01
1.480745e+01,6.607618e+02,5.867538e-05,4.431000e-01
1.595208e+01,5.712851e+02,4.909229e-05,3.055000e-01
1.692856e+01,4.522423e+02,4.048011e-05,1.940000e-01
1.631760e+01,2.665997e+02,3.170923e-05,9.760000e-02
1.389633e+00,2.570460e+02,1.949514e-08,4.700000e-03
1.441663e+00,4.360360e+02,2.488757e-08,4.900000e-03
1.358505e+00,5.508128e+02,3.018242e-08,4.700000e-03
1.261026e+00,6.370830e+02,3.607420e-08,4.400000e-03
1.170002e+00,7.053845e+02,4.246053e-08,4.300000e-03
1.090814e+00,7.605739e+02,4.915606e-08,5.600000e-03
1.024411e+00,8.053512e+02,5.591181e-08,6.500000e-03
9.703078e-01,8.413804e+02,6.242906e-08,7.200000e-03
9.276155e-01,8.697495e+02,6.838009e-08,7.700000e-03
8.954342e-01,8.911902e+02,7.343520e-08,8.200000e-03
8.730064e-01,9.061945e+02,7.729349e-08,8.500000e-03
8.597748e-01,9.150789e+02,7.971328e-08,8.600000e-03
8.554019e-01,9.180213e+02,8.053796e-08,8.700000e-03
8.597748e-01,9.150789e+02,7.971328e-08,8.600000e-03
8.730064e-01,9.061945e+02,7.729349e-08,8.500000e-03
8.954342e-01,8.911902e+02,7.343520e-08,8.200000e-03
9.276155e-01,8.697495e+02,6.838009e-08,7.700000e-03
9.703078e-01,8.413804e+02,6.242906e-08,7.200000e-03
1.024411e+00,8.053512e+02,5.591181e-08,6.500000e-03
1.090814e+00,7.605739e+02,4.915606e-08,5.600000e-03
1.170002e+00,7.053845e+02,4.246053e-08,4.300000e-03
1.261026e+00,6.370830e+02,3.607420e-08,4.400000e-03
1.358505e+00,5.508128e+02,3.018242e-08,4.700000e-03
1.441663e+00,4.360360e+02,2.488757e-08,4.900000e-03
1.389633e+00,2.570460e+02,1.949514e-08,4.700000e-03
