    Time [s],   Tracer [-],    Temp. [K],   Pres. [Pa],   H2O [/cm3],     RH_i [-],     RH_w [-],   SO4 [/cm3],  SO4g [/cm3],  SO4l [/cm3],  SO4s [/cm3],   SO4Sat [-],  HNO3 [/cm3],   HNO3Sat[-],   Part[/cm3],     Rad[mum],    Theta1[-],    Theta2[-], 
1.220069e+01, 2.008123e-03, 2.166826e+02, 3.000000e+04, 7.682093e+14, 1.328953e+00, 7.627040e-01, 2.550909e+08, 8.923164e+04, 2.400197e+08, 1.498198e+07, 4.154039e+02, 2.310937e+03, 1.362199e-57, 8.265326e+02, 1.079362e+00, 3.239965e-02, 3.528121e-01, 
1.290390e+01, 1.949270e-03, 2.166635e+02, 3.000000e+04, 7.569950e+14, 1.312717e+00, 7.532463e-01, 2.476369e+08, 6.553387e+04, 2.330059e+08, 1.456551e+07, 4.050300e+02, 2.310929e+03, 1.377418e-57, 8.023814e+02, 1.096920e+00, 3.240001e-02, 3.570588e-01, 
1.364765e+01, 1.893904e-03, 2.166456e+02, 3.000000e+04, 7.462186e+14, 1.296956e+00, 7.440737e-01, 2.406232e+08, 4.750554e+04, 2.264064e+08, 1.416937e+07, 3.951759e+02, 2.310920e+03, 1.391820e-57, 7.796566e+02, 1.114493e+00, 3.240029e-02, 3.612904e-01, 
1.443426e+01, 1.841634e-03, 2.166289e+02, 3.000000e+04, 7.358385e+14, 1.281631e+00, 7.351619e-01, 2.340006e+08, 3.397067e+04, 2.201748e+08, 1.379184e+07, 3.857868e+02, 2.310911e+03, 1.405480e-57, 7.581990e+02, 1.132063e+00, 3.240049e-02, 3.655069e-01, 
1.526621e+01, 1.792133e-03, 2.166131e+02, 3.000000e+04, 7.258222e+14, 1.266713e+00, 7.264933e-01, 2.277277e+08, 2.395432e+04, 2.142723e+08, 1.343143e+07, 3.768165e+02, 2.310901e+03, 1.418464e-57, 7.378744e+02, 1.149608e+00, 3.240065e-02, 3.697083e-01, 
1.614612e+01, 1.745121e-03, 2.165981e+02, 3.000000e+04, 7.161447e+14, 1.252182e+00, 7.180554e-01, 2.217694e+08, 1.665552e+04, 2.086659e+08, 1.308688e+07, 3.682251e+02, 2.310891e+03, 1.430824e-57, 7.185691e+02, 1.167104e+00, 3.240076e-02, 3.738946e-01, 
1.707673e+01, 1.700361e-03, 2.165840e+02, 3.000000e+04, 7.067874e+14, 1.238025e+00, 7.098400e-01, 2.160956e+08, 1.142391e+04, 2.033271e+08, 1.275707e+07, 3.599786e+02, 2.310880e+03, 1.442608e-57, 7.001857e+02, 1.184524e+00, 3.240084e-02, 3.780659e-01, 
1.806099e+01, 1.657648e-03, 2.165707e+02, 3.000000e+04, 6.977370e+14, 1.224236e+00, 7.018432e-01, 2.106805e+08, 7.738735e+03, 1.982317e+08, 1.244099e+07, 3.520472e+02, 2.310868e+03, 1.453856e-57, 6.826402e+02, 1.201838e+00, 3.240090e-02, 3.822223e-01, 
1.910198e+01, 1.616803e-03, 2.165580e+02, 3.000000e+04, 6.889846e+14, 1.210815e+00, 6.940638e-01, 2.055015e+08, 5.189700e+03, 1.933586e+08, 1.213771e+07, 3.444051e+02, 2.310856e+03, 1.464600e-57, 6.658600e+02, 1.219015e+00, 3.240095e-02, 3.863638e-01, 
2.020297e+01, 1.577672e-03, 2.165460e+02, 3.000000e+04, 6.805250e+14, 1.197766e+00, 6.865038e-01, 2.005391e+08, 3.459341e+03, 1.886892e+08, 1.184640e+07, 3.370295e+02, 2.310843e+03, 1.474872e-57, 6.497815e+02, 1.236021e+00, 3.240097e-02, 3.904905e-01, 
2.136741e+01, 1.540118e-03, 2.165346e+02, 3.000000e+04, 6.723559e+14, 1.185096e+00, 6.791671e-01, 1.957760e+08, 2.306852e+03, 1.842074e+08, 1.156629e+07, 3.299006e+02, 2.310830e+03, 1.484695e-57, 6.343491e+02, 1.252822e+00, 3.240100e-02, 3.946025e-01, 
2.259897e+01, 1.504021e-03, 2.165238e+02, 3.000000e+04, 6.644777e+14, 1.172817e+00, 6.720595e-01, 1.911973e+08, 1.553473e+03, 1.798990e+08, 1.129667e+07, 3.230006e+02, 2.310815e+03, 1.494092e-57, 6.195135e+02, 1.269382e+00, 3.240101e-02, 3.986999e-01, 
2.390152e+01, 1.469275e-03, 2.165135e+02, 3.000000e+04, 6.568926e+14, 1.160942e+00, 6.651883e-01, 1.867892e+08, 1.069532e+03, 1.757513e+08, 1.103685e+07, 3.163139e+02, 2.310800e+03, 1.503081e-57, 6.052313e+02, 1.285666e+00, 3.240102e-02, 4.027828e-01, 
2.527913e+01, 1.435784e-03, 2.165037e+02, 3.000000e+04, 6.496042e+14, 1.149486e+00, 6.585615e-01, 1.825401e+08, 7.632500e+02, 1.717531e+08, 1.078624e+07, 3.098264e+02, 2.310784e+03, 1.511679e-57, 5.914638e+02, 1.301638e+00, 3.240103e-02, 4.068513e-01, 
2.673616e+01, 1.403466e-03, 2.164944e+02, 3.000000e+04, 6.426172e+14, 1.138464e+00, 6.521879e-01, 1.784391e+08, 5.713272e+02, 1.678942e+08, 1.054426e+07, 3.035255e+02, 2.310767e+03, 1.519899e-57, 5.781762e+02, 1.317262e+00, 3.240103e-02, 4.109057e-01, 
2.827716e+01, 1.372243e-03, 2.164855e+02, 3.000000e+04, 6.359366e+14, 1.127892e+00, 6.460761e-01, 1.744766e+08, 4.512728e+02, 1.641658e+08, 1.031040e+07, 2.974001e+02, 2.310749e+03, 1.527753e-57, 5.653377e+02, 1.332505e+00, 3.240104e-02, 4.149460e-01, 
2.990698e+01, 1.342047e-03, 2.164771e+02, 3.000000e+04, 6.295675e+14, 1.117785e+00, 6.402345e-01, 1.706441e+08, 3.753560e+02, 1.605596e+08, 1.008416e+07, 2.914398e+02, 2.310730e+03, 1.535249e-57, 5.529202e+02, 1.347335e+00, 3.240104e-02, 4.189725e-01, 
3.163073e+01, 1.312817e-03, 2.164691e+02, 3.000000e+04, 6.235146e+14, 1.108158e+00, 6.346710e-01, 1.669338e+08, 3.259947e+02, 1.570684e+08, 9.865109e+06, 2.856353e+02, 2.310710e+03, 1.542397e-57, 5.408985e+02, 1.361722e+00, 3.240105e-02, 4.229852e-01, 
3.345384e+01, 1.284496e-03, 2.164615e+02, 3.000000e+04, 6.177818e+14, 1.099021e+00, 6.293922e-01, 1.633386e+08, 2.923634e+02, 1.536854e+08, 9.652839e+06, 2.799784e+02, 2.310689e+03, 1.549202e-57, 5.292497e+02, 1.375638e+00, 3.240105e-02, 4.269844e-01, 
3.538203e+01, 1.257035e-03, 2.164544e+02, 3.000000e+04, 6.123721e+14, 1.090386e+00, 6.244034e-01, 1.598520e+08, 2.679884e+02, 1.504047e+08, 9.446977e+06, 2.744611e+02, 2.310666e+03, 1.555669e-57, 5.179530e+02, 1.389060e+00, 3.240105e-02, 4.309704e-01, 
3.742136e+01, 1.230386e-03, 2.164476e+02, 3.000000e+04, 6.072870e+14, 1.082258e+00, 6.197084e-01, 1.564682e+08, 2.491041e+02, 1.472208e+08, 9.247181e+06, 2.690765e+02, 2.310642e+03, 1.561803e-57, 5.069894e+02, 1.401968e+00, 3.240106e-02, 4.349433e-01, 
3.957823e+01, 1.204507e-03, 2.164412e+02, 3.000000e+04, 6.025264e+14, 1.074642e+00, 6.153091e-01, 1.531819e+08, 2.335734e+02, 1.441286e+08, 9.053137e+06, 2.638181e+02, 2.310617e+03, 1.567605e-57, 4.963416e+02, 1.414344e+00, 3.240106e-02, 4.389033e-01, 
4.185941e+01, 1.179360e-03, 2.164352e+02, 3.000000e+04, 5.980884e+14, 1.067536e+00, 6.112053e-01, 1.499882e+08, 2.202052e+02, 1.411234e+08, 8.864557e+06, 2.586799e+02, 2.310590e+03, 1.573077e-57, 4.859938e+02, 1.426178e+00, 3.240106e-02, 4.428508e-01, 
4.427207e+01, 1.154909e-03, 2.164296e+02, 3.000000e+04, 5.939694e+14, 1.060939e+00, 6.073948e-01, 1.468825e+08, 2.083389e+02, 1.382011e+08, 8.681175e+06, 2.536565e+02, 2.310562e+03, 1.578218e-57, 4.759312e+02, 1.437460e+00, 3.240106e-02, 4.467860e-01, 
4.682380e+01, 1.131120e-03, 2.164244e+02, 3.000000e+04, 5.901638e+14, 1.054841e+00, 6.038731e-01, 1.438607e+08, 1.976029e+02, 1.353578e+08, 8.502746e+06, 2.487426e+02, 2.310532e+03, 1.583028e-57, 4.661404e+02, 1.448190e+00, 3.240107e-02, 4.507092e-01, 
4.952260e+01, 1.107965e-03, 2.164195e+02, 3.000000e+04, 5.866640e+14, 1.049232e+00, 6.006337e-01, 1.409190e+08, 1.877787e+02, 1.325898e+08, 8.329044e+06, 2.439335e+02, 2.310501e+03, 1.587506e-57, 4.566091e+02, 1.458367e+00, 3.240107e-02, 4.546206e-01, 
5.237694e+01, 1.085414e-03, 2.164150e+02, 3.000000e+04, 5.834609e+14, 1.044097e+00, 5.976682e-01, 1.380538e+08, 1.787276e+02, 1.298938e+08, 8.159861e+06, 2.392248e+02, 2.310468e+03, 1.591647e-57, 4.473257e+02, 1.467998e+00, 3.240107e-02, 4.585206e-01, 
5.539581e+01, 1.063441e-03, 2.164109e+02, 3.000000e+04, 5.805435e+14, 1.039418e+00, 5.949662e-01, 1.352619e+08, 1.703523e+02, 1.272667e+08, 7.995001e+06, 2.346124e+02, 2.310432e+03, 1.595450e-57, 4.382796e+02, 1.477092e+00, 3.240108e-02, 4.624096e-01, 
5.858868e+01, 1.042023e-03, 2.164072e+02, 3.000000e+04, 5.778995e+14, 1.035174e+00, 5.925156e-01, 1.325401e+08, 1.625786e+02, 1.247057e+08, 7.834284e+06, 2.300924e+02, 2.310395e+03, 1.598907e-57, 4.294609e+02, 1.485663e+00, 3.240108e-02, 4.662879e-01, 
6.196557e+01, 1.021136e-03, 2.164038e+02, 3.000000e+04, 5.755154e+14, 1.031343e+00, 5.903031e-01, 1.298857e+08, 1.553453e+02, 1.222080e+08, 7.677543e+06, 2.256613e+02, 2.310356e+03, 1.602016e-57, 4.208603e+02, 1.493727e+00, 3.240108e-02, 4.701558e-01, 
6.553710e+01, 1.000761e-03, 2.164008e+02, 3.000000e+04, 5.733768e+14, 1.027897e+00, 5.883141e-01, 1.272959e+08, 1.486000e+02, 1.197711e+08, 7.524621e+06, 2.213155e+02, 2.310314e+03, 1.604768e-57, 4.124693e+02, 1.501306e+00, 3.240108e-02, 4.740138e-01, 
6.931448e+01, 9.804690e-04, 2.163981e+02, 3.000000e+04, 5.714810e+14, 1.024852e+00, 5.865556e-01, 1.247165e+08, 1.447710e+02, 1.173440e+08, 7.372308e+06, 2.169688e+02, 2.310270e+03, 1.607286e-57, 4.041119e+02, 1.508424e+00, 3.240109e-02, 4.778623e-01, 
7.330959e+01, 9.596087e-04, 2.163954e+02, 3.000000e+04, 5.698303e+14, 1.022238e+00, 5.850443e-01, 1.220647e+08, 1.448439e+02, 1.148489e+08, 7.215718e+06, 2.124882e+02, 2.310223e+03, 1.609762e-57, 3.955200e+02, 1.515128e+00, 3.240109e-02, 4.817017e-01, 
7.753495e+01, 9.381855e-04, 2.163928e+02, 3.000000e+04, 5.684047e+14, 1.020018e+00, 5.837590e-01, 1.193413e+08, 1.463250e+02, 1.122862e+08, 7.054893e+06, 2.078739e+02, 2.310174e+03, 1.612183e-57, 3.866958e+02, 1.521475e+00, 3.240109e-02, 4.855324e-01, 
8.200386e+01, 9.162165e-04, 2.163903e+02, 3.000000e+04, 5.671832e+14, 1.018152e+00, 5.826770e-01, 1.165483e+08, 1.483815e+02, 1.096582e+08, 6.889961e+06, 2.031289e+02, 2.310121e+03, 1.614528e-57, 3.776464e+02, 1.527524e+00, 3.240110e-02, 4.893551e-01, 
8.673034e+01, 8.937225e-04, 2.163879e+02, 3.000000e+04, 5.661448e+14, 1.016600e+00, 5.817753e-01, 1.136884e+08, 1.507555e+02, 1.069671e+08, 6.721079e+06, 1.982567e+02, 2.310066e+03, 1.616776e-57, 3.683802e+02, 1.533334e+00, 3.240110e-02, 4.931701e-01, 
9.172925e+01, 8.707277e-04, 2.163856e+02, 3.000000e+04, 5.652692e+14, 1.015324e+00, 5.810317e-01, 1.107647e+08, 1.533713e+02, 1.042161e+08, 6.548427e+06, 1.932616e+02, 2.310008e+03, 1.618903e-57, 3.589071e+02, 1.538967e+00, 3.240110e-02, 4.969781e-01, 
9.701628e+01, 8.472601e-04, 2.163834e+02, 3.000000e+04, 5.645371e+14, 1.014284e+00, 5.804246e-01, 1.077806e+08, 1.562083e+02, 1.014083e+08, 6.372214e+06, 1.881491e+02, 2.309946e+03, 1.620884e-57, 3.492387e+02, 1.544479e+00, 3.240111e-02, 5.007796e-01, 
1.026080e+02, 8.233512e-04, 2.163815e+02, 3.000000e+04, 5.639307e+14, 1.013446e+00, 5.799339e-01, 1.047404e+08, 1.592622e+02, 9.854752e+07, 6.192679e+06, 1.829252e+02, 2.309881e+03, 1.622690e-57, 3.393880e+02, 1.549929e+00, 3.240111e-02, 5.045753e-01, 
1.085221e+02, 7.990366e-04, 2.163797e+02, 3.000000e+04, 5.634341e+14, 1.012777e+00, 5.795414e-01, 1.016483e+08, 1.625343e+02, 9.563806e+07, 6.010086e+06, 1.775970e+02, 2.309812e+03, 1.624291e-57, 3.293696e+02, 1.555370e+00, 3.240112e-02, 5.083657e-01, 
1.147770e+02, 7.743555e-04, 2.163731e+02, 3.000000e+04, 5.630145e+14, 1.012874e+00, 5.795598e-01, 9.851181e+07, 1.660243e+02, 9.268678e+07, 5.824869e+06, 1.723843e+02, 2.309794e+03, 1.630584e-57, 3.192072e+02, 1.560960e+00, 3.240112e-02, 5.121515e-01, 
1.213924e+02, 7.493507e-04, 2.163646e+02, 3.000000e+04, 5.625804e+14, 1.013177e+00, 5.796854e-01, 9.533475e+07, 1.696901e+02, 8.969732e+07, 5.637256e+06, 1.671545e+02, 2.309794e+03, 1.638637e-57, 3.089133e+02, 1.567000e+00, 3.240113e-02, 5.159334e-01, 
1.283892e+02, 7.240687e-04, 2.163561e+02, 3.000000e+04, 5.621285e+14, 1.013459e+00, 5.797987e-01, 9.212220e+07, 1.735132e+02, 8.667448e+07, 5.447548e+06, 1.618445e+02, 2.309794e+03, 1.646820e-57, 2.985045e+02, 1.573524e+00, 3.240113e-02, 5.197123e-01, 
1.357892e+02, 6.985593e-04, 2.163475e+02, 3.000000e+04, 5.616632e+14, 1.013726e+00, 5.799032e-01, 8.888051e+07, 1.774960e+02, 8.362421e+07, 5.256118e+06, 1.564641e+02, 2.309794e+03, 1.655119e-57, 2.880012e+02, 1.580559e+00, 3.240114e-02, 5.234888e-01, 
1.436157e+02, 6.728755e-04, 2.163388e+02, 3.000000e+04, 5.611886e+14, 1.013983e+00, 5.800017e-01, 8.561640e+07, 1.816445e+02, 8.055285e+07, 5.063365e+06, 1.510239e+02, 2.309793e+03, 1.663518e-57, 2.774253e+02, 1.588133e+00, 3.240115e-02, 5.272638e-01, 
1.518933e+02, 6.470734e-04, 2.163301e+02, 3.000000e+04, 5.607083e+14, 1.014235e+00, 5.800965e-01, 8.233698e+07, 1.859653e+02, 7.746709e+07, 4.869707e+06, 1.455352e+02, 2.309793e+03, 1.671999e-57, 2.667998e+02, 1.596281e+00, 3.240115e-02, 5.310382e-01, 
1.606481e+02, 6.212114e-04, 2.163214e+02, 3.000000e+04, 5.602254e+14, 1.014484e+00, 5.801897e-01, 7.904969e+07, 1.904646e+02, 7.437392e+07, 4.675585e+06, 1.400103e+02, 2.309793e+03, 1.680544e-57, 2.561488e+02, 1.605039e+00, 3.240116e-02, 5.348128e-01, 
1.699074e+02, 5.953503e-04, 2.163126e+02, 3.000000e+04, 5.597428e+14, 1.014733e+00, 5.802830e-01, 7.576225e+07, 1.951481e+02, 7.128060e+07, 4.481452e+06, 1.344618e+02, 2.309793e+03, 1.689132e-57, 2.454973e+02, 1.614448e+00, 3.240117e-02, 5.385888e-01, 
1.797004e+02, 5.695524e-04, 2.163039e+02, 3.000000e+04, 5.592632e+14, 1.014984e+00, 5.803775e-01, 7.248258e+07, 2.000207e+02, 6.819460e+07, 4.287779e+06, 1.289033e+02, 2.309793e+03, 1.697744e-57, 2.348709e+02, 1.624555e+00, 3.240118e-02, 5.423669e-01, 
1.900578e+02, 5.438816e-04, 2.162952e+02, 3.000000e+04, 5.587891e+14, 1.015238e+00, 5.804743e-01, 6.921879e+07, 2.050865e+02, 6.512354e+07, 4.095044e+06, 1.233486e+02, 2.309793e+03, 1.706358e-57, 2.242961e+02, 1.635410e+00, 3.240119e-02, 5.461484e-01, 
2.010123e+02, 5.184021e-04, 2.162866e+02, 3.000000e+04, 5.583224e+14, 1.015498e+00, 5.805742e-01, 6.597908e+07, 2.103485e+02, 6.207514e+07, 3.903730e+06, 1.178120e+02, 2.309793e+03, 1.714952e-57, 2.137992e+02, 1.647066e+00, 3.240120e-02, 5.499344e-01, 
2.125981e+02, 4.931786e-04, 2.162781e+02, 3.000000e+04, 5.578652e+14, 1.015763e+00, 5.806778e-01, 6.277166e+07, 2.158086e+02, 5.905712e+07, 3.714323e+06, 1.123080e+02, 2.309793e+03, 1.723502e-57, 2.034070e+02, 1.659584e+00, 3.240121e-02, 5.537259e-01, 
2.248517e+02, 4.682751e-04, 2.162697e+02, 3.000000e+04, 5.574193e+14, 1.016034e+00, 5.807854e-01, 5.960468e+07, 2.214674e+02, 5.607716e+07, 3.527304e+06, 1.068515e+02, 2.309793e+03, 1.731987e-57, 1.931458e+02, 1.673027e+00, 3.240122e-02, 5.575243e-01, 
2.378115e+02, 4.437546e-04, 2.162614e+02, 3.000000e+04, 5.569863e+14, 1.016311e+00, 5.808973e-01, 5.648617e+07, 2.273239e+02, 5.314280e+07, 3.343146e+06, 1.014569e+02, 2.309793e+03, 1.740382e-57, 1.830416e+02, 1.687463e+00, 3.240124e-02, 5.613308e-01, 
2.515183e+02, 4.196784e-04, 2.162533e+02, 3.000000e+04, 5.565675e+14, 1.016595e+00, 5.810137e-01, 5.342394e+07, 2.333755e+02, 5.026139e+07, 3.162312e+06, 9.613897e+01, 2.309793e+03, 1.748666e-57, 1.731198e+02, 1.702968e+00, 3.240125e-02, 5.651468e-01, 
2.660152e+02, 3.961054e-04, 2.162453e+02, 3.000000e+04, 5.561642e+14, 1.016884e+00, 5.811344e-01, 5.042548e+07, 2.396180e+02, 4.743999e+07, 2.985243e+06, 9.091175e+01, 2.309793e+03, 1.756815e-57, 1.634046e+02, 1.719619e+00, 3.240126e-02, 5.689737e-01, 
2.813476e+02, 3.730915e-04, 2.162376e+02, 3.000000e+04, 5.557776e+14, 1.017180e+00, 5.812594e-01, 4.749793e+07, 2.460448e+02, 4.468532e+07, 2.812362e+06, 8.578900e+01, 2.309793e+03, 1.764808e-57, 1.539192e+02, 1.737501e+00, 3.240128e-02, 5.728128e-01, 
2.975637e+02, 3.506893e-04, 2.162300e+02, 3.000000e+04, 5.554085e+14, 1.017480e+00, 5.813885e-01, 4.464798e+07, 2.526474e+02, 4.200367e+07, 2.644063e+06, 8.078381e+01, 2.309793e+03, 1.772624e-57, 1.446852e+02, 1.756704e+00, 3.240130e-02, 5.766659e-01, 
3.147145e+02, 3.289471e-04, 2.162226e+02, 3.000000e+04, 5.550576e+14, 1.017785e+00, 5.815213e-01, 4.188181e+07, 2.594148e+02, 3.940084e+07, 2.480710e+06, 7.590850e+01, 2.309793e+03, 1.780243e-57, 1.357226e+02, 1.777322e+00, 3.240132e-02, 5.805344e-01, 
3.328538e+02, 3.079087e-04, 2.162155e+02, 3.000000e+04, 5.547255e+14, 1.018094e+00, 5.816574e-01, 3.920500e+07, 2.663338e+02, 3.688210e+07, 2.322634e+06, 7.117446e+01, 2.309793e+03, 1.787648e-57, 1.270496e+02, 1.799458e+00, 3.240134e-02, 5.844201e-01, 
3.520386e+02, 2.876128e-04, 2.162087e+02, 3.000000e+04, 5.544125e+14, 1.018404e+00, 5.817964e-01, 3.662251e+07, 2.733882e+02, 3.445210e+07, 2.170128e+06, 6.659207e+01, 2.309793e+03, 1.794820e-57, 1.186822e+02, 1.823215e+00, 3.240136e-02, 5.883246e-01, 
3.723291e+02, 2.680931e-04, 2.162021e+02, 3.000000e+04, 5.541188e+14, 1.018717e+00, 5.819376e-01, 3.413861e+07, 2.805598e+02, 3.211489e+07, 2.023444e+06, 6.217056e+01, 2.309793e+03, 1.801746e-57, 1.106342e+02, 1.848707e+00, 3.240138e-02, 5.922497e-01, 
3.937892e+02, 2.493774e-04, 2.161958e+02, 3.000000e+04, 5.538444e+14, 1.019029e+00, 5.820804e-01, 3.175689e+07, 2.878272e+02, 2.987380e+07, 1.882793e+06, 5.791792e+01, 2.309793e+03, 1.808412e-57, 1.029173e+02, 1.876049e+00, 3.240140e-02, 5.961974e-01, 
4.164861e+02, 2.314878e-04, 2.161897e+02, 3.000000e+04, 5.535889e+14, 1.019340e+00, 5.822241e-01, 2.948016e+07, 2.951667e+02, 2.773152e+07, 1.748343e+06, 5.384083e+01, 2.309793e+03, 1.814807e-57, 9.554056e+01, 1.905363e+00, 3.240143e-02, 6.001694e-01, 
4.404913e+02, 2.144405e-04, 2.161840e+02, 3.000000e+04, 5.533520e+14, 1.019649e+00, 5.823678e-01, 2.731051e+07, 3.025522e+02, 2.569000e+07, 1.620215e+06, 4.994465e+01, 2.309793e+03, 1.820923e-57, 8.851079e+01, 1.936776e+00, 3.240146e-02, 6.041679e-01, 
4.658800e+02, 1.982460e-04, 2.161785e+02, 3.000000e+04, 5.531330e+14, 1.019953e+00, 5.825107e-01, 2.524929e+07, 3.099549e+02, 2.375049e+07, 1.498490e+06, 4.623332e+01, 2.309793e+03, 1.826752e-57, 8.183230e+01, 1.970419e+00, 3.240149e-02, 6.081948e-01, 
4.927321e+02, 1.829088e-04, 2.161733e+02, 3.000000e+04, 5.529312e+14, 1.020252e+00, 5.826519e-01, 2.329709e+07, 3.173443e+02, 2.191357e+07, 1.383203e+06, 4.270943e+01, 2.309793e+03, 1.832290e-57, 7.550704e+01, 2.006425e+00, 3.240152e-02, 6.122523e-01, 
5.211318e+02, 1.684278e-04, 2.161684e+02, 3.000000e+04, 5.527457e+14, 1.020542e+00, 5.827904e-01, 2.145379e+07, 3.246876e+02, 2.017912e+07, 1.274347e+06, 3.937420e+01, 2.309793e+03, 1.837534e-57, 6.953465e+01, 2.044935e+00, 3.240156e-02, 6.163425e-01, 
5.511685e+02, 1.547968e-04, 2.161638e+02, 3.000000e+04, 5.525752e+14, 1.020824e+00, 5.829252e-01, 1.971860e+07, 3.319509e+02, 1.854639e+07, 1.171875e+06, 3.622754e+01, 2.309793e+03, 1.842485e-57, 6.391254e+01, 2.086088e+00, 3.240159e-02, 6.204676e-01, 
5.829363e+02, 1.420043e-04, 2.161595e+02, 3.000000e+04, 5.524187e+14, 1.021095e+00, 5.830553e-01, 1.809009e+07, 3.390990e+02, 1.701405e+07, 1.075702e+06, 3.326809e+01, 2.309793e+03, 1.847143e-57, 5.863606e+01, 2.130028e+00, 3.240163e-02, 6.246299e-01, 
6.165352e+02, 1.300342e-04, 2.161555e+02, 3.000000e+04, 5.522747e+14, 1.021353e+00, 5.831798e-01, 1.656622e+07, 3.460959e+02, 1.558017e+07, 9.857093e+05, 3.049335e+01, 2.309793e+03, 1.851512e-57, 5.369865e+01, 2.176901e+00, 3.240168e-02, 6.288317e-01, 
6.520707e+02, 1.188665e-04, 2.161517e+02, 3.000000e+04, 5.521419e+14, 1.021596e+00, 5.832975e-01, 1.514444e+07, 3.529055e+02, 1.424234e+07, 9.017446e+05, 2.789972e+01, 2.309793e+03, 1.855598e-57, 4.909198e+01, 2.226851e+00, 3.240172e-02, 6.330753e-01, 
6.896543e+02, 1.084770e-04, 2.161482e+02, 3.000000e+04, 5.520188e+14, 1.021823e+00, 5.834074e-01, 1.382170e+07, 3.594918e+02, 1.299771e+07, 8.236288e+05, 2.548262e+01, 2.309793e+03, 1.859408e-57, 4.480623e+01, 2.280025e+00, 3.240177e-02, 6.373632e-01, 
7.294041e+02, 9.883878e-05, 2.161449e+02, 3.000000e+04, 5.519039e+14, 1.022033e+00, 5.835086e-01, 1.259456e+07, 3.658195e+02, 1.184303e+07, 7.511583e+05, 2.323663e+01, 2.309793e+03, 1.862949e-57, 4.083022e+01, 2.336567e+00, 3.240182e-02, 6.416977e-01, 
7.714450e+02, 8.992181e-05, 2.161419e+02, 3.000000e+04, 5.517956e+14, 1.022223e+00, 5.836001e-01, 1.145922e+07, 3.718546e+02, 1.077474e+07, 6.841092e+05, 2.115560e+01, 2.309793e+03, 1.866232e-57, 3.715165e+01, 2.396618e+00, 3.240187e-02, 6.460812e-01, 
8.159090e+02, 8.169411e-05, 2.161391e+02, 3.000000e+04, 5.516923e+14, 1.022392e+00, 5.836810e-01, 1.041161e+07, 3.775644e+02, 9.788991e+06, 6.222411e+05, 1.923275e+01, 2.309793e+03, 1.869265e-57, 3.375734e+01, 2.460318e+00, 3.240193e-02, 6.505162e-01, 
8.629358e+02, 7.412196e-05, 2.161366e+02, 3.000000e+04, 5.515925e+14, 1.022539e+00, 5.837505e-01, 9.447448e+06, 3.829182e+02, 8.881765e+06, 5.653009e+05, 1.746085e+01, 2.309793e+03, 1.872062e-57, 3.063340e+01, 2.527802e+00, 3.240199e-02, 6.550051e-01, 
9.126731e+02, 6.717050e-05, 2.161342e+02, 3.000000e+04, 5.514946e+14, 1.022663e+00, 5.838077e-01, 8.562298e+06, 3.878878e+02, 8.048884e+06, 5.130268e+05, 1.583227e+01, 2.309793e+03, 1.874633e-57, 2.776546e+01, 2.599200e+00, 3.240206e-02, 6.595503e-01, 
9.652772e+02, 6.080413e-05, 2.161321e+02, 3.000000e+04, 5.513973e+14, 1.022761e+00, 5.838519e-01, 7.751633e+06, 3.924472e+02, 7.286089e+06, 4.651516e+05, 1.433915e+01, 2.309793e+03, 1.876991e-57, 2.513886e+01, 2.674634e+00, 3.240212e-02, 6.641542e-01, 
1.020913e+03, 5.498700e-05, 2.161301e+02, 3.000000e+04, 5.512991e+14, 1.022834e+00, 5.838824e-01, 7.010892e+06, 3.965734e+02, 6.589089e+06, 4.214058e+05, 1.297351e+01, 2.309793e+03, 1.879148e-57, 2.273881e+01, 2.754221e+00, 3.240220e-02, 6.688191e-01, 
1.079756e+03, 4.968337e-05, 2.161283e+02, 3.000000e+04, 5.511986e+14, 1.022881e+00, 5.838986e-01, 6.335526e+06, 4.002462e+02, 5.953605e+06, 3.815210e+05, 1.172729e+01, 2.309793e+03, 1.881116e-57, 2.055059e+01, 2.838067e+00, 3.240227e-02, 6.735473e-01, 
1.141990e+03, 4.485796e-05, 2.161267e+02, 3.000000e+04, 5.510946e+14, 1.022899e+00, 5.839001e-01, 5.721047e+06, 4.034487e+02, 5.375412e+06, 3.452322e+05, 1.059251e+01, 2.309793e+03, 1.882909e-57, 1.855964e+01, 2.926270e+00, 3.240235e-02, 6.783411e-01, 
1.207811e+03, 4.047628e-05, 2.161252e+02, 3.000000e+04, 5.509859e+14, 1.022890e+00, 5.838862e-01, 5.163066e+06, 4.061668e+02, 4.850380e+06, 3.122800e+05, 9.561309e+00, 2.309793e+03, 1.884539e-57, 1.675175e+01, 3.018915e+00, 3.240243e-02, 6.832025e-01, 
1.277426e+03, 3.650485e-05, 2.161239e+02, 3.000000e+04, 5.508713e+14, 1.022851e+00, 5.838566e-01, 4.657322e+06, 4.083899e+02, 4.374501e+06, 2.824131e+05, 8.626030e+00, 2.309793e+03, 1.886017e-57, 1.511311e+01, 3.116076e+00, 3.240252e-02, 6.881335e-01, 
