Contrail_Age_hours,EF_J_m
0.0,15606173.170330146
0.1666666666666666,36688996.34784766
0.3333333333333333,63412431.584998615
0.5,99534651.6020404
0.6666666666666666,146626870.90001357
0.8333333333333333,203832865.39514136
1.0,269258081.5545445
1.1666666666666663,341536017.5914445
1.3333333333333333,419860864.6542696
1.5,503125109.2826165
1.6666666666666663,590221472.6604508
1.8333333333333333,680947303.0675056
2.0,774869964.4167712
2.1666666666666665,871298881.8886268
2.333333333333333,969912512.7005649
2.5,1070188132.0993562
2.6666666666666665,1171745377.1888704
2.833333333333333,1274516697.6226518
3.0,1377755757.264644
3.1666666666666665,1480880333.6981413
3.333333333333333,1583642193.2747715
3.5,1685718704.5218263
3.6666666666666665,1786826920.9532175
3.833333333333333,1886845887.5370963
4.0,1985728768.5677168
4.166666666666666,2083387226.7446704
4.333333333333333,2180187850.162518
4.5,2276529686.9039493
4.666666666666666,2372411625.926705
4.833333333333333,2467830100.284693
5.0,2562748724.1954165
5.166666666666666,2657249298.9657087
5.333333333333333,2751566009.886128
5.5,2845913225.817156
5.666666666666666,2940175974.8752656
5.833333333333333,3033873145.0966206
6.0,3126778742.9642863
6.166666666666666,3218899769.143551
6.333333333333333,3309970204.7506924
6.5,3399836059.760276
6.666666666666666,3488476648.0896673
6.833333333333333,3575743868.7976074
7.0,3661617614.86825
7.166666666666666,3746138014.8117013
7.333333333333333,3829234721.582677
7.5,3910931160.8020797
7.666666666666666,3991141480.8297143
7.833333333333333,4069495628.8309436
8.0,4145875218.6236486
8.166666666666666,4220425385.2542543
8.333333333333332,4293039582.7927957
8.5,4363631293.471297
8.666666666666666,4432233225.858866
8.833333333333332,4498676248.452515
9.0,4562926770.788456
9.166666666666666,4625127362.204091
9.333333333333332,4685431431.231929
9.5,4744013217.080345
9.666666666666666,4800892553.51172
9.833333333333332,4855994739.162533
10.0,4909297460.945088
10.166666666666666,4960815319.619109
10.333333333333332,5010541698.818592
10.5,5058383882.166178
10.666666666666666,5104237310.517741
10.833333333333332,5148028730.294149
11.0,5189891638.678226
11.166666666666666,5230016820.936725
11.333333333333332,5268320084.035953
11.5,5304777577.678135
11.666666666666666,5339448203.56677
11.833333333333332,5372298078.268226
12.0,5403382285.26698
12.166666666666666,5432775674.008513
12.333333333333332,5460567697.297519
12.5,5486908727.627975
12.666666666666666,5511838410.848408
12.833333333333332,5535320046.90476
13.0,5557370004.004293
13.166666666666666,5578075158.924814
13.333333333333332,5597421040.061885
13.5,5615369880.612885
13.666666666666666,5631975139.581491
13.833333333333332,5647248329.266358
14.0,5661221856.188404
14.166666666666666,5673954916.423886
14.333333333333332,5685465082.032448
14.5,5695788630.518577
14.666666666666666,5704988696.35523
14.833333333333332,5713121815.538251
15.0,5720224740.152954
15.166666666666666,5726366128.396038
15.333333333333332,5731653995.437751
15.5,5736187395.568878
15.666666666666666,5740015108.856603
15.833333333333332,5743193178.658222
16.0,5745865394.112885
16.166666666666664,5748118188.581306
16.333333333333332,5749928622.6918335
16.5,5751340050.90794
16.666666666666664,5751340050.90794
