Contrail_Age_hours,LW_Radiative_Forcing_W_m2,LW_RF_CLEAR_W_m2,LW_RF_CONTRAIL_W_m2
0.0,129.81699999999998,-279.3515,-149.5345
0.1666666666666666,120.80879999999999,-279.3515,-158.5427
0.3333333333333333,102.94529999999997,-279.3515,-176.4062
0.5,100.42689999999999,-279.3515,-178.9246
0.6666666666666666,103.13579999999999,-279.3515,-176.2157
0.8333333333333333,104.9373,-279.3515,-174.4142
1.0,104.184,-279.3515,-175.1675
1.1666666666666663,102.124,-279.3515,-177.2275
1.3333333333333333,99.4476,-279.3515,-179.9039
1.5,97.09599999999998,-279.3515,-182.2555
1.6666666666666663,93.63799999999998,-279.3515,-185.7135
1.8333333333333333,90.54499999999999,-279.3515,-188.8065
2.0,87.59809999999999,-279.3515,-191.7534
2.1666666666666665,84.67829999999998,-279.3515,-194.6732
2.333333333333333,81.86759999999998,-279.3515,-197.4839
2.5,79.26169999999999,-279.3515,-200.0898
2.6666666666666665,76.33589999999998,-279.3515,-203.0156
2.833333333333333,73.856,-279.3515,-205.4955
3.0,71.14099999999999,-279.3515,-208.2105
3.1666666666666665,68.13459999999998,-279.3515,-211.2169
3.333333333333333,65.26719999999997,-279.3515,-214.0843
3.5,62.4546,-279.3515,-216.8969
3.6666666666666665,59.68369999999999,-279.3515,-219.6678
3.833333333333333,56.98339999999999,-279.3515,-222.3681
4.0,54.45809999999997,-279.3515,-224.8934
4.166666666666666,52.04679999999999,-279.3515,-227.3047
4.333333333333333,49.752399999999994,-279.3515,-229.5991
4.5,47.95739999999998,-279.3515,-231.3941
4.666666666666666,46.2534,-279.3515,-233.0981
4.833333333333333,44.66839999999999,-279.3515,-234.6831
5.0,43.14749999999998,-279.3515,-236.204
5.166666666666666,41.64579999999998,-279.3515,-237.7057
5.333333333333333,40.35449999999997,-279.3515,-238.997
5.5,39.29089999999999,-279.3515,-240.0606
5.666666666666666,38.2286,-279.3515,-241.1229
5.833333333333333,37.139399999999995,-279.3515,-242.2121
6.0,35.952999999999975,-279.3515,-243.3985
6.166666666666666,34.76689999999999,-279.3515,-244.5846
6.333333333333333,33.64519999999999,-279.3515,-245.7063
6.5,32.486999999999995,-279.3515,-246.8645
6.666666666666666,31.312299999999993,-279.3515,-248.0392
6.833333333333333,30.1918,-279.3515,-249.1597
7.0,29.1199,-279.3515,-250.2316
7.166666666666666,28.029799999999994,-279.3515,-251.3217
7.333333333333333,27.0223,-279.3515,-252.3292
7.5,26.067099999999982,-279.3515,-253.2844
7.666666666666666,25.1053,-279.3515,-254.2462
7.833333333333333,24.13159999999999,-279.3515,-255.2199
8.0,23.11779999999999,-279.3515,-256.2337
8.166666666666666,22.103099999999984,-279.3515,-257.2484
8.333333333333332,21.20029999999997,-279.3515,-258.1512
8.5,20.337999999999965,-279.3515,-259.0135
8.666666666666666,19.46339999999998,-279.3515,-259.8881
8.833333333333332,18.64689999999996,-279.3515,-260.7046
9.0,17.8005,-279.3515,-261.551
9.166666666666666,16.96519999999998,-279.3515,-262.3863
9.333333333333332,16.199199999999962,-279.3515,-263.1523
9.5,15.558400000000006,-279.3515,-263.7931
9.666666666666666,14.894000000000005,-279.3515,-264.4575
9.833333333333332,14.271199999999965,-279.3515,-265.0803
10.0,13.668900000000008,-279.3515,-265.6826
10.166666666666666,13.030699999999968,-279.3515,-266.3208
10.333333333333332,12.434399999999982,-279.3515,-266.9171
10.5,11.882000000000005,-279.3515,-267.4695
10.666666666666666,11.238499999999988,-279.3515,-268.113
10.833333333333332,10.635299999999972,-279.3515,-268.7162
11.0,10.039499999999975,-279.3515,-269.312
11.166666666666666,9.496399999999994,-279.3515,-269.8551
11.333333333333332,8.991399999999999,-279.3515,-270.3601
11.5,8.480799999999988,-279.3515,-270.8707
11.666666666666666,7.962299999999971,-279.3515,-271.3892
11.833333333333332,7.4792999999999665,-279.3515,-271.8722
12.0,7.008699999999976,-279.3515,-272.3428
12.166666666666666,6.548999999999978,-279.3515,-272.8025
12.333333333333332,6.113499999999988,-279.3515,-273.238
12.5,5.745200000000011,-279.3515,-273.6063
12.666666666666666,5.373999999999967,-279.3515,-273.9775
12.833333333333332,5.022999999999968,-279.3515,-274.3285
13.0,4.68119999999999,-279.3515,-274.6703
13.166666666666666,4.344400000000007,-279.3515,-275.0071
13.333333333333332,4.051499999999976,-279.3515,-275.3
13.5,3.7497999999999934,-279.3515,-275.6017
13.666666666666666,3.4390999999999963,-279.3515,-275.9124
13.833333333333332,3.156599999999969,-279.3515,-276.1949
14.0,2.879700000000014,-279.3515,-276.4718
14.166666666666666,2.608000000000004,-279.3515,-276.7435
14.333333333333332,2.35329999999999,-279.3515,-276.9982
14.5,2.110299999999995,-279.3515,-277.2412
14.666666666666666,1.866199999999992,-279.3515,-277.4853
14.833333333333332,1.646000000000015,-279.3515,-277.7055
15.0,1.4411000000000058,-279.3515,-277.9104
15.166666666666666,1.234299999999962,-279.3515,-278.1172
15.333333333333332,1.0562999999999647,-279.3515,-278.2952
15.5,0.8997999999999706,-279.3515,-278.4517
15.666666666666666,0.7547999999999888,-279.3515,-278.5967
15.833333333333332,0.6202999999999861,-279.3515,-278.7312
16.0,0.5072000000000116,-279.3515,-278.8443
16.166666666666664,0.42779999999999063,-279.3515,-278.9237
16.333333333333332,0.3616999999999848,-279.3515,-278.9898
16.5,0.2826999999999771,-279.3515,-279.0688
16.666666666666664,0.22069999999996526,-279.3515,-279.1308
