Contrail_Age_hours,SW_Radiative_Forcing_W_m2,SW_RF_CLEAR_W_m2,SW_RF_CONTRAIL_W_m2
0.0,-681.5856,876.1829,194.5973
0.1666666666666666,-390.94550000000004,876.1829,485.2374
0.3333333333333333,-265.0652,876.1829,611.1177
0.5,-249.8931,876.1829,626.2898
0.6666666666666666,-254.85570000000007,876.1829,621.3272
0.8333333333333333,-255.02340000000004,876.1829,621.1595
1.0,-242.8501,876.1829,633.3328
1.1666666666666663,-227.5353,876.1829,648.6476
1.3333333333333333,-214.05020000000002,876.1829,662.1327
1.5,-202.91370000000006,876.1829,673.2692
1.6666666666666663,-188.10670000000005,876.1829,688.0762
1.8333333333333333,-175.72310000000004,876.1829,700.4598
2.0,-164.63139999999999,876.1829,711.5515
2.1666666666666665,-154.14880000000005,876.1829,722.0341
2.333333333333333,-143.8442,876.1829,732.3387
2.5,-135.24080000000004,876.1829,740.9421
2.6666666666666665,-126.43520000000001,876.1829,749.7477
2.833333333333333,-119.62419999999997,876.1829,756.5587
3.0,-112.62790000000007,876.1829,763.555
3.1666666666666665,-105.23750000000007,876.1829,770.9454
3.333333333333333,-98.49710000000005,876.1829,777.6858
3.5,-92.20150000000001,876.1829,783.9814
3.6666666666666665,-86.24990000000003,876.1829,789.933
3.833333333333333,-80.6567,876.1829,795.5262
4.0,-75.58080000000007,876.1829,800.6021
4.166666666666666,-70.88940000000002,876.1829,805.2935
4.333333333333333,-66.572,876.1829,809.6109
4.5,-63.283000000000015,876.1829,812.8999
4.666666666666666,-60.23429999999996,876.1829,815.9486
4.833333333333333,-57.46569999999997,876.1829,818.7172
5.0,-54.829900000000066,876.1829,821.353
5.166666666666666,-52.271799999999985,876.1829,823.9111
5.333333333333333,-50.11250000000007,876.1829,826.0704
5.5,-48.350900000000024,876.1829,827.832
5.666666666666666,-46.61869999999999,876.1829,829.5642
5.833333333333333,-44.87710000000004,876.1829,831.3058
6.0,-43.021600000000035,876.1829,833.1613
6.166666666666666,-41.19709999999998,876.1829,834.9858
6.333333333333333,-39.4991,876.1829,836.6838
6.5,-37.76210000000003,876.1829,838.4208
6.666666666666666,-36.02740000000006,876.1829,840.1555
6.833333333333333,-34.39880000000005,876.1829,841.7841
7.0,-32.86829999999998,876.1829,843.3146
7.166666666666666,-31.33420000000001,876.1829,844.8487
7.333333333333333,-29.93520000000001,876.1829,846.2477
7.5,-28.630300000000034,876.1829,847.5526
7.666666666666666,-27.33770000000004,876.1829,848.8452
7.833333333333333,-26.054499999999962,876.1829,850.1284
8.0,-24.72530000000006,876.1829,851.4576
8.166666666666666,-23.41560000000004,876.1829,852.7673
8.333333333333332,-22.26800000000003,876.1829,853.9149
8.5,-21.188300000000027,876.1829,854.9946
8.666666666666666,-20.105800000000045,876.1829,856.0771
8.833333333333332,-19.102499999999964,876.1829,857.0804
9.0,-18.067999999999984,876.1829,858.1149
9.166666666666666,-17.06110000000001,876.1829,859.1218
9.333333333333332,-16.146299999999997,876.1829,860.0366
9.5,-15.40300000000002,876.1829,860.7799
9.666666666666666,-14.648199999999974,876.1829,861.5347
9.833333333333332,-13.949299999999994,876.1829,862.2336
10.0,-13.280399999999986,876.1829,862.9025
10.166666666666666,-12.580100000000016,876.1829,863.6028
10.333333333333332,-11.931800000000067,876.1829,864.2511
10.5,-11.340199999999982,876.1829,864.8427
10.666666666666666,-10.658400000000029,876.1829,865.5245
10.833333333333332,-10.025300000000016,876.1829,866.1576
11.0,-9.403800000000047,876.1829,866.7791
11.166666666666666,-8.84310000000005,876.1829,867.3398
11.333333333333332,-8.32630000000006,876.1829,867.8566
11.5,-7.807000000000016,876.1829,868.3759
11.666666666666666,-7.286000000000058,876.1829,868.8969
11.833333333333332,-6.805100000000039,876.1829,869.3778
12.0,-6.337600000000066,876.1829,869.8453
12.166666666666666,-5.8840000000000146,876.1829,870.2989
12.333333333333332,-5.456900000000019,876.1829,870.726
12.5,-5.101099999999974,876.1829,871.0818
12.666666666666666,-4.74369999999999,876.1829,871.4392
12.833333333333332,-4.407600000000002,876.1829,871.7753
13.0,-4.08260000000007,876.1829,872.1003
13.166666666666666,-3.7672999999999774,876.1829,872.4156
13.333333333333332,-3.4980000000000473,876.1829,872.6849
13.5,-3.2228999999999814,876.1829,872.96
13.666666666666666,-2.9413000000000693,876.1829,873.2416
13.833333333333332,-2.6877000000000635,876.1829,873.4952
14.0,-2.440400000000068,876.1829,873.7425
14.166666666666666,-2.1993999999999687,876.1829,873.9835
14.333333333333332,-1.9750000000000227,876.1829,874.2079
14.5,-1.7631000000000085,876.1829,874.4198
14.666666666666666,-1.551900000000046,876.1829,874.631
14.833333333333332,-1.3630000000000564,876.1829,874.8199
15.0,-1.1884999999999764,876.1829,874.9944
15.166666666666666,-1.0136999999999716,876.1829,875.1692
15.333333333333332,-0.8640000000000327,876.1829,875.3189
15.5,-0.7344000000000506,876.1829,875.4485
15.666666666666666,-0.6148000000000593,876.1829,875.5681
15.833333333333332,-0.5041999999999689,876.1829,875.6787
16.0,-0.4115000000000464,876.1829,875.7714
16.166666666666664,-0.34810000000004493,876.1829,875.8348
16.333333333333332,-0.29690000000005057,876.1829,875.886
16.5,-0.23210000000005948,876.1829,875.9508
16.666666666666664,-0.1814000000000533,876.1829,876.0015
