Contrail_Age_hours,EF_J_m
0.0,5518117.22001864
0.1666666666666666,11170370.406377353
0.3333333333333333,17789683.502350252
0.5,27089940.217345007
0.6666666666666666,40015754.66960281
0.8333333333333333,56577711.23038533
1.0,76436048.97225429
1.1666666666666663,99473268.23458669
1.3333333333333333,125366118.56374426
1.5,153400800.7166919
1.6666666666666663,183028428.150421
1.8333333333333333,214183750.1354509
2.0,246758040.1140722
2.1666666666666665,280595302.7123661
2.333333333333333,315319751.21618617
2.5,350630196.6813796
2.6666666666666665,386404963.85493433
2.833333333333333,422581742.0941633
3.0,459248257.49446553
3.1666666666666665,496340274.9050258
3.333333333333333,533598365.4952169
3.5,570608750.027285
3.6666666666666665,607024033.9635174
3.833333333333333,642876420.1914346
4.0,678308865.5353358
4.166666666666666,713335163.8948362
4.333333333333333,747692566.0068711
4.5,781191823.8548985
4.666666666666666,814004476.0344625
4.833333333333333,846140446.4572331
5.0,877537552.4824213
5.166666666666666,908254335.4860884
5.333333333333333,938439777.3592709
5.5,968117570.8390601
5.666666666666666,997315735.6545465
5.833333333333333,1026123902.1029164
6.0,1054561055.1633073
6.166666666666666,1082736255.9516046
6.333333333333333,1110718737.8809805
6.5,1138406372.9955127
6.666666666666666,1165562648.490432
6.833333333333333,1191963701.4070303
7.0,1217530085.216522
7.166666666666666,1242282928.1425376
7.333333333333333,1266319135.6695492
7.5,1289705137.724702
7.666666666666666,1312566268.87732
7.833333333333333,1334893078.651351
8.0,1356535792.2407644
8.166666666666666,1377481670.232208
8.333333333333332,1397762294.6608205
8.5,1417504930.9442446
8.666666666666666,1436884977.8564847
8.833333333333332,1455948209.1427994
9.0,1474660767.2249682
9.166666666666666,1493006419.696289
9.333333333333332,1510944101.969287
9.5,1528461600.1990275
9.666666666666666,1545426927.4096043
9.833333333333332,1561686605.7430682
10.0,1577245556.4481301
10.166666666666666,1592122072.1847131
10.333333333333332,1606310255.134511
10.5,1619770822.4705095
10.666666666666666,1632544113.9438205
10.833333333333332,1644682003.7150164
11.0,1656169655.1669378
11.166666666666666,1666974452.4710488
11.333333333333332,1677071220.1528425
11.5,1686516842.6353858
11.666666666666666,1695378233.1340816
11.833333333333332,1703657154.542927
12.0,1711338651.831162
12.166666666666666,1718447071.9144123
12.333333333333332,1725056482.8184245
12.5,1731206741.631492
12.666666666666666,1736883794.1838398
12.833333333333332,1742066573.0545206
13.0,1746797770.794365
13.166666666666666,1751144892.003978
13.333333333333332,1755124020.490118
13.5,1758745501.2809627
13.666666666666666,1762026516.509865
13.833333333333332,1764999724.616781
14.0,1767696446.050285
14.166666666666666,1770119054.6869562
14.333333333333332,1772276404.4973989
14.5,1774195665.0224562
14.666666666666666,1775897579.508713
14.833333333333332,1777384850.5770833
15.0,1778648145.3321345
15.166666666666666,1779707544.6634443
15.333333333333332,1780579795.587069
15.5,1781257051.1540596
15.666666666666666,1781755105.7151682
15.833333333333332,1782053910.9903183
16.0,1782227443.768267
16.166666666666664,1782362282.5625265
16.333333333333332,1782362282.5625265
