Contrail_Age_hours,SW_Radiative_Forcing_W_m2,SW_RF_CLEAR_W_m2,SW_RF_CONTRAIL_W_m2
0.0,-637.0268,876.1829,239.1561
0.1666666666666666,-231.428,876.1829,644.7549
0.3333333333333333,-125.4443,876.1829,750.7386
0.5,-112.01089999999999,876.1829,764.172
0.6666666666666666,-103.96760000000006,876.1829,772.2153
0.8333333333333333,-100.8288,876.1829,775.3541
1.0,-95.97879999999998,876.1829,780.2041
1.1666666666666663,-86.25630000000001,876.1829,789.9266
1.3333333333333333,-79.59199999999998,876.1829,796.5909
1.5,-74.39769999999999,876.1829,801.7852
1.6666666666666663,-70.10199999999998,876.1829,806.0809
1.8333333333333333,-63.46710000000007,876.1829,812.7158
2.0,-57.844400000000064,876.1829,818.3385
2.1666666666666665,-52.76030000000003,876.1829,823.4226
2.333333333333333,-49.04500000000007,876.1829,827.1379
2.5,-46.00430000000006,876.1829,830.1786
2.6666666666666665,-42.642400000000066,876.1829,833.5405
2.833333333333333,-39.58170000000007,876.1829,836.6012
3.0,-37.16390000000001,876.1829,839.019
3.1666666666666665,-35.02380000000005,876.1829,841.1591
3.333333333333333,-32.727499999999964,876.1829,843.4554
3.5,-30.288099999999986,876.1829,845.8948
3.6666666666666665,-28.08400000000006,876.1829,848.0989
3.833333333333333,-25.954000000000065,876.1829,850.2289
4.0,-23.896299999999997,876.1829,852.2866
4.166666666666666,-21.985500000000002,876.1829,854.1974
4.333333333333333,-20.335199999999986,876.1829,855.8477
4.5,-18.71519999999998,876.1829,857.4677
4.666666666666666,-17.344799999999964,876.1829,858.8381
4.833333333333333,-16.205100000000016,876.1829,859.9778
5.0,-15.042800000000057,876.1829,861.1401
5.166666666666666,-14.032000000000039,876.1829,862.1509
5.333333333333333,-13.285600000000045,876.1829,862.8973
5.5,-12.748500000000035,876.1829,863.4344
5.666666666666666,-12.103600000000029,876.1829,864.0793
5.833333333333333,-11.388599999999997,876.1829,864.7943
6.0,-10.794700000000034,876.1829,865.3882
6.166666666666666,-10.222399999999993,876.1829,865.9605
6.333333333333333,-9.544200000000046,876.1829,866.6387
6.5,-8.822700000000054,876.1829,867.3602
6.666666666666666,-8.097100000000069,876.1829,868.0858
6.833333333333333,-7.3863999999999805,876.1829,868.7965
7.0,-6.666500000000042,876.1829,869.5164
7.166666666666666,-5.978600000000029,876.1829,870.2043
7.333333333333333,-5.399900000000002,876.1829,870.783
7.5,-4.8320999999999685,876.1829,871.3508
7.666666666666666,-4.377500000000055,876.1829,871.8054
7.833333333333333,-3.9668000000000347,876.1829,872.2161
8.0,-3.5109999999999673,876.1829,872.6719
8.166666666666666,-3.0808000000000675,876.1829,873.1021
8.333333333333332,-2.7070999999999685,876.1829,873.4758
8.5,-2.411100000000033,876.1829,873.7718
8.666666666666666,-2.096499999999992,876.1829,874.0864
8.833333333333332,-1.802500000000009,876.1829,874.3804
9.0,-1.6128999999999678,876.1829,874.57
9.166666666666666,-1.3689000000000533,876.1829,874.814
9.333333333333332,-1.1030000000000655,876.1829,875.0799
9.5,-0.8890999999999849,876.1829,875.2938
9.666666666666666,-0.7326000000000477,876.1829,875.4503
9.833333333333332,-0.6119999999999663,876.1829,875.5709
10.0,-0.462099999999964,876.1829,875.7208
10.166666666666666,-0.36360000000001946,876.1829,875.8193
10.333333333333332,-0.27100000000007185,876.1829,875.9119
