Contrail_Age_hours,EF_J_m
0.0,-5568697.090095798
0.1666666666666666,-8883314.22951169
0.3333333333333333,-11442476.311194915
0.5,-15381149.063871745
0.6666666666666666,-20856315.658578895
0.8333333333333333,-27785469.91310945
1.0,-36976521.206656635
1.1666666666666663,-48088314.659457654
1.3333333333333333,-61537590.73960936
1.5,-77861426.73485309
1.6666666666666663,-96716090.40192634
1.8333333333333333,-117711555.52828029
2.0,-140800552.4725733
2.1666666666666665,-165828479.87334302
2.333333333333333,-192263658.0635074
2.5,-219359466.69324675
2.6666666666666665,-246771850.9274864
2.833333333333333,-274376188.283489
3.0,-302125382.8085993
3.1666666666666665,-330159552.3476758
3.333333333333333,-358525040.0009859
3.5,-386947031.5921168
3.6666666666666665,-415079278.12329966
3.833333333333333,-442912311.065831
4.0,-470520407.6735003
4.166666666666666,-497836904.6912399
4.333333333333333,-524609765.6534936
4.5,-550678409.8307133
4.666666666666666,-575820989.5335
4.833333333333333,-599533767.6715637
5.0,-621673929.0030674
5.166666666666666,-643138948.940443
5.333333333333333,-664936056.7144347
5.5,-687179610.4603229
5.666666666666666,-709632471.5848236
5.833333333333333,-731947400.463056
6.0,-753915910.3495924
6.166666666666666,-775477850.2133633
6.333333333333333,-796533901.354984
6.5,-817044011.244581
6.666666666666666,-837091107.9973953
6.833333333333333,-857070897.3826587
7.0,-877287157.9692312
7.166666666666666,-897638395.4576433
7.333333333333333,-917978633.5699679
7.5,-938230530.3212483
7.666666666666666,-958378022.6687872
7.833333333333333,-978271437.0276592
8.0,-997924896.7552907
8.166666666666666,-1017454232.1037058
8.333333333333332,-1036812974.6625475
8.5,-1055913675.3301692
8.666666666666666,-1074646028.1525376
8.833333333333332,-1092936545.3205047
9.0,-1110826504.776492
9.166666666666666,-1128409790.1942441
9.333333333333332,-1145829680.6591942
9.5,-1163110492.8681781
9.666666666666666,-1179998944.5540514
9.833333333333332,-1196340407.2955973
10.0,-1212215470.1539485
10.166666666666666,-1227729897.6557715
10.333333333333332,-1243221540.2767398
10.5,-1258898749.7536976
10.666666666666666,-1274388026.5675313
10.833333333333332,-1289404699.7570348
11.0,-1303937651.3619766
11.166666666666666,-1317953867.5097673
11.333333333333332,-1331445379.8149924
11.5,-1344359265.5747435
11.666666666666666,-1356787439.7355409
11.833333333333332,-1368888591.1171296
12.0,-1380655808.1618578
12.166666666666666,-1392220766.550821
12.333333333333332,-1403732280.3261123
12.5,-1415165127.5118299
12.666666666666666,-1426441022.8223083
12.833333333333332,-1437537552.4475398
13.0,-1448551455.453026
13.166666666666666,-1459460731.0120733
13.333333333333332,-1470158368.3473632
13.5,-1480586327.9553053
13.666666666666666,-1490726000.3869972
13.833333333333332,-1500614396.4140108
14.0,-1510287081.097378
14.166666666666666,-1519790521.8956995
14.333333333333332,-1529148827.356123
14.5,-1538328050.4847832
14.666666666666666,-1547259386.3697002
14.833333333333332,-1555942167.3792315
15.0,-1564490946.5340977
15.166666666666666,-1572891877.984095
15.333333333333332,-1581052139.3873212
15.5,-1588959625.0770574
15.666666666666666,-1596661761.9623005
15.833333333333332,-1604208251.7090185
16.0,-1611576689.5338027
16.166666666666664,-1618741176.376899
16.333333333333332,-1625699696.9119043
16.5,-1632465435.5169818
16.666666666666664,-1639086270.2066257
16.833333333333332,-1645584544.7060838
17.0,-1651914999.7204103
17.166666666666664,-1658075105.2058947
17.333333333333332,-1664092789.783141
17.5,-1669964283.181666
17.666666666666664,-1675712273.8282495
17.833333333333332,-1681357576.4824169
18.0,-1686879603.427021
18.166666666666664,-1692258348.8305106
18.33333333333333,-1697512429.3914552
18.5,-1702677322.0793
18.666666666666664,-1707736894.6866124
18.83333333333333,-1712670328.4621446
19.0,-1717482287.4743524
19.166666666666664,-1722195671.854088
19.33333333333333,-1726814622.3515062
19.5,-1731301649.7060518
19.666666666666664,-1735655372.4822452
19.83333333333333,-1739907944.9625943
20.0,-1744076177.2896028
20.166666666666664,-1748145412.0619586
20.33333333333333,-1752115622.4024892
20.5,-1756002594.059304
20.666666666666664,-1759795639.4690666
20.83333333333333,-1763491297.128527
21.0,-1767092479.6572962
21.166666666666664,-1770610454.3150253
21.33333333333333,-1774058385.623356
21.5,-1777424904.9939044
21.666666666666664,-1780712061.2154577
21.83333333333333,-1783930455.5061922
22.0,-1787070727.9839063
22.166666666666664,-1790113360.4681623
22.33333333333333,-1793063919.6290102
22.5,-1795937575.837453
22.666666666666664,-1798726708.7665355
22.83333333333333,-1801433521.8218162
23.0,-1804062658.3745308
23.166666666666664,-1806611788.3582034
23.33333333333333,-1809089821.0101554
23.5,-1811501561.8101802
23.666666666666664,-1813845074.7255154
23.83333333333333,-1816120392.346978
24.0,-1818323907.3581688
24.166666666666664,-1820459446.8738906
24.33333333333333,-1822531626.076374
24.5,-1824537410.0869002
24.666666666666664,-1826481330.8325148
24.83333333333333,-1828369926.0896244
25.0,-1830207806.6386485
25.166666666666664,-1832000258.3382545
25.33333333333333,-1833754842.0474083
25.5,-1835469479.0101745
25.666666666666664,-1837130598.0781376
25.83333333333333,-1838743772.1012998
26.0,-1840313583.6710742
26.166666666666664,-1841828004.949929
26.33333333333333,-1843289515.9861462
26.5,-1844705708.9176745
