Time_hours,IWC_g_per_m3
0.0,0.9500724550798904
0.16666666666666666,0.00679212352463084
0.3333333333333333,0.0026448466328890443
0.5,0.0023468182345112647
0.6666666666666666,0.0026790279930469793
0.8333333333333333,0.002945324938361894
1.0,0.0027892928674081727
1.1666666666666665,0.0026555880856959486
1.3333333333333333,0.002480458671104543
1.5,0.002298011200440901
1.6666666666666665,0.002151856611558128
1.8333333333333333,0.0019896414577718394
2.0,0.0018406912141163993
2.1666666666666665,0.001707287683205835
2.333333333333333,0.0016052899338580649
2.5,0.0015187059685421729
2.6666666666666665,0.0014417940199370851
2.833333333333333,0.0013446688023637915
3.0,0.0012586370895712985
3.1666666666666665,0.0011900058327621187
3.333333333333333,0.0011253598342778972
3.5,0.0010669682062182562
3.6666666666666665,0.0010079779201167957
3.833333333333333,0.0009437187733493386
4.0,0.0008845919904764642
4.166666666666666,0.0008284797818729031
4.333333333333333,0.0007760636444346516
4.5,0.0007273586666196609
4.666666666666666,0.0006886553483933766
4.833333333333333,0.0006557118097232443
5.0,0.0006248990845077226
5.166666666666666,0.0005993174748989058
5.333333333333333,0.0005759806442211482
5.5,0.0005540341919568764
5.666666666666666,0.0005356441354639689
5.833333333333333,0.000518349053833015
6.0,0.0005010865422101397
6.166666666666666,0.00048555635424637545
6.333333333333333,0.0004703760125897243
6.5,0.0004555868951889014
6.666666666666666,0.00044125632250509197
6.833333333333333,0.00042720389298682
7.0,0.0004107618414784983
7.166666666666666,0.00039136305300652727
7.333333333333333,0.0003721944911196559
7.5,0.0003536178649530407
7.666666666666666,0.000335466175412013
7.833333333333333,0.00031746720384435816
8.0,0.0003035794544263715
8.166666666666666,0.00029325169070917574
8.333333333333332,0.0002828002003837352
8.5,0.0002700899327218739
8.666666666666666,0.00025702765397588647
8.833333333333332,0.0002436184677954968
9.0,0.00022847781524184619
9.166666666666666,0.00021627910982431167
9.333333333333332,0.00020336611233830594
9.5,0.0001891814444909807
9.666666666666666,0.00017425162039991677
9.833333333333332,0.00015855618501645457
10.0,0.00014198770977209886
10.166666666666666,0.00013146961914932867
10.333333333333332,0.00011881748560371926
10.5,0.00010559549603312947
10.666666666666666,8.897906499049888e-05
10.833333333333332,6.901605650963148e-05
11.0,5.474957995799457e-05
11.166666666666666,4.0402233954843444e-05
11.333333333333332,2.7505248560038252e-05
11.5,1.8340943203528492e-05
11.666666666666666,1.1182525935183492e-05
11.833333333333332,6.232002747931147e-06
12.0,4.072660824483037e-06
