Tempearture [C],Temperature [K],IWC [g/m3]
-54.56938547,218.5806145,0.159431981
-54.59565132,218.5543487,0.000844271
-54.54311962,218.6068804,0.488594655
-54.38027135,218.7697287,0.079334145
-54.43805622,218.7119438,0.067084346
-54.46432207,218.6856779,0.046942832
-54.35925867,218.7907413,0.256330268
-54.20166356,218.9483364,0.420540873
-54.28046112,218.8695389,0.001449493
-54.28046112,218.8695389,0.000504234
-54.14913186,219.0008681,0.002876574
-53.91273921,219.2372608,0.242112957
-53.99153676,219.1584632,0.000662337
-53.99153676,219.1584632,0.401144274
-53.86020751,219.2897925,0.065896589
-53.78140996,219.36859,0.000421732
-53.51875145,219.6312485,0.000662239
-53.4399539,219.7100461,0.087066567
-53.2823588,219.8676412,0.001463756
-53.3348905,219.8151095,0.000424523
-53.2823588,219.8676412,0.000655532
-53.09849785,220.0515022,0.082351018
-53.1772954,219.9727046,0.000307222
-52.94090275,220.2090973,0.079619539
-52.78330764,220.3666924,0.097446325
-52.70451009,220.4454899,0.000667668
-52.62571254,220.5242875,0.000304081
-52.59944669,220.5505533,2.46875E-05
-52.49438329,220.6556167,0.096457898
-52.12666138,221.0233386,0.106163984
-51.99533213,221.1546679,0.000682295
-51.62761023,221.5223898,0.105968775
-51.54881267,221.6011873,0.001108034
-51.65387608,221.4961239,2.5184E-05
-51.12855907,222.0214409,0.119812398
-51.18109077,221.9689092,0.106670109
-50.73457131,222.4154287,0.088918364
-50.70830546,222.4416945,0.106654311
-50.39311526,222.7568847,0.00446673
-50.36684941,222.7831506,0.088908121
-50.23552015,222.9144798,0.000529692
-50.07792505,223.0720749,0.004488911
-49.9465958,223.2034042,0.071033401
-49.86779825,223.2822018,0.000532314
-49.60513975,223.5448603,0.064546543
-49.57887389,223.5711261,0.001904556
-49.36874709,223.7812529,0.063037838
-48.94849349,224.2015065,0.046359412
-48.73836668,224.4116333,5.85002E-05
-48.55450573,224.5954943,0.044585035
-48.55450573,224.5954943,0.000609863
-48.18678382,224.9632162,0.000619105
-48.00292287,225.1470771,0.044464865
-47.68773267,225.4622673,0.04468567
-47.53013756,225.6198624,4.99162E-05
-47.32001076,225.8299892,5.02503E-05
-47.16241566,225.9875843,0.055017021
-46.95228886,226.1977111,0.001401571
-46.5583011,226.5916989,0.07182368
-46.6108328,226.5391672,0.055510042
-46.05924994,227.0907501,0.072786511
-45.56019878,227.5898012,0.091506628
-45.37633783,227.7736622,0.091501358
-45.06114763,228.0888524,0.076534442
-44.90355252,228.2464475,0.003348929
-44.58836232,228.5616377,0.077040336
-44.37823552,228.7717645,0.003382383
-44.03677946,229.1132205,0.03721183
-43.51146245,229.6385375,0.057452528
-43.24880395,229.9011961,0.103751076
-43.3276015,229.8223985,0.058032661
-42.98614545,230.1638546,0.105061193
-42.38203089,230.7679691,0.104248271
-42.27696748,230.8730325,0.117683322
-41.80418218,231.3458178,0.118860884
-41.41019442,231.7398056,0.17359969
-40.96367497,232.186325,0.172700666
-40.43835796,232.711642,0.183464785
-40.22823115,232.9217688,0.183452708
-39.75544585,233.3945542,0.152921757
-39.36145809,233.7885419,0.147963125
-39.03313496,234.116865,0.159193179
-38.57348258,234.5765174,0.177284643
-38.10069727,235.0493027,0.185504489
-37.83803877,235.3119612,0.189914533
-37.23392421,235.9160758,0.1947363
-36.89246815,236.2575318,0.124199065
-36.5510121,236.5989879,0.117769537
-36.26208774,236.8879123,0.115111799
-36.05196094,237.0980391,0.114524149
-35.71050489,237.4394951,0.121874314
-35.15892203,237.991078,0.12539229
-34.85949133,238.2905087,0.138852133
-34.58107332,238.5689267,0.142607982
-34.39721237,238.7527876,0.133422406
-34.13455386,239.0154461,0.149598695
-33.84562951,239.3043705,0.12854733
-33.66176856,239.4882314,0.129845352
-33.29404665,239.8559534,0.143634908
-32.95259059,240.1974094,0.142895767
-32.61113454,240.5388655,0.181541993
-32.58486869,240.5651313,0.00687065
-32.37474189,240.7752581,0.211166049
-32.25842169,240.8915783,0.188355358
-32.11208338,241.0379166,0.128911004
-32.05955168,241.0904483,0.176625528
-31.69182978,241.4581702,0.119889978
-31.37663957,241.7733604,0.120282594
-31.06144937,242.0885506,0.122726014
-30.50986651,242.6401335,0.119778335
-30.33476084,242.8152392,0.11645672
-30.0896129,243.0603871,0.102457859
