Contrail_Age_hours,SW_Radiative_Forcing_W_m2,SW_RF_CLEAR_W_m2,SW_RF_CONTRAIL_W_m2
0.0,-301.5231,876.1829,574.6598
0.1666666666666666,-34.82690000000002,876.1829,841.356
0.3333333333333333,-17.969799999999964,876.1829,858.2131
0.5,-17.63790000000006,876.1829,858.545
0.6666666666666666,-17.361499999999978,876.1829,858.8214
0.8333333333333333,-17.959600000000023,876.1829,858.2233
1.0,-18.45130000000006,876.1829,857.7316
1.1666666666666663,-18.880499999999984,876.1829,857.3024
1.3333333333333333,-19.752000000000066,876.1829,856.4309
1.5,-20.425399999999968,876.1829,855.7575
1.6666666666666663,-20.960699999999974,876.1829,855.2222
1.8333333333333333,-21.59710000000007,876.1829,854.5858
2.0,-22.471400000000017,876.1829,853.7115
2.1666666666666665,-23.165399999999977,876.1829,853.0175
2.333333333333333,-23.88930000000005,876.1829,852.2936
2.5,-24.514999999999986,876.1829,851.6679
2.6666666666666665,-25.082700000000045,876.1829,851.1002
2.833333333333333,-25.58400000000006,876.1829,850.5989
3.0,-25.89390000000003,876.1829,850.289
3.1666666666666665,-26.01260000000002,876.1829,850.1703
3.333333333333333,-25.896799999999985,876.1829,850.2861
3.5,-25.732799999999997,876.1829,850.4501
3.6666666666666665,-25.58370000000002,876.1829,850.5992
3.833333333333333,-25.447599999999966,876.1829,850.7353
4.0,-24.822099999999978,876.1829,851.3608
4.166666666666666,-24.003600000000006,876.1829,852.1793
4.333333333333333,-23.279800000000023,876.1829,852.9031
4.5,-22.625099999999975,876.1829,853.5578
4.666666666666666,-22.009000000000015,876.1829,854.1739
4.833333333333333,-21.42730000000006,876.1829,854.7556
5.0,-20.836099999999988,876.1829,855.3468
5.166666666666666,-20.22199999999998,876.1829,855.9609
5.333333333333333,-19.698399999999992,876.1829,856.4845
5.5,-19.232500000000073,876.1829,856.9504
5.666666666666666,-18.78920000000005,876.1829,857.3937
5.833333333333333,-18.28340000000003,876.1829,857.8995
6.0,-17.720699999999965,876.1829,858.4622
6.166666666666666,-17.2029,876.1829,858.98
6.333333333333333,-17.154600000000073,876.1829,859.0283
6.5,-17.274800000000027,876.1829,858.9081
6.666666666666666,-17.48739999999998,876.1829,858.6955
6.833333333333333,-17.635800000000017,876.1829,858.5471
7.0,-17.396600000000035,876.1829,858.7863
7.166666666666666,-17.15319999999997,876.1829,859.0297
7.333333333333333,-16.618400000000065,876.1829,859.5645
7.5,-15.751300000000015,876.1829,860.4316
7.666666666666666,-14.94500000000005,876.1829,861.2379
7.833333333333333,-14.250499999999988,876.1829,861.9324
8.0,-13.655300000000011,876.1829,862.5276
8.166666666666666,-13.06860000000006,876.1829,863.1143
8.333333333333332,-12.577400000000011,876.1829,863.6055
8.5,-12.175100000000043,876.1829,864.0078
8.666666666666666,-11.801000000000045,876.1829,864.3819
8.833333333333332,-11.462400000000002,876.1829,864.7205
9.0,-11.161000000000058,876.1829,865.0219
9.166666666666666,-10.86340000000007,876.1829,865.3195
9.333333333333332,-10.582099999999969,876.1829,865.6008
9.5,-10.334100000000035,876.1829,865.8488
9.666666666666666,-10.093200000000024,876.1829,866.0897
9.833333333333332,-9.789800000000014,876.1829,866.3931
10.0,-9.415100000000052,876.1829,866.7678
10.166666666666666,-9.052800000000047,876.1829,867.1301
10.333333333333332,-8.704399999999964,876.1829,867.4785
10.5,-8.389099999999985,876.1829,867.7938
10.666666666666666,-8.08910000000003,876.1829,868.0938
10.833333333333332,-7.891500000000065,876.1829,868.2914
11.0,-8.028099999999995,876.1829,868.1548
11.166666666666666,-8.155700000000024,876.1829,868.0272
11.333333333333332,-7.9605999999999995,876.1829,868.2223
11.5,-7.75630000000001,876.1829,868.4266
11.666666666666666,-7.568100000000072,876.1829,868.6148
11.833333333333332,-7.384199999999964,876.1829,868.7987
12.0,-7.239400000000046,876.1829,868.9435
12.166666666666666,-7.096400000000017,876.1829,869.0865
12.333333333333332,-6.91050000000007,876.1829,869.2724
