Contrail_Age_hours,SW_Radiative_Forcing_W_m2,SW_RF_CLEAR_W_m2,SW_RF_CONTRAIL_W_m2
0.0,-601.4917,876.1829,274.6912
0.1666666666666666,-146.51530000000002,876.1829,729.6676
0.3333333333333333,-55.52729999999997,876.1829,820.6556
0.5,-46.45349999999996,876.1829,829.7294
0.6666666666666666,-58.57860000000005,876.1829,817.6043
0.8333333333333333,-52.493400000000065,876.1829,823.6895
1.0,-59.55550000000005,876.1829,816.6274
1.1666666666666663,-61.93280000000004,876.1829,814.2501
1.3333333333333333,-63.22810000000004,876.1829,812.9548
1.5,-67.66290000000004,876.1829,808.52
1.6666666666666663,-70.94759999999997,876.1829,805.2353
1.8333333333333333,-71.74469999999997,876.1829,804.4382
2.0,-72.40139999999997,876.1829,803.7815
2.1666666666666665,-72.51530000000002,876.1829,803.6676
2.333333333333333,-72.35490000000004,876.1829,803.828
2.5,-71.03010000000006,876.1829,805.1528
2.6666666666666665,-68.64650000000006,876.1829,807.5364
2.833333333333333,-66.19050000000004,876.1829,809.9924
3.0,-63.86500000000001,876.1829,812.3179
3.1666666666666665,-61.8886,876.1829,814.2943
3.333333333333333,-60.16179999999997,876.1829,816.0211
3.5,-58.60480000000007,876.1829,817.5781
3.6666666666666665,-56.479400000000055,876.1829,819.7035
3.833333333333333,-54.21040000000005,876.1829,821.9725
4.0,-52.21519999999998,876.1829,823.9677
4.166666666666666,-50.39269999999999,876.1829,825.7902
4.333333333333333,-48.58490000000006,876.1829,827.598
4.5,-46.3107,876.1829,829.8722
4.666666666666666,-44.210699999999974,876.1829,831.9722
4.833333333333333,-41.572599999999966,876.1829,834.6103
5.0,-38.49289999999996,876.1829,837.69
5.166666666666666,-35.62850000000003,876.1829,840.5544
5.333333333333333,-35.07249999999999,876.1829,841.1104
5.5,-34.94029999999998,876.1829,841.2426
5.666666666666666,-34.73620000000005,876.1829,841.4467
5.833333333333333,-34.061199999999985,876.1829,842.1217
6.0,-33.06060000000002,876.1829,843.1223
6.166666666666666,-32.025300000000016,876.1829,844.1576
6.333333333333333,-30.96810000000005,876.1829,845.2148
6.5,-29.876499999999965,876.1829,846.3064
6.666666666666666,-28.89650000000006,876.1829,847.2864
6.833333333333333,-28.003900000000044,876.1829,848.179
7.0,-27.839000000000055,876.1829,848.3439
7.166666666666666,-27.627200000000016,876.1829,848.5557
7.333333333333333,-27.35419999999999,876.1829,848.8287
7.5,-26.807999999999993,876.1829,849.3749
