0.0, 3580000000000.0
0.4134622475452673, 3582483727215.0195
1.1871592602431922, 2586469560835.0986
2.108533859919576, 2078265445323.7847
2.4009859236766427, 2010219715133.4314
3.182784428276016, 1905497038553.14
3.436144298748271, 1885216482599.395
4.219929619390666, 1742941704729.8347
5.200128489491446, 1607577124027.1877
6.227780251046328, 1503520363561.0579
7.226009509138296, 1405721496388.5137
8.294379011285205, 1299799129338.1226
9.3026133073081, 1215716131395.7026
10.280317317080886, 1136058938153.8083
10.57512815787533, 1104100813025.2322
11.315638992101254, 1042856285769.7767
12.37019377219561, 948237993319.5826
12.624215914682209, 930370497312.7712
13.367375836965492, 849990701693.8618
13.616753003132334, 818260016909.5471
14.371851966112493, 751129693513.0239
15.376382528575734, 659048921026.5664
16.32998165147042, 581012841832.1302
16.594364268482718, 556669634207.7427
17.37134542459422, 489590443393.78625
18.27822261771012, 399995698884.6343
19.223475298780244, 324473831836.74445
20.15892998292588, 270829624108.7565
20.437138662264953, 257638008680.25964
21.165619733600263, 226592397274.15695
22.185509563464567, 188905883653.68436
23.119806891624282, 160402822697.52695
24.052681177373547, 134134311871.8829
25.01804696879698, 112358360030.68779
25.272286844548574, 107140047910.52586
26.0014029712401, 93782516267.43863
26.994872683841923, 77721350280.75262
27.953926025024572, 63801087608.86449
28.877623112860835, 51755014940.22506
29.767880000082606, 41487131277.13717
30.72313026690345, 31862964008.183887
31.599261708559094, 24734662585.222332
32.472694812966495, 19103499300.284172
33.392304217958866, 14781933798.006048
34.3316781008743, 11821144944.338354
