Contrail_Age_hours,SW_Radiative_Forcing_W_m2,SW_RF_CLEAR_W_m2,SW_RF_CONTRAIL_W_m2
0.0,-713.4369,876.1829,162.746
0.1666666666666666,-514.9906000000001,876.1829,361.1923
0.3333333333333333,-368.8673,876.1829,507.3156
0.5,-341.67230000000006,876.1829,534.5106
0.6666666666666666,-340.7188,876.1829,535.4641
0.8333333333333333,-337.9806,876.1829,538.2023
1.0,-314.1961,876.1829,561.9868
1.1666666666666663,-295.86580000000004,876.1829,580.3171
1.3333333333333333,-273.69550000000004,876.1829,602.4874
1.5,-253.04110000000003,876.1829,623.1418
1.6666666666666663,-235.69230000000005,876.1829,640.4906
1.8333333333333333,-217.81900000000007,876.1829,658.3639
2.0,-201.8284,876.1829,674.3545
2.1666666666666665,-187.42200000000003,876.1829,688.7609
2.333333333333333,-175.8084,876.1829,700.3745
2.5,-166.2328,876.1829,709.9501
2.6666666666666665,-157.57759999999996,876.1829,718.6053
2.833333333333333,-147.08000000000004,876.1829,729.1029
3.0,-138.05809999999997,876.1829,738.1248
3.1666666666666665,-129.8841,876.1829,746.2988
3.333333333333333,-121.88740000000007,876.1829,754.2955
3.5,-114.63800000000003,876.1829,761.5449
3.6666666666666665,-107.1558,876.1829,769.0271
3.833333333333333,-99.9692,876.1829,776.2137
4.0,-93.44889999999998,876.1829,782.734
4.166666666666666,-87.11860000000001,876.1829,789.0643
4.333333333333333,-81.23270000000002,876.1829,794.9502
4.5,-75.57240000000002,876.1829,800.6105
4.666666666666666,-70.90430000000003,876.1829,805.2786
4.833333333333333,-66.5059,876.1829,809.677
5.0,-62.47760000000005,876.1829,813.7053
5.166666666666666,-59.02030000000002,876.1829,817.1626
5.333333333333333,-56.0145,876.1829,820.1684
5.5,-53.040899999999965,876.1829,823.142
5.666666666666666,-50.48879999999997,876.1829,825.6941
5.833333333333333,-47.93140000000005,876.1829,828.2515
6.0,-45.518800000000056,876.1829,830.6641
6.166666666666666,-42.67520000000002,876.1829,833.5077
6.333333333333333,-40.06630000000007,876.1829,836.1166
6.5,-37.49810000000002,876.1829,838.6848
6.666666666666666,-35.192300000000046,876.1829,840.9906
6.833333333333333,-32.9366,876.1829,843.2463
7.0,-30.72320000000002,876.1829,845.4597
7.166666666666666,-28.361499999999978,876.1829,847.8214
7.333333333333333,-26.205800000000067,876.1829,849.9771
7.5,-24.095500000000015,876.1829,852.0874
7.666666666666666,-22.23320000000001,876.1829,853.9497
7.833333333333333,-20.371600000000058,876.1829,855.8113
8.0,-18.796100000000024,876.1829,857.3868
8.166666666666666,-17.369500000000016,876.1829,858.8134
8.333333333333332,-16.030200000000036,876.1829,860.1527
8.5,-14.556800000000067,876.1829,861.6261
8.666666666666666,-13.211199999999963,876.1829,862.9717
8.833333333333332,-11.943899999999985,876.1829,864.239
9.0,-10.731400000000008,876.1829,865.4515
9.166666666666666,-9.516300000000001,876.1829,866.6666
9.333333333333332,-8.461300000000051,876.1829,867.7216
9.5,-7.392100000000028,876.1829,868.7908
9.666666666666666,-6.43119999999999,876.1829,869.7517
9.833333333333332,-5.5090999999999894,876.1829,870.6738
10.0,-4.622299999999996,876.1829,871.5606
10.166666666666666,-3.8174000000000206,876.1829,872.3655
10.333333333333332,-3.1742000000000417,876.1829,873.0087
10.5,-2.701599999999985,876.1829,873.4813
10.666666666666666,-2.1960000000000264,876.1829,873.9869
10.833333333333332,-1.679399999999987,876.1829,874.5035
11.0,-1.3500999999999976,876.1829,874.8328
11.166666666666666,-1.0769000000000233,876.1829,875.106
11.333333333333332,-0.8152000000000044,876.1829,875.3677
