Contrail_Age_hours,LW_Radiative_Forcing_W_m2,LW_RF_CLEAR_W_m2,LW_RF_CONTRAIL_W_m2
0.0,130.30829999999997,-279.3515,-149.0432
0.1666666666666666,129.2172,-279.3515,-150.1343
0.3333333333333333,123.40209999999999,-279.3515,-155.9494
0.5,122.01599999999999,-279.3515,-157.3355
0.6666666666666666,122.30329999999998,-279.3515,-157.0482
0.8333333333333333,122.29499999999999,-279.3515,-157.0565
1.0,120.21539999999999,-279.3515,-159.1361
1.1666666666666663,118.31109999999998,-279.3515,-161.0404
1.3333333333333333,115.66569999999999,-279.3515,-163.6858
1.5,112.7543,-279.3515,-166.5972
1.6666666666666663,109.945,-279.3515,-169.4065
1.8333333333333333,106.62789999999998,-279.3515,-172.7236
2.0,103.3929,-279.3515,-175.9586
2.1666666666666665,100.16989999999998,-279.3515,-179.1816
2.333333333333333,97.3492,-279.3515,-182.0023
2.5,94.8338,-279.3515,-184.5177
2.6666666666666665,92.42159999999998,-279.3515,-186.9299
2.833333333333333,89.25889999999998,-279.3515,-190.0926
3.0,86.33339999999998,-279.3515,-193.0181
3.1666666666666665,83.52269999999999,-279.3515,-195.8288
3.333333333333333,80.61489999999998,-279.3515,-198.7366
3.5,77.83829999999998,-279.3515,-201.5132
3.6666666666666665,74.81689999999998,-279.3515,-204.5346
3.833333333333333,71.70509999999999,-279.3515,-207.6464
4.0,68.73389999999998,-279.3515,-210.6176
4.166666666666666,65.72119999999998,-279.3515,-213.6303
4.333333333333333,62.78999999999999,-279.3515,-216.5615
4.5,59.8442,-279.3515,-219.5073
4.666666666666666,57.329699999999974,-279.3515,-222.0218
4.833333333333333,54.89229999999998,-279.3515,-224.4592
5.0,52.58369999999999,-279.3515,-226.7678
5.166666666666666,50.484399999999994,-279.3515,-228.8671
5.333333333333333,48.5633,-279.3515,-230.7882
5.5,46.61179999999999,-279.3515,-232.7397
5.666666666666666,44.879399999999976,-279.3515,-234.4721
5.833333333333333,43.100599999999986,-279.3515,-236.2509
6.0,41.377699999999976,-279.3515,-237.9738
6.166666666666666,39.31739999999999,-279.3515,-240.0341
6.333333333333333,37.370799999999974,-279.3515,-241.9807
6.5,35.407099999999986,-279.3515,-243.9444
6.666666666666666,33.59979999999999,-279.3515,-245.7517
6.833333333333333,31.795999999999992,-279.3515,-247.5555
7.0,29.99279999999999,-279.3515,-249.3587
7.166666666666666,28.038999999999987,-279.3515,-251.3125
7.333333333333333,26.211899999999986,-279.3515,-253.1396
7.5,24.490699999999975,-279.3515,-254.8608
7.666666666666666,22.9255,-279.3515,-256.426
7.833333333333333,21.328499999999963,-279.3515,-258.023
8.0,19.977199999999982,-279.3515,-259.3743
8.166666666666666,18.7269,-279.3515,-260.6246
8.333333333333332,17.537699999999973,-279.3515,-261.8138
8.5,16.197799999999972,-279.3515,-263.1537
8.666666666666666,14.9452,-279.3515,-264.4063
8.833333333333332,13.723299999999995,-279.3515,-265.6282
9.0,12.520899999999983,-279.3515,-266.8306
9.166666666666666,11.292399999999986,-279.3515,-268.0591
9.333333333333332,10.166499999999985,-279.3515,-269.185
9.5,8.998499999999979,-279.3515,-270.353
9.666666666666666,7.924699999999973,-279.3515,-271.4268
9.833333333333332,6.870799999999974,-279.3515,-272.4807
10.0,5.8419999999999845,-279.3515,-273.5095
10.166666666666666,4.8951999999999884,-279.3515,-274.4563
10.333333333333332,4.114599999999996,-279.3515,-275.2369
10.5,3.5077999999999747,-279.3515,-275.8437
10.666666666666666,2.8548999999999864,-279.3515,-276.4966
10.833333333333332,2.1666999999999916,-279.3515,-277.1848
11.0,1.705099999999959,-279.3515,-277.6464
11.166666666666666,1.4067999999999756,-279.3515,-277.9447
11.333333333333332,1.046199999999999,-279.3515,-278.3053
