Contrail_Age_hours,SW_Radiative_Forcing_W_m2,SW_RF_CLEAR_W_m2,SW_RF_CONTRAIL_W_m2
0.0,-716.6991,876.1829,159.4838
0.1666666666666666,-525.2918999999999,876.1829,350.891
0.3333333333333333,-387.1994,876.1829,488.9835
0.5,-365.95500000000004,876.1829,510.2279
0.6666666666666666,-368.6633,876.1829,507.5196
0.8333333333333333,-368.16490000000005,876.1829,508.018
1.0,-342.7233,876.1829,533.4596
1.1666666666666663,-323.00620000000004,876.1829,553.1767
1.3333333333333333,-299.13430000000005,876.1829,577.0486
1.5,-276.89869999999996,876.1829,599.2842
1.6666666666666663,-258.1233,876.1829,618.0596
1.8333333333333333,-239.08619999999996,876.1829,637.0967
2.0,-222.48930000000007,876.1829,653.6936
2.1666666666666665,-207.46860000000004,876.1829,668.7143
2.333333333333333,-195.32630000000006,876.1829,680.8566
2.5,-185.22990000000004,876.1829,690.953
2.6666666666666665,-176.0815,876.1829,700.1014
2.833333333333333,-164.8786,876.1829,711.3043
3.0,-155.1784,876.1829,721.0045
3.1666666666666665,-146.3614,876.1829,729.8215
3.333333333333333,-137.70010000000002,876.1829,738.4828
3.5,-129.82730000000004,876.1829,746.3556
3.6666666666666665,-121.66750000000002,876.1829,754.5154
3.833333333333333,-113.74369999999999,876.1829,762.4392
4.0,-106.53030000000001,876.1829,769.6526
4.166666666666666,-99.50610000000006,876.1829,776.6768
4.333333333333333,-92.96000000000004,876.1829,783.2229
4.5,-86.64520000000005,876.1829,789.5377
4.666666666666666,-81.43770000000006,876.1829,794.7452
4.833333333333333,-76.53390000000002,876.1829,799.649
5.0,-72.03560000000004,876.1829,804.1473
5.166666666666666,-68.10609999999997,876.1829,808.0768
5.333333333333333,-64.64009999999996,876.1829,811.5428
5.5,-61.20500000000004,876.1829,814.9779
5.666666666666666,-58.23689999999999,876.1829,817.946
5.833333333333333,-55.25660000000005,876.1829,820.9263
6.0,-52.43920000000003,876.1829,823.7437
6.166666666666666,-49.13880000000006,876.1829,827.0441
6.333333333333333,-46.103399999999965,876.1829,830.0795
6.5,-43.11329999999998,876.1829,833.0696
6.666666666666666,-40.42700000000002,876.1829,835.7559
6.833333333333333,-37.80169999999998,876.1829,838.3812
7.0,-35.23320000000001,876.1829,840.9497
7.166666666666666,-32.505499999999984,876.1829,843.6774
7.333333333333333,-30.015300000000025,876.1829,846.1676
7.5,-27.680000000000064,876.1829,848.5029
7.666666666666666,-25.604100000000017,876.1829,850.5788
7.833333333333333,-23.527900000000045,876.1829,852.655
8.0,-21.798700000000053,876.1829,854.3842
8.166666666666666,-20.22090000000003,876.1829,855.962
8.333333333333332,-18.745000000000005,876.1829,857.4379
8.5,-17.11360000000002,876.1829,859.0693
8.666666666666666,-15.617500000000064,876.1829,860.5654
8.833333333333332,-14.186800000000062,876.1829,861.9961
9.0,-12.806299999999965,876.1829,863.3766
9.166666666666666,-11.420600000000036,876.1829,864.7623
9.333333333333332,-10.178700000000049,876.1829,866.0042
9.5,-8.913499999999999,876.1829,867.2694
9.666666666666666,-7.771200000000022,876.1829,868.4117
9.833333333333332,-6.669700000000034,876.1829,869.5132
10.0,-5.61239999999998,876.1829,870.5705
10.166666666666666,-4.650200000000041,876.1829,871.5327
10.333333333333332,-3.870999999999981,876.1829,872.3119
10.5,-3.2817999999999756,876.1829,872.9011
10.666666666666666,-2.6540999999999713,876.1829,873.5288
10.833333333333332,-2.001899999999978,876.1829,874.181
11.0,-1.5710000000000264,876.1829,874.6119
11.166666666666666,-1.2694999999999936,876.1829,874.9134
11.333333333333332,-0.9504000000000588,876.1829,875.2325
